"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other","G6/G7","G6","Female","225","205","73270","70840"
"In post","2023","Other","G6/G7","G6","Male","300","290","75760","70840"
"In post","2023","Other","G6/G7","G7","Female","550","515","55060","55370"
"In post","2023","Other","G6/G7","G7","Male","565","555","55640","55570"
"In post","2023","Other","SCS level","SCS level","Female","100","95","94610","84240"
"In post","2023","Other","SCS level","SCS level","Male","115","115","107670","100810"
"In post","2023","Other","SEO/HEO","HEO","Female","1415","1320","34650","34170"
"In post","2023","Other","SEO/HEO","HEO","Male","870","850","35060","34300"
"In post","2023","Other","SEO/HEO","SEO","Female","915","870","42640","42020"
"In post","2023","Other","SEO/HEO","SEO","Male","685","650","43440","42090"
"In post","2023","Other","Unknown","Unknown","Female","175","175","37870","36860"
"In post","2023","Other","Unknown","Unknown","Male","1530","1530","42380","40530"
"In post","2023","Planning","AA/AO","AO","Female","10","5","[c]","[c]"
"In post","2023","Planning","AA/AO","AO","Male","5","5","[c]","[c]"
"In post","2023","Planning","EO","EO","Female","15","15","[c]","[c]"
"In post","2023","Planning","EO","EO","Male","10","10","[c]","[c]"
"In post","2023","Planning","G6/G7","G6","Female","5","5","[c]","[c]"
"In post","2023","Planning","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2023","Planning","G6/G7","G7","Female","25","25","[c]","[c]"
"In post","2023","Planning","G6/G7","G7","Male","35","35","57700","55740"
"In post","2023","Planning","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Planning","SEO/HEO","HEO","Female","30","30","35690","35580"
"In post","2023","Planning","SEO/HEO","HEO","Male","20","20","[c]","[c]"
"In post","2023","Planning","SEO/HEO","SEO","Female","20","20","[c]","[c]"
"In post","2023","Planning","SEO/HEO","SEO","Male","30","30","42810","41740"
"In post","2023","Planning Inspectors","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","G6/G7","G6","Female","100","85","67530","72990"
"In post","2023","Planning Inspectors","G6/G7","G6","Male","185","160","67020","66510"
"In post","2023","Planning Inspectors","G6/G7","G7","Female","75","65","46030","48660"
"In post","2023","Planning Inspectors","G6/G7","G7","Male","90","85","47130","48660"
"In post","2023","Planning Inspectors","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","SEO/HEO","HEO","Female","10","5","[c]","[c]"
"In post","2023","Planning Inspectors","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2023","Planning Inspectors","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Policy","AA/AO","AA","Female","25","25","[c]","[c]"
"In post","2023","Policy","AA/AO","AA","Male","10","10","[c]","[c]"
"In post","2023","Policy","AA/AO","AO","Female","315","295","24750","25340"
"In post","2023","Policy","AA/AO","AO","Male","180","175","25410","25620"
"In post","2023","Policy","EO","EO","Female","1395","1340","28970","29000"
"In post","2023","Policy","EO","EO","Male","875","865","29160","29260"
"In post","2023","Policy","G6/G7","G6","Female","1990","1885","67910","66790"
"In post","2023","Policy","G6/G7","G6","Male","1990","1955","68310","67010"
"In post","2023","Policy","G6/G7","G7","Female","5230","5035","55920","55150"
"In post","2023","Policy","G6/G7","G7","Male","4760","4705","56380","55380"
"In post","2023","Policy","SCS level","SCS level","Female","1030","975","85090","78610"
"In post","2023","Policy","SCS level","SCS level","Male","970","960","87340","79860"
"In post","2023","Policy","SEO/HEO","HEO","Female","3960","3840","34970","34670"
"In post","2023","Policy","SEO/HEO","HEO","Male","3145","3115","35080","34670"
"In post","2023","Policy","SEO/HEO","SEO","Female","3970","3830","41900","41440"
"In post","2023","Policy","SEO/HEO","SEO","Male","3135","3105","42250","41500"
"In post","2023","Policy","Unknown","Unknown","Female","15","15","[c]","[c]"
