"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Cabinet Office (excl. agencies)","40","[c]","44700","41560"
"Leaver Dept.","2023","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Education (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Transport (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions (excl. agencies)","95","[c]","29420","28120"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Driver and Vehicle Standards Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Courts and Tribunals Service","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Prison and Probation Service","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","35","[c]","37820","35620"
"Leaver Dept.","2023","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence (excl. agencies)","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","National Crime Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Advisory, Conciliation and Arbitration Service","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office (excl. agencies)","215","[c]","46920","41870"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","515","[c]","31790","32000"
"Leaver Dept.","2023","Unknown","Charity Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Criminal Injuries Compensation Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","55","[c]","48280","40050"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Education (excl. agencies)","55","[c]","43800","37880"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","60","[c]","43260","38240"
"Leaver Dept.","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","70","[c]","42570","36300"
"Leaver Dept.","2023","Unknown","Department for Transport (excl. agencies)","60","[c]","42420","35760"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","225","[c]","32090","28120"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","170","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Driver and Vehicle Licensing Agency","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Driver and Vehicle Standards Agency","35","[c]","28690","26780"
"Leaver Dept.","2023","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education and Skills Funding Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","165","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Legal Department","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Courts and Tribunals Service","80","[c]","28730","25120"
"Leaver Dept.","2023","Unknown","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Prison and Probation Service","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Revenue and Customs (excl. agencies)","390","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","305","[c]","36390","32000"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","80","[c]","39210","37640"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","85","[c]","39280","36530"
"Leaver Dept.","2023","Unknown","National Crime Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","110","[c]","43230","40070"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","40","[c]","32290","31060"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Advisory, Conciliation and Arbitration Service","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Animal and Plant Health Agency","50","[c]","27030","25630"
"Leaver Dept.","2023","White","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Building Digital UK","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Cabinet Office (excl. agencies)","675","[c]","45380","40600"
"Leaver Dept.","2023","White","Central Civil Service Fast Stream","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Charity Commission","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Companies House","35","[c]","36110","31350"
"Leaver Dept.","2023","White","Competition and Markets Authority","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Criminal Injuries Compensation Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Commercial Service","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Office and Procurator Fiscal Service","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Prosecution Service","90","[c]","37460","29710"
"Leaver Dept.","2023","White","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Equipment and Support","45","[c]","38210","37530"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","45","[c]","42330","39890"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","305","[c]","45450","41040"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","145","[c]","46560","38200"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","300","[c]","44950","41440"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","310","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","100","[c]","45200","38520"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","270","[c]","43290","37540"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","120","[c]","48170","42890"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","1790","[c]","29830","28120"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","175","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","170","[c]","29770","27390"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","65","[c]","32270","27880"
"Leaver Dept.","2023","White","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","35","[c]","42540","37830"
"Leaver Dept.","2023","White","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","45","[c]","39690","37460"
"Leaver Dept.","2023","White","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Forestry and Land Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Commercial Organisation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Internal Audit Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Legal Department","65","[c]","51020","51590"
"Leaver Dept.","2023","White","Government Property Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","285","[c]","28400","21780"
"Leaver Dept.","2023","White","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","490","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs (excl. agencies)","705","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury (excl. agencies)","190","[c]","48720","43830"
"Leaver Dept.","2023","White","Health and Safety Executive","40","[c]","38750","36260"
"Leaver Dept.","2023","White","Home Office","620","[c]","39680","32640"
"Leaver Dept.","2023","White","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intellectual Property Office","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal Aid Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Maritime and Coastguard Agency","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Met Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","415","[c]","36220","33990"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","290","[c]","42910","41100"
"Leaver Dept.","2023","White","National Crime Agency","65","[c]","39530","39020"
"Leaver Dept.","2023","White","National Infrastructure Commission","[c]","[c]","[c]","[c]"
