"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","London","Camden and City of London","Heterosexual / straight","140","130","73330","68110"
"In post","2023","Analysis","London","Camden and City of London","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","London","Camden and City of London","Undeclared","20","15","[c]","[c]"
"In post","2023","Analysis","London","Camden and City of London","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","London","Croydon","Heterosexual / straight","125","115","49580","45560"
"In post","2023","Analysis","London","Croydon","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","London","Croydon","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","London","Croydon","Unknown","35","35","38180","36120"
"In post","2023","Analysis","London","Hackney and Newham","Heterosexual / straight","135","130","50510","45560"
"In post","2023","Analysis","London","Hackney and Newham","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","London","Hackney and Newham","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","London","Hackney and Newham","Unknown","45","45","43230","39790"
"In post","2023","Analysis","London","Haringey and Islington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Lambeth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Lewisham and Southwark","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","London","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Tower Hamlets","Heterosexual / straight","520","505","51800","48070"
"In post","2023","Analysis","London","Tower Hamlets","LGBO","50","45","49380","43650"
"In post","2023","Analysis","London","Tower Hamlets","Undeclared","70","70","54320","55130"
"In post","2023","Analysis","London","Tower Hamlets","Unknown","145","140","48050","43650"
"In post","2023","Analysis","London","Westminster","Heterosexual / straight","2065","2015","50300","47410"
"In post","2023","Analysis","London","Westminster","LGBO","225","220","48500","45170"
"In post","2023","Analysis","London","Westminster","Undeclared","225","220","49170","46540"
"In post","2023","Analysis","London","Westminster","Unknown","535","530","44070","39450"
"In post","2023","Analysis","North East (England)","Darlington","Heterosexual / straight","115","110","37650","34750"
"In post","2023","Analysis","North East (England)","Darlington","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","North East (England)","Darlington","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","North East (England)","Darlington","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","North East (England)","Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","South Teesside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","Sunderland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","Tyneside","Heterosexual / straight","135","130","43400","38470"
"In post","2023","Analysis","North East (England)","Tyneside","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","North East (England)","Tyneside","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","North East (England)","Tyneside","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","North West (England)","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Blackpool","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Greater Manchester South West","Heterosexual / straight","160","155","44800","41780"
"In post","2023","Analysis","North West (England)","Greater Manchester South West","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","North West (England)","Greater Manchester South West","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","North West (England)","Greater Manchester South West","Unknown","40","40","39560","41780"
"In post","2023","Analysis","North West (England)","Liverpool","Heterosexual / straight","105","100","46090","42510"
"In post","2023","Analysis","North West (England)","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","North West (England)","Liverpool","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","North West (England)","Liverpool","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","North West (England)","Manchester","Heterosexual / straight","130","125","38530","35000"
"In post","2023","Analysis","North West (England)","Manchester","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","North West (England)","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","North West (England)","Manchester","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","North West (England)","Mid Lancashire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","North West (England)","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Sefton","Heterosexual / straight","35","30","39850","35540"
"In post","2023","Analysis","North West (England)","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Sefton","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","North West (England)","Warrington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","West Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Ards and North Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Belfast","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Belfast","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Fermanagh and Omagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Newry, Mourne and Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","City of Edinburgh","Heterosexual / straight","40","40","51500","49780"
"In post","2023","Analysis","Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","City of Edinburgh","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Scotland","City of Edinburgh","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Scotland","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","Falkirk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","Glasgow City","Heterosexual / straight","60","60","42310","37000"
"In post","2023","Analysis","Scotland","Glasgow City","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Scotland","Glasgow City","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","Glasgow City","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","South Lanarkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Scotland","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Berkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Buckinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","South East (England)","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Buckinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Central Hampshire","Heterosexual / straight","390","375","45930","49260"
"In post","2023","Analysis","South East (England)","Central Hampshire","LGBO","30","30","39160","39890"
"In post","2023","Analysis","South East (England)","Central Hampshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","South East (England)","Central Hampshire","Unknown","125","120","44650","49260"
"In post","2023","Analysis","South East (England)","East Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","East Sussex CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","South East (England)","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Milton Keynes","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Oxfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Portsmouth","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","South East (England)","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Portsmouth","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","South East (England)","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","South Hampshire","Heterosexual / straight","380","360","40740","39190"
"In post","2023","Analysis","South East (England)","South Hampshire","LGBO","35","35","35440","32170"
"In post","2023","Analysis","South East (England)","South Hampshire","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","South East (England)","South Hampshire","Unknown","95","90","38110","35050"
"In post","2023","Analysis","South East (England)","Southampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","Southampton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Sussex (North East)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Sussex (South West)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","West Sussex (South West)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","50","50","41570","37140"
"In post","2023","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","Bournemouth, Christchurch and Poole","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","Bournemouth, Christchurch and Poole","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","Bristol, City of","Heterosexual / straight","165","155","42590","40650"
"In post","2023","Analysis","South West (England)","Bristol, City of","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","South West (England)","Bristol, City of","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","South West (England)","Bristol, City of","Unknown","20","15","[c]","[c]"
"In post","2023","Analysis","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","Cornwall and Isles of Scilly","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","South West (England)","Devon CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","South West (England)","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","Devon CC","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","Dorset","Heterosexual / straight","60","55","37010","31190"
"In post","2023","Analysis","South West (England)","Dorset","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","South West (England)","Dorset","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","Dorset","Unknown","70","65","33640","30350"
"In post","2023","Analysis","South West (England)","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
