"Status","Year","Age","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","16-19","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Analysis","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Analysis","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Counter Fraud","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Counter Fraud","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Debt","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Digital, Data & Technology","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Digital, Data & Technology","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Digital, Data & Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Legal","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","No function","AA","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","No function","AO","230","[c]","22100","21690"
"Leaver CS","2023","20-29","Declared disabled","No function","EO","135","[c]","28130","28120"
"Leaver CS","2023","20-29","Declared disabled","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","No function","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","No function","HEO","50","[c]","32490","32330"
"Leaver CS","2023","20-29","Declared disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","No function","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","No function","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Project Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Project Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Security","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Analysis","AO","95","[c]","22010","21760"
"Leaver CS","2023","20-29","Declared non-disabled","Analysis","EO","30","[c]","27590","26250"
"Leaver CS","2023","20-29","Declared non-disabled","Analysis","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Analysis","HEO","55","[c]","34630","33570"
"Leaver CS","2023","20-29","Declared non-disabled","Analysis","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Commercial","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Commercial","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Commercial","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Commercial","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Communications","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Communications","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Communications","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Communications","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Counter Fraud","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Counter Fraud","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Counter Fraud","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Debt","AO","115","[c]","21740","21690"
"Leaver CS","2023","20-29","Declared non-disabled","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Digital, Data & Technology","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Digital, Data & Technology","AO","35","[c]","20540","20660"
"Leaver CS","2023","20-29","Declared non-disabled","Digital, Data & Technology","EO","65","[c]","27280","26960"
"Leaver CS","2023","20-29","Declared non-disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Digital, Data & Technology","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Digital, Data & Technology","HEO","70","[c]","33400","33420"
"Leaver CS","2023","20-29","Declared non-disabled","Digital, Data & Technology","SEO","45","[c]","41050","40670"
"Leaver CS","2023","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Finance","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Finance","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Finance","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Finance","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Grants Management","AO","30","[c]","21660","21300"
"Leaver CS","2023","20-29","Declared non-disabled","Grants Management","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Human Resources","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Human Resources","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Human Resources","EO","40","[c]","26000","26350"
"Leaver CS","2023","20-29","Declared non-disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Human Resources","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Human Resources","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Human Resources","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Legal","AO","50","[c]","22970","22870"
"Leaver CS","2023","20-29","Declared non-disabled","Legal","EO","45","[c]","27650","27760"
"Leaver CS","2023","20-29","Declared non-disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Legal","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Legal","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","No function","AA","280","[c]","20000","19930"
"Leaver CS","2023","20-29","Declared non-disabled","No function","AO","1925","[c]","22290","21780"
"Leaver CS","2023","20-29","Declared non-disabled","No function","EO","1010","[c]","28490","28120"
"Leaver CS","2023","20-29","Declared non-disabled","No function","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","No function","G7","110","[c]","54390","53400"
"Leaver CS","2023","20-29","Declared non-disabled","No function","HEO","455","[c]","33480","33400"
