"Status","Year","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Unknown","75","70","27650","26840"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","2040","1930","27380","24800"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","130","130","28990","28790"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","235","215","28720","25360"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","580","545","27720","25700"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","1605","1510","30630","29140"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","100","100","30890","29400"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","205","195","32330","29730"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","320","300","31040","29140"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","595","560","62040","59060"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","85","75","60360","58370"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","140","130","60980","58760"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","50","45","98660","95590"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","1810","1745","39730","38790"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","75","75","38100","37300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","245","235","39630","38910"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","365","340","39730","39010"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","475","445","31500","29400"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","40","40","30530","25300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","35","30","30840","25300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","125","115","26760","24570"
"In post","2023","Cheshire","AA/AO","Heterosexual / straight","825","750","24860","22950"
"In post","2023","Cheshire","AA/AO","LGBO","65","65","26750","28880"
"In post","2023","Cheshire","AA/AO","Undeclared","95","85","24750","22220"
"In post","2023","Cheshire","AA/AO","Unknown","315","290","26720","28880"
"In post","2023","Cheshire","EO","Heterosexual / straight","965","910","31380","30740"
"In post","2023","Cheshire","EO","LGBO","75","75","31260","30740"
"In post","2023","Cheshire","EO","Undeclared","115","105","31150","29710"
"In post","2023","Cheshire","EO","Unknown","135","120","31200","28120"
"In post","2023","Cheshire","G6/G7","Heterosexual / straight","290","280","58930","57640"
"In post","2023","Cheshire","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Cheshire","G6/G7","Undeclared","30","30","[c]","[c]"
"In post","2023","Cheshire","G6/G7","Unknown","35","35","57900","56000"
"In post","2023","Cheshire","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cheshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SEO/HEO","Heterosexual / straight","890","860","40080","39580"
"In post","2023","Cheshire","SEO/HEO","LGBO","55","55","40300","38640"
"In post","2023","Cheshire","SEO/HEO","Undeclared","95","90","40720","40660"
"In post","2023","Cheshire","SEO/HEO","Unknown","105","100","40660","40660"
"In post","2023","Cheshire","Unknown","Heterosexual / straight","285","270","29900","29050"
"In post","2023","Cheshire","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","Cheshire","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Cheshire","Unknown","Unknown","40","30","25990","23640"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","440","395","21790","21690"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","LGBO","25","20","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","Undeclared","60","55","21720","21690"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","Unknown","115","105","21680","21690"
"In post","2023","Cornwall and Isles of Scilly","EO","Heterosexual / straight","415","375","27830","28120"
"In post","2023","Cornwall and Isles of Scilly","EO","LGBO","25","20","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","EO","Undeclared","55","55","27860","28120"
"In post","2023","Cornwall and Isles of Scilly","EO","Unknown","70","65","28000","28120"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","65","60","59580","56450"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","230","215","36420","34300"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","30","25","36730","34780"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","Unknown","30","30","36010","34650"
"In post","2023","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","85","75","30940","26840"
"In post","2023","Cornwall and Isles of Scilly","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","Cumbria","AA/AO","Heterosexual / straight","710","640","23260","22150"
"In post","2023","Cumbria","AA/AO","LGBO","55","55","23850","22150"
"In post","2023","Cumbria","AA/AO","Undeclared","90","80","22870","22150"
"In post","2023","Cumbria","AA/AO","Unknown","205","185","23930","22150"
"In post","2023","Cumbria","EO","Heterosexual / straight","355","320","27590","26850"
"In post","2023","Cumbria","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Cumbria","EO","Undeclared","45","40","27840","26850"
"In post","2023","Cumbria","EO","Unknown","100","85","27800","28090"
"In post","2023","Cumbria","G6/G7","Heterosexual / straight","100","100","57620","53750"
"In post","2023","Cumbria","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Cumbria","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Cumbria","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Cumbria","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cumbria","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cumbria","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cumbria","SEO/HEO","Heterosexual / straight","280","265","35270","34170"
"In post","2023","Cumbria","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Cumbria","SEO/HEO","Undeclared","35","35","37230","37300"
"In post","2023","Cumbria","SEO/HEO","Unknown","50","45","35690","37300"
"In post","2023","Cumbria","Unknown","Heterosexual / straight","265","255","37990","33340"
"In post","2023","Cumbria","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Cumbria","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Cumbria","Unknown","Unknown","50","45","31590","28710"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","2535","2320","24560","22520"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","LGBO","210","200","24320","22520"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","Undeclared","285","255","23500","22220"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","Unknown","1145","1040","24100","22520"
"In post","2023","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","2380","2200","28280","28120"
"In post","2023","Derbyshire and Nottinghamshire","EO","LGBO","180","170","28180","28120"
"In post","2023","Derbyshire and Nottinghamshire","EO","Undeclared","305","275","28400","28120"
"In post","2023","Derbyshire and Nottinghamshire","EO","Unknown","805","745","28150","28120"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","1100","1060","59960","57970"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","LGBO","60","60","60190","57970"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","Undeclared","115","110","61250","57970"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","Unknown","175","165","58420","57970"
"In post","2023","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","60","60","91810","90220"
"In post","2023","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","2820","2695","37850","35000"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","175","175","37330","35000"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","365","345","38010","35290"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","720","690","36800","35000"
"In post","2023","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","660","605","29860","29050"
"In post","2023","Derbyshire and Nottinghamshire","Unknown","LGBO","50","45","29260","26840"
"In post","2023","Derbyshire and Nottinghamshire","Unknown","Undeclared","55","50","31610","30810"
"In post","2023","Derbyshire and Nottinghamshire","Unknown","Unknown","135","125","28590","26840"
"In post","2023","Devon","AA/AO","Heterosexual / straight","1905","1710","24290","22220"
"In post","2023","Devon","AA/AO","LGBO","150","145","24500","22220"
"In post","2023","Devon","AA/AO","Undeclared","235","210","24500","22150"
"In post","2023","Devon","AA/AO","Unknown","660","600","24510","22520"
"In post","2023","Devon","EO","Heterosexual / straight","1510","1370","28330","28120"
"In post","2023","Devon","EO","LGBO","100","95","28320","28120"
"In post","2023","Devon","EO","Undeclared","230","200","28360","28120"
"In post","2023","Devon","EO","Unknown","360","310","28660","28120"
"In post","2023","Devon","G6/G7","Heterosexual / straight","900","855","55340","52960"
"In post","2023","Devon","G6/G7","LGBO","35","35","53690","49230"
"In post","2023","Devon","G6/G7","Undeclared","130","120","53860","51440"
"In post","2023","Devon","G6/G7","Unknown","50","50","57440","56180"
"In post","2023","Devon","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Devon","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Devon","SEO/HEO","Heterosexual / straight","2005","1895","38150","37420"
"In post","2023","Devon","SEO/HEO","LGBO","95","90","37600","37420"
"In post","2023","Devon","SEO/HEO","Undeclared","360","335","38930","39460"
"In post","2023","Devon","SEO/HEO","Unknown","225","215","38140","39020"
"In post","2023","Devon","Unknown","Heterosexual / straight","405","375","33510","31520"
"In post","2023","Devon","Unknown","LGBO","30","30","28310","25300"
"In post","2023","Devon","Unknown","Undeclared","40","40","36550","32920"
"In post","2023","Devon","Unknown","Unknown","90","80","29630","24570"
"In post","2023","Dorset and Somerset","AA/AO","Heterosexual / straight","1170","1080","24350","22220"
"In post","2023","Dorset and Somerset","AA/AO","LGBO","70","65","26090","23390"
"In post","2023","Dorset and Somerset","AA/AO","Undeclared","145","135","24270","22220"
"In post","2023","Dorset and Somerset","AA/AO","Unknown","290","265","24560","23230"
"In post","2023","Dorset and Somerset","EO","Heterosexual / straight","1045","960","28620","28120"
"In post","2023","Dorset and Somerset","EO","LGBO","55","55","28520","28120"
"In post","2023","Dorset and Somerset","EO","Undeclared","165","145","28630","28120"
"In post","2023","Dorset and Somerset","EO","Unknown","280","250","28010","28080"
"In post","2023","Dorset and Somerset","G6/G7","Heterosexual / straight","265","255","60850","57820"
"In post","2023","Dorset and Somerset","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Dorset and Somerset","G6/G7","Undeclared","30","25","[c]","[c]"
"In post","2023","Dorset and Somerset","G6/G7","Unknown","55","50","60620","56130"
"In post","2023","Dorset and Somerset","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Dorset and Somerset","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Dorset and Somerset","SEO/HEO","Heterosexual / straight","1145","1095","38420","37070"
"In post","2023","Dorset and Somerset","SEO/HEO","LGBO","50","45","37990","37300"
"In post","2023","Dorset and Somerset","SEO/HEO","Undeclared","155","150","38560","37300"
"In post","2023","Dorset and Somerset","SEO/HEO","Unknown","235","225","37630","34850"
"In post","2023","Dorset and Somerset","Unknown","Heterosexual / straight","290","260","29280","26840"
"In post","2023","Dorset and Somerset","Unknown","LGBO","35","35","29590","26500"
"In post","2023","Dorset and Somerset","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2023","Dorset and Somerset","Unknown","Unknown","50","45","27060","24570"
"In post","2023","East Anglia","AA/AO","Heterosexual / straight","3370","3105","25660","23230"
"In post","2023","East Anglia","AA/AO","LGBO","180","170","25850","23230"
"In post","2023","East Anglia","AA/AO","Undeclared","395","360","25520","22520"
"In post","2023","East Anglia","AA/AO","Unknown","825","740","24990","22520"
"In post","2023","East Anglia","EO","Heterosexual / straight","2175","2000","28830","28120"
"In post","2023","East Anglia","EO","LGBO","110","105","28220","28120"
"In post","2023","East Anglia","EO","Undeclared","305","280","28980","28120"
"In post","2023","East Anglia","EO","Unknown","535","490","28480","28120"
"In post","2023","East Anglia","G6/G7","Heterosexual / straight","620","595","59930","56620"
"In post","2023","East Anglia","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","East Anglia","G6/G7","Undeclared","80","80","58140","56180"
"In post","2023","East Anglia","G6/G7","Unknown","155","145","57780","54800"
"In post","2023","East Anglia","SCS level","Heterosexual / straight","50","50","101480","99370"
"In post","2023","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East Anglia","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","East Anglia","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","East Anglia","SEO/HEO","Heterosexual / straight","2380","2275","37820","35570"
"In post","2023","East Anglia","SEO/HEO","LGBO","95","95","37810","37300"
"In post","2023","East Anglia","SEO/HEO","Undeclared","350","325","38360","35480"
"In post","2023","East Anglia","SEO/HEO","Unknown","425","405","36270","35000"
"In post","2023","East Anglia","Unknown","Heterosexual / straight","715","655","29600","27530"
"In post","2023","East Anglia","Unknown","LGBO","50","50","27970","25250"
"In post","2023","East Anglia","Unknown","Undeclared","60","55","31390","29930"
"In post","2023","East Anglia","Unknown","Unknown","160","140","26370","26840"
"In post","2023","East Wales","AA/AO","Heterosexual / straight","3300","3020","23700","22520"
"In post","2023","East Wales","AA/AO","LGBO","275","265","23870","22520"
"In post","2023","East Wales","AA/AO","Undeclared","405","365","23570","22520"
"In post","2023","East Wales","AA/AO","Unknown","1225","1080","23180","22520"
"In post","2023","East Wales","EO","Heterosexual / straight","3195","2990","28110","28120"
"In post","2023","East Wales","EO","LGBO","250","240","27780","28120"
"In post","2023","East Wales","EO","Undeclared","460","430","28950","28210"
"In post","2023","East Wales","EO","Unknown","990","925","27500","27890"
"In post","2023","East Wales","G6/G7","Heterosexual / straight","2255","2165","59880","59370"
"In post","2023","East Wales","G6/G7","LGBO","140","140","58130","57240"
"In post","2023","East Wales","G6/G7","Undeclared","230","220","61900","63900"
"In post","2023","East Wales","G6/G7","Unknown","445","425","58950","57970"
"In post","2023","East Wales","SCS level","Heterosexual / straight","235","225","88440","81600"
"In post","2023","East Wales","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","East Wales","SCS level","Undeclared","25","20","[c]","[c]"
"In post","2023","East Wales","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","East Wales","SEO/HEO","Heterosexual / straight","5035","4810","38500","38000"
"In post","2023","East Wales","SEO/HEO","LGBO","390","380","37100","35570"
"In post","2023","East Wales","SEO/HEO","Undeclared","575","550","39910","39690"
"In post","2023","East Wales","SEO/HEO","Unknown","1115","1080","36740","35000"
"In post","2023","East Wales","Unknown","Heterosexual / straight","490","460","30980","29050"
"In post","2023","East Wales","Unknown","LGBO","40","40","27520","26500"
"In post","2023","East Wales","Unknown","Undeclared","30","30","31730","31120"
"In post","2023","East Wales","Unknown","Unknown","130","115","27920","25300"
"In post","2023","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","1465","1325","26540","25340"
"In post","2023","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","100","95","26540","23390"
"In post","2023","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","155","140","25810","23230"
"In post","2023","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","375","345","26210","24070"
"In post","2023","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","1130","1035","28770","28120"
"In post","2023","East Yorkshire and Northern Lincolnshire","EO","LGBO","50","50","29080","28120"
"In post","2023","East Yorkshire and Northern Lincolnshire","EO","Undeclared","195","175","29290","28120"
"In post","2023","East Yorkshire and Northern Lincolnshire","EO","Unknown","260","235","28330","28120"
"In post","2023","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","130","125","58960","56450"
"In post","2023","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","520","495","37780","34850"
"In post","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","30","30","36570","34850"
"In post","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","85","80","37890","35640"
"In post","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","65","60","37520","34850"
"In post","2023","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","375","340","30710","29050"
"In post","2023","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","40","40","26950","24570"
"In post","2023","Eastern Scotland","AA/AO","Heterosexual / straight","2765","2565","23780","22520"
"In post","2023","Eastern Scotland","AA/AO","LGBO","255","245","23520","22520"
"In post","2023","Eastern Scotland","AA/AO","Undeclared","240","225","23280","22430"
"In post","2023","Eastern Scotland","AA/AO","Unknown","2570","2390","24800","24710"
"In post","2023","Eastern Scotland","EO","Heterosexual / straight","3200","2985","30200","29100"
"In post","2023","Eastern Scotland","EO","LGBO","275","270","29790","29100"
"In post","2023","Eastern Scotland","EO","Undeclared","240","225","29500","28120"
"In post","2023","Eastern Scotland","EO","Unknown","1965","1845","32050","31290"
"In post","2023","Eastern Scotland","G6/G7","Heterosexual / straight","2220","2120","65070","65280"
"In post","2023","Eastern Scotland","G6/G7","LGBO","175","170","63080","64690"
"In post","2023","Eastern Scotland","G6/G7","Undeclared","185","175","64880","65280"
"In post","2023","Eastern Scotland","G6/G7","Unknown","770","740","64080","65280"
"In post","2023","Eastern Scotland","SCS level","Heterosexual / straight","175","170","91110","85200"
"In post","2023","Eastern Scotland","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Eastern Scotland","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Eastern Scotland","SCS level","Unknown","80","75","91330","85200"
"In post","2023","Eastern Scotland","SEO/HEO","Heterosexual / straight","4060","3890","40750","39590"
"In post","2023","Eastern Scotland","SEO/HEO","LGBO","375","365","39540","38330"
"In post","2023","Eastern Scotland","SEO/HEO","Undeclared","335","315","39960","38470"
"In post","2023","Eastern Scotland","SEO/HEO","Unknown","1780","1690","40980","40600"
"In post","2023","Eastern Scotland","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Essex","AA/AO","Heterosexual / straight","810","735","25240","25600"
"In post","2023","Essex","AA/AO","LGBO","45","45","26030","25610"
"In post","2023","Essex","AA/AO","Undeclared","100","85","24110","23720"
"In post","2023","Essex","AA/AO","Unknown","300","280","24750","23690"
"In post","2023","Essex","EO","Heterosexual / straight","1255","1150","29900","31280"
"In post","2023","Essex","EO","LGBO","65","65","29750","31280"
"In post","2023","Essex","EO","Undeclared","180","165","29390","28620"
"In post","2023","Essex","EO","Unknown","280","255","29600","30740"
"In post","2023","Essex","G6/G7","Heterosexual / straight","175","170","61590","58030"
"In post","2023","Essex","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Essex","G6/G7","Undeclared","15","10","[c]","[c]"
"In post","2023","Essex","G6/G7","Unknown","30","30","61360","61510"
"In post","2023","Essex","SCS level","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Essex","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Essex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Essex","SEO/HEO","Heterosexual / straight","555","530","37970","37520"
"In post","2023","Essex","SEO/HEO","LGBO","40","40","39200","37520"
"In post","2023","Essex","SEO/HEO","Undeclared","75","70","38740","37520"
"In post","2023","Essex","SEO/HEO","Unknown","85","80","38900","37520"
"In post","2023","Essex","Unknown","Heterosexual / straight","370","345","30160","26840"
"In post","2023","Essex","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","Essex","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Essex","Unknown","Unknown","95","85","27230","26840"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","3000","2790","23900","22220"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","205","200","23910","22500"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","340","315","23740","22220"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","905","845","23400","22220"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","3125","2910","28010","27650"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","210","200","27910","28080"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","430","395","28110","28080"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","705","645","27690","27890"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","4545","4385","57560","55810"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","195","190","55410","52600"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","505","485","58410","56180"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","835","795","56910","55110"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","250","245","97330","90130"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","30","30","93660","83450"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","40","35","113870","114070"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","9695","9305","37610","37300"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","480","470","36440","35360"
