"Status","Year","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Debt","AA/AO","Male","2320","2215","22580","22520"
"In post","2023","Debt","EO","Female","790","700","28820","28130"
"In post","2023","Debt","EO","Male","585","560","28840","28130"
"In post","2023","Debt","G6/G7","Female","30","30","62630","57970"
"In post","2023","Debt","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SEO/HEO","Female","245","220","36740","35000"
"In post","2023","Debt","SEO/HEO","Male","160","150","37490","35000"
"In post","2023","Digital, Data & Technology","AA/AO","Female","390","360","22760","22220"
"In post","2023","Digital, Data & Technology","AA/AO","Male","500","495","22800","22220"
"In post","2023","Digital, Data & Technology","EO","Female","1535","1430","28280","28120"
"In post","2023","Digital, Data & Technology","EO","Male","2455","2390","28640","28120"
"In post","2023","Digital, Data & Technology","G6/G7","Female","2700","2605","58080","56430"
"In post","2023","Digital, Data & Technology","G6/G7","Male","4995","4935","59820","58000"
"In post","2023","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","SCS level","Female","135","135","92610","85000"
"In post","2023","Digital, Data & Technology","SCS level","Male","260","255","98670","92930"
"In post","2023","Digital, Data & Technology","SEO/HEO","Female","5015","4800","37960","37760"
"In post","2023","Digital, Data & Technology","SEO/HEO","Male","8265","8135","39050","38470"
"In post","2023","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","Female","30","30","35760","32500"
"In post","2023","Digital, Data & Technology","Unknown","Male","70","70","37320","38290"
"In post","2023","Finance","AA/AO","Female","1275","1045","22880","22520"
"In post","2023","Finance","AA/AO","Male","680","640","22850","22520"
"In post","2023","Finance","EO","Female","1285","1190","28340","27890"
"In post","2023","Finance","EO","Male","740","730","28420","28120"
"In post","2023","Finance","G6/G7","Female","1435","1375","59600","57970"
"In post","2023","Finance","G6/G7","Male","1500","1480","60970","59180"
"In post","2023","Finance","SCS level","Female","145","140","87890","82040"
"In post","2023","Finance","SCS level","Male","190","190","93510","83790"
"In post","2023","Finance","SEO/HEO","Female","3025","2865","38420","38470"
"In post","2023","Finance","SEO/HEO","Male","2540","2490","39090","38470"
"In post","2023","Finance","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Finance","Unknown","Male","35","35","56160","49410"
"In post","2023","Grants Management","AA/AO","Female","805","695","22120","22150"
"In post","2023","Grants Management","AA/AO","Male","615","600","22140","22150"
"In post","2023","Grants Management","EO","Female","400","360","26080","25920"
"In post","2023","Grants Management","EO","Male","255","245","26140","25920"
"In post","2023","Grants Management","G6/G7","Female","55","55","54740","50930"
"In post","2023","Grants Management","G6/G7","Male","45","45","55410","54270"
"In post","2023","Grants Management","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","SEO/HEO","Female","240","225","33380","31010"
"In post","2023","Grants Management","SEO/HEO","Male","185","180","34190","32250"
"In post","2023","Human Resources","AA/AO","Female","895","810","22660","22220"
"In post","2023","Human Resources","AA/AO","Male","355","345","22600","22220"
"In post","2023","Human Resources","EO","Female","1935","1795","28120","28090"
"In post","2023","Human Resources","EO","Male","1660","1615","29180","28120"
"In post","2023","Human Resources","G6/G7","Female","1890","1825","58920","57260"
"In post","2023","Human Resources","G6/G7","Male","875","865","59770","58000"
"In post","2023","Human Resources","SCS level","Female","180","170","89490","81860"
"In post","2023","Human Resources","SCS level","Male","90","90","89710","83270"
"In post","2023","Human Resources","SEO/HEO","Female","4115","3900","37960","37300"
"In post","2023","Human Resources","SEO/HEO","Male","2320","2280","38750","37590"
"In post","2023","Human Resources","Unknown","Female","70","65","38650","38290"
"In post","2023","Human Resources","Unknown","Male","35","35","37300","30810"
"In post","2023","Internal Audit","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","EO","Female","25","25","[c]","[c]"
"In post","2023","Internal Audit","EO","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","G6/G7","Female","100","95","59280","57260"
"In post","2023","Internal Audit","G6/G7","Male","120","120","59410","59310"
"In post","2023","Internal Audit","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","Female","245","230","41210","41940"
"In post","2023","Internal Audit","SEO/HEO","Male","180","170","42460","42700"
"In post","2023","Legal","AA/AO","Female","1290","1165","23270","22870"
"In post","2023","Legal","AA/AO","Male","545","530","23320","22870"
"In post","2023","Legal","EO","Female","1650","1520","28700","28200"
"In post","2023","Legal","EO","Male","635","620","28880","28200"
"In post","2023","Legal","G6/G7","Female","4360","3955","60150","57970"
"In post","2023","Legal","G6/G7","Male","2480","2390","61540","59370"
"In post","2023","Legal","SCS level","Female","270","255","88540","83790"
"In post","2023","Legal","SCS level","Male","215","215","91890","86170"
"In post","2023","Legal","SEO/HEO","Female","1215","1145","37770","37440"
"In post","2023","Legal","SEO/HEO","Male","730","715","37930","37660"
"In post","2023","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","AA/AO","Female","61555","52925","23550","22500"
"In post","2023","No function","AA/AO","Male","46045","43830","25240","22520"
"In post","2023","No function","EO","Female","53920","48255","28770","28120"
"In post","2023","No function","EO","Male","39850","38220","29470","28120"
"In post","2023","No function","G6/G7","Female","15310","14660","60220","57970"
"In post","2023","No function","G6/G7","Male","15260","14950","61200","59030"
"In post","2023","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","SCS level","Female","1825","1725","89640","80360"
"In post","2023","No function","SCS level","Male","1865","1820","92870","83330"
"In post","2023","No function","SEO/HEO","Female","38885","36920","37870","36310"
"In post","2023","No function","SEO/HEO","Male","34415","33535","38950","37980"
"In post","2023","No function","Unknown","Female","16335","15110","30280","29050"
"In post","2023","No function","Unknown","Male","5415","5130","31280","29050"
"In post","2023","Project Delivery","AA/AO","Female","265","245","22880","22520"
"In post","2023","Project Delivery","AA/AO","Male","180","180","22680","22520"
"In post","2023","Project Delivery","EO","Female","1140","1045","28170","28120"
"In post","2023","Project Delivery","EO","Male","685","670","28320","28120"
"In post","2023","Project Delivery","G6/G7","Female","3415","3270","59390","57780"
"In post","2023","Project Delivery","G6/G7","Male","3700","3625","60420","57970"
"In post","2023","Project Delivery","SCS level","Female","325","310","90460","83000"
"In post","2023","Project Delivery","SCS level","Male","365","360","94400","86460"
"In post","2023","Project Delivery","SEO/HEO","Female","5735","5435","37920","38070"
"In post","2023","Project Delivery","SEO/HEO","Male","4770","4665","38860","39500"
"In post","2023","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","Female","490","460","38720","34920"
"In post","2023","Project Delivery","Unknown","Male","1225","1210","45080","42620"
"In post","2023","Property","AA/AO","Female","865","780","22240","22520"
"In post","2023","Property","AA/AO","Male","1010","985","22530","22520"
"In post","2023","Property","EO","Female","835","760","28160","27740"
"In post","2023","Property","EO","Male","770","745","28410","27740"
"In post","2023","Property","G6/G7","Female","575","560","57910","56180"
"In post","2023","Property","G6/G7","Male","950","930","59350","58970"
"In post","2023","Property","SCS level","Female","35","35","84320","80740"
"In post","2023","Property","SCS level","Male","75","75","97220","92290"
"In post","2023","Property","SEO/HEO","Female","1625","1545","37990","37080"
"In post","2023","Property","SEO/HEO","Male","2130","2070","39150","38480"
"In post","2023","Property","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Property","Unknown","Male","30","30","[c]","[c]"
"In post","2023","Security","AA/AO","Female","910","865","26100","22220"
"In post","2023","Security","AA/AO","Male","4580","4485","29210","25650"
"In post","2023","Security","EO","Female","510","480","29120","27470"
"In post","2023","Security","EO","Male","960","945","34290","29530"
"In post","2023","Security","G6/G7","Female","295","285","59100","57860"
"In post","2023","Security","G6/G7","Male","515","510","61950","59290"
"In post","2023","Security","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Security","SCS level","Male","55","55","90950","88000"
"In post","2023","Security","SEO/HEO","Female","850","820","38360","37750"
"In post","2023","Security","SEO/HEO","Male","1285","1265","40890","39220"
"In post","2023","Security","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Security","Unknown","Male","35","35","40930","39500"
"In post","2023","Unknown","AA/AO","Female","2635","2415","24600","24890"
"In post","2023","Unknown","AA/AO","Male","2195","2135","25440","24890"
"In post","2023","Unknown","EO","Female","2970","2790","30030","29450"
"In post","2023","Unknown","EO","Male","2140","2100","30620","30440"
"In post","2023","Unknown","G6/G7","Female","3310","3125","63830","63900"
"In post","2023","Unknown","G6/G7","Male","3040","2960","62950","63900"
"In post","2023","Unknown","SCS level","Female","280","265","87950","83530"
"In post","2023","Unknown","SCS level","Male","310","300","92790","85200"
"In post","2023","Unknown","SEO/HEO","Female","6910","6555","40060","39690"
"In post","2023","Unknown","SEO/HEO","Male","5335","5245","40450","39690"
"In post","2023","Unknown","Unknown","Female","170","170","37870","36860"
"In post","2023","Unknown","Unknown","Male","1530","1530","42360","40530"
"Leaver CS","2023","Analysis","AA/AO","Female","90","[c]","21930","22080"
"Leaver CS","2023","Analysis","AA/AO","Male","120","[c]","21390","19860"
"Leaver CS","2023","Analysis","EO","Female","40","[c]","26670","26250"
"Leaver CS","2023","Analysis","EO","Male","60","[c]","28140","27990"
"Leaver CS","2023","Analysis","G6/G7","Female","65","[c]","57700","55410"
"Leaver CS","2023","Analysis","G6/G7","Male","110","[c]","58880","54000"
"Leaver CS","2023","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO/HEO","Female","140","[c]","36640","37600"
"Leaver CS","2023","Analysis","SEO/HEO","Male","245","[c]","35720","35350"
"Leaver CS","2023","Commercial","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Female","35","[c]","27040","27110"
"Leaver CS","2023","Commercial","EO","Male","35","[c]","27400","27020"
"Leaver CS","2023","Commercial","G6/G7","Female","105","[c]","63970","64750"
"Leaver CS","2023","Commercial","G6/G7","Male","110","[c]","66110","65500"
"Leaver CS","2023","Commercial","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Female","125","[c]","37330","37300"
"Leaver CS","2023","Commercial","SEO/HEO","Male","130","[c]","39080","40000"
"Leaver CS","2023","Commercial","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Female","40","[c]","28470","28200"
"Leaver CS","2023","Communications","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Female","55","[c]","59070","56430"
"Leaver CS","2023","Communications","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Female","140","[c]","39240","40040"
"Leaver CS","2023","Communications","SEO/HEO","Male","105","[c]","38560","38760"
"Leaver CS","2023","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Female","115","[c]","22880","21690"
"Leaver CS","2023","Counter Fraud","AA/AO","Male","80","[c]","22760","21690"
"Leaver CS","2023","Counter Fraud","EO","Female","210","[c]","28660","28120"
"Leaver CS","2023","Counter Fraud","EO","Male","185","[c]","28800","28120"
"Leaver CS","2023","Counter Fraud","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Female","105","[c]","36950","34970"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Male","145","[c]","38340","38000"
"Leaver CS","2023","Debt","AA/AO","Female","450","[c]","21710","21690"
"Leaver CS","2023","Debt","AA/AO","Male","300","[c]","21760","21690"
"Leaver CS","2023","Debt","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Female","60","[c]","21570","21530"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Male","75","[c]","21850","21690"
"Leaver CS","2023","Digital, Data & Technology","EO","Female","110","[c]","27610","27570"
"Leaver CS","2023","Digital, Data & Technology","EO","Male","225","[c]","28320","28100"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","Female","240","[c]","58540","56430"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","Male","465","[c]","60470","58440"
"Leaver CS","2023","Digital, Data & Technology","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SCS level","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","Female","325","[c]","37820","37790"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","Male","640","[c]","38760","38640"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","Female","95","[c]","22450","21690"
"Leaver CS","2023","Finance","AA/AO","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Female","90","[c]","27230","27400"
"Leaver CS","2023","Finance","EO","Male","65","[c]","27120","27140"
"Leaver CS","2023","Finance","G6/G7","Female","80","[c]","59230","56610"
"Leaver CS","2023","Finance","G6/G7","Male","100","[c]","61400","59610"
"Leaver CS","2023","Finance","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","Female","155","[c]","38830","38460"
"Leaver CS","2023","Finance","SEO/HEO","Male","200","[c]","39230","38780"
"Leaver CS","2023","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","AA/AO","Female","75","[c]","21650","21300"
"Leaver CS","2023","Grants Management","AA/AO","Male","55","[c]","21720","21300"
"Leaver CS","2023","Grants Management","EO","Female","30","[c]","25280","25920"
"Leaver CS","2023","Grants Management","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","Female","295","[c]","21990","22130"
"Leaver CS","2023","Human Resources","AA/AO","Male","100","[c]","21930","21760"
"Leaver CS","2023","Human Resources","EO","Female","175","[c]","26940","27140"
"Leaver CS","2023","Human Resources","EO","Male","185","[c]","29020","28120"
"Leaver CS","2023","Human Resources","G6/G7","Female","135","[c]","59930","57460"
"Leaver CS","2023","Human Resources","G6/G7","Male","70","[c]","60520","57520"
"Leaver CS","2023","Human Resources","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","Female","275","[c]","38180","36960"
"Leaver CS","2023","Human Resources","SEO/HEO","Male","205","[c]","38520","36920"
"Leaver CS","2023","Human Resources","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA/AO","Female","125","[c]","22720","22870"
"Leaver CS","2023","Legal","AA/AO","Male","60","[c]","22770","22870"
"Leaver CS","2023","Legal","EO","Female","115","[c]","28310","28080"
"Leaver CS","2023","Legal","EO","Male","30","[c]","28520","28080"
"Leaver CS","2023","Legal","G6/G7","Female","235","[c]","59420","56450"
"Leaver CS","2023","Legal","G6/G7","Male","175","[c]","61820","62040"
"Leaver CS","2023","Legal","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO/HEO","Female","80","[c]","39080","38760"
"Leaver CS","2023","Legal","SEO/HEO","Male","40","[c]","40240","38910"
"Leaver CS","2023","No function","AA/AO","Female","7625","[c]","22040","21690"
"Leaver CS","2023","No function","AA/AO","Male","6020","[c]","22240","21690"
"Leaver CS","2023","No function","EO","Female","4455","[c]","28470","28120"
"Leaver CS","2023","No function","EO","Male","3400","[c]","28740","28080"
"Leaver CS","2023","No function","G6/G7","Female","940","[c]","60070","56740"
"Leaver CS","2023","No function","G6/G7","Male","1075","[c]","60690","58400"
"Leaver CS","2023","No function","SCS level","Female","165","[c]","93170","84700"
"Leaver CS","2023","No function","SCS level","Male","180","[c]","101280","95000"
"Leaver CS","2023","No function","SEO/HEO","Female","2570","[c]","37370","36380"
"Leaver CS","2023","No function","SEO/HEO","Male","2330","[c]","38450","37680"
"Leaver CS","2023","No function","Unknown","Female","1445","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Male","535","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","EO","Female","60","[c]","26650","27200"
"Leaver CS","2023","Project Delivery","EO","Male","65","[c]","26780","26350"
"Leaver CS","2023","Project Delivery","G6/G7","Female","150","[c]","58950","56180"
"Leaver CS","2023","Project Delivery","G6/G7","Male","205","[c]","59880","57550"
"Leaver CS","2023","Project Delivery","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SEO/HEO","Female","310","[c]","36780","35880"
"Leaver CS","2023","Project Delivery","SEO/HEO","Male","345","[c]","38420","38800"
"Leaver CS","2023","Project Delivery","Unknown","Female","40","[c]","37160","33690"
"Leaver CS","2023","Project Delivery","Unknown","Male","100","[c]","42800","38790"
"Leaver CS","2023","Property","AA/AO","Female","100","[c]","21560","22010"
"Leaver CS","2023","Property","AA/AO","Male","105","[c]","22170","22460"
"Leaver CS","2023","Property","EO","Female","45","[c]","27150","27000"
"Leaver CS","2023","Property","EO","Male","70","[c]","27740","27000"
"Leaver CS","2023","Property","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6/G7","Male","50","[c]","61510","60430"
"Leaver CS","2023","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO/HEO","Female","95","[c]","39130","38670"
"Leaver CS","2023","Property","SEO/HEO","Male","180","[c]","40320","40580"
"Leaver CS","2023","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","AA/AO","Female","100","[c]","27060","24430"
"Leaver CS","2023","Security","AA/AO","Male","515","[c]","28890","26710"
"Leaver CS","2023","Security","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","EO","Male","80","[c]","35740","30750"
"Leaver CS","2023","Security","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO/HEO","Female","65","[c]","36530","34320"
"Leaver CS","2023","Security","SEO/HEO","Male","100","[c]","43670","41740"
"Leaver CS","2023","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Female","280","[c]","23960","23340"
"Leaver CS","2023","Unknown","AA/AO","Male","225","[c]","24280","23340"
"Leaver CS","2023","Unknown","EO","Female","285","[c]","28550","29100"
"Leaver CS","2023","Unknown","EO","Male","210","[c]","28300","29270"
"Leaver CS","2023","Unknown","G6/G7","Female","340","[c]","63440","65280"
"Leaver CS","2023","Unknown","G6/G7","Male","305","[c]","65040","65280"
"Leaver CS","2023","Unknown","SCS level","Female","55","[c]","90760","85200"
"Leaver CS","2023","Unknown","SCS level","Male","70","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Female","535","[c]","38810","38330"
"Leaver CS","2023","Unknown","SEO/HEO","Male","400","[c]","40280","38500"
"Leaver CS","2023","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","180","[c]","37610","34250"
"Leaver Dept.","2023","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6/G7","Female","45","[c]","57640","55240"
"Leaver Dept.","2023","Analysis","G6/G7","Male","65","[c]","57450","57080"
"Leaver Dept.","2023","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SEO/HEO","Female","205","[c]","36620","34670"
"Leaver Dept.","2023","Analysis","SEO/HEO","Male","195","[c]","35880","34310"
"Leaver Dept.","2023","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","Female","35","[c]","53130","54700"
"Leaver Dept.","2023","Commercial","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","Female","90","[c]","38340","38940"
"Leaver Dept.","2023","Commercial","SEO/HEO","Male","90","[c]","37040","37590"
