"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","Walsall","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","Walsall","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","Warwickshire CC","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","Wolverhampton","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","Worcestershire CC","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","Worcestershire CC","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Bradford","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Bradford","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Calderdale and Kirklees","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Calderdale and Kirklees","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","East Riding of Yorkshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Kingston upon Hull, City of","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Leeds","Female","105","[c]","31970","28120"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Leeds","Male","100","[c]","29940","27570"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","North Yorkshire CC","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","North and North East Lincolnshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Sheffield","Female","55","[c]","28330","27570"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Sheffield","Male","35","[c]","28530","28120"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Wakefield","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","Wakefield","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","York","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","York","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Croydon","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Croydon","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Tower Hamlets","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Westminster","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Westminster","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","North East (England)","Tyneside","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","North East (England)","Tyneside","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","North West (England)","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","North West (England)","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","North West (England)","Liverpool","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","North West (England)","Liverpool","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Scotland","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Scotland","Glasgow City","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","South East (England)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","South West (England)","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","South West (England)","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","South West (England)","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","South West (England)","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Wales","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Wales","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Yorkshire and The Humber","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Yorkshire and The Humber","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Yorkshire and The Humber","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Yorkshire and The Humber","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","Derby","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","Derby","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","Nottingham","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","Nottingham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East of England","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East of England","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Bromley","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Bromley","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Croydon","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Croydon","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Hackney and Newham","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Hackney and Newham","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Lambeth","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Westminster","Female","70","[c]","43770","36180"
"Leaver Dept.","2023","Other","London","Westminster","Male","45","[c]","37390","32640"
"Leaver Dept.","2023","Other","North East (England)","Durham","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North East (England)","Durham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North East (England)","Sunderland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North East (England)","Sunderland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North East (England)","Tyneside","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North East (England)","Tyneside","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Blackpool","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Blackpool","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Greater Manchester South West","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Greater Manchester South West","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Liverpool","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Liverpool","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","Glasgow City","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South East (England)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South East (England)","East Kent","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South East (England)","East Kent","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South East (England)","North Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South East (England)","North Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South East (England)","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South East (England)","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Bristol, City of","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Somerset CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Somerset CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Wiltshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","Wiltshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Wales","Cardiff and Vale of Glamorgan","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Wales","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Wales","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Wales","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Wales","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Wales","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Birmingham","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Birmingham","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Dudley","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Dudley","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Solihull","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Solihull","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","Bradford","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","Bradford","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","Leeds","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","York","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","York","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","London","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","London","Westminster","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Wales","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Wales","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East Midlands (England)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East Midlands (England)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East Midlands (England)","Nottingham","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East Midlands (England)","Nottingham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East of England","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East of England","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East of England","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East of England","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East of England","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East of England","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Camden and City of London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Camden and City of London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Croydon","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Croydon","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Hackney and Newham","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Hackney and Newham","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Lambeth","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Tower Hamlets","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Tower Hamlets","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Westminster","Female","945","[c]","46210","41750"
"Leaver Dept.","2023","Policy","London","Westminster","Male","725","[c]","46970","41550"
"Leaver Dept.","2023","Policy","North East (England)","Darlington","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North East (England)","Darlington","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North East (England)","South Teesside","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North East (England)","South Teesside","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North East (England)","Sunderland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North East (England)","Sunderland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North East (England)","Tyneside","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North East (England)","Tyneside","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Greater Manchester South West","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Greater Manchester South West","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Liverpool","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Liverpool","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Manchester","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Manchester","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Sefton","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Sefton","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Warrington","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Warrington","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Northern Ireland","Belfast","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Scotland","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Scotland","City of Edinburgh","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Scotland","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Scotland","Glasgow City","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Scotland","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","South East (England)","Berkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","South East (England)","Berkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","South East (England)","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","South East (England)","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
