"Status","Year","Organisation","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Eastern Scotland","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Essex","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Essex","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Manchester","Female","80","70","32090","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Manchester","Male","60","60","32180","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","North Hampshire","Female","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","North Hampshire","Male","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Wandsworth","Female","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Westminster","Female","90","85","42260","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Westminster","Male","75","75","46170","45240"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Lancashire","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Lancashire","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Tyneside","Female","85","75","30220","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Tyneside","Male","55","50","33000","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Glasgow City","Female","50","45","31460","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Glasgow City","Male","45","40","33850","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Birmingham","Female","50","45","33110","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Birmingham","Male","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Leeds","Female","35","30","34340","32350"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Leeds","Male","35","30","33110","32110"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Cheshire East","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Cheshire East","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","35","30","31820","30320"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","East Cumbria","Female","115","110","26160","22150"
"In post","2023","Animal and Plant Health Agency","Cumbria","East Cumbria","Male","70","70","25790","22150"
"In post","2023","Animal and Plant Health Agency","Cumbria","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Nottingham","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Devon CC","Female","135","125","28280","25920"
"In post","2023","Animal and Plant Health Agency","Devon","Devon CC","Male","85","80","28130","22150"
"In post","2023","Animal and Plant Health Agency","Devon","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Dorset","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Somerset CC","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Somerset CC","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Cambridgeshire CC","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Cambridgeshire CC","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Norwich and East Norfolk","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Norwich and East Norfolk","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Suffolk CC","Female","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Suffolk CC","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Cardiff and Vale of Glamorgan","Female","60","60","28040","22150"
"In post","2023","Animal and Plant Health Agency","East Wales","Cardiff and Vale of Glamorgan","Male","40","35","32870","28590"
"In post","2023","Animal and Plant Health Agency","East Wales","Powys","Female","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Powys","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","East Lothian and Midlothian","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Perth and Kinross, and Stirling","Female","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Perth and Kinross, and Stirling","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Heart of Essex","Female","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Heart of Essex","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","West Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","45","45","26230","22150"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Female","45","40","31690","30320"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Male","40","40","31500","25920"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Manchester","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Manchester","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Central Hampshire","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Central Hampshire","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Female","105","95","28800","26030"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Male","65","60","33940","30750"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - East","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - East","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","Westminster","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","Westminster","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Kent","East Kent","Female","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Kent","East Kent","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Kent","Mid Kent","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Kent","Mid Kent","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lancashire","Mid Lancashire","Female","60","55","28570","25920"
"In post","2023","Animal and Plant Health Agency","Lancashire","Mid Lancashire","Male","30","30","35040","27350"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Lincolnshire CC","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Lincolnshire CC","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","Female","70","65","30260","26180"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","Male","75","70","33390","30320"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","York","Female","65","65","26490","24920"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","York","Male","65","65","27530","24920"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Tyneside","Female","30","30","32020","28440"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Tyneside","Male","25","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - East and North East","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - East and North East","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","Harrow and Hillingdon","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","Harrow and Hillingdon","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","20","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire","Female","25","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Staffordshire CC","Female","65","60","27660","22150"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Staffordshire CC","Male","30","30","27260","25920"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Scottish Borders","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Scottish Borders","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","Female","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","South Lanarkshire","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","Female","400","375","33160","29080"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","Male","260","250","35630","33830"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (North East)","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (North East)","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Gwynedd","Female","50","40","28030","24030"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Gwynedd","Male","20","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","South West Wales","Female","100","95","27930","25920"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","South West Wales","Male","55","55","30960","25920"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Inner London - West","Westminster","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Office","Inner London - West","Westminster","Male","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Derbyshire and Nottinghamshire","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Derbyshire and Nottinghamshire","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Wales","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Wales","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Eastern Scotland","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Eastern Scotland","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","[c]","[c]","[c]","[c]"
