"Status","Year","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","HM Treasury","Heterosexual / straight","35","[c]","44620","38660"
"Leaver Dept.","2023","Asian","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Treasury","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Home Office","Heterosexual / straight","130","[c]","35540","30200"
"Leaver Dept.","2023","Asian","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Home Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Defence","Heterosexual / straight","30","[c]","39240","41200"
"Leaver Dept.","2023","Asian","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Justice","Heterosexual / straight","140","[c]","31460","25830"
"Leaver Dept.","2023","Asian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Justice","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Crime Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Departments","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office","Heterosexual / straight","30","[c]","41370","36450"
"Leaver Dept.","2023","Black","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions","Heterosexual / straight","145","[c]","30010","29290"
"Leaver Dept.","2023","Black","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Revenue and Customs","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Home Office","Heterosexual / straight","55","[c]","37630","36180"
"Leaver Dept.","2023","Black","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Justice","Heterosexual / straight","85","[c]","31190","29660"
"Leaver Dept.","2023","Black","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Gas and Electricity Markets","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office","Heterosexual / straight","40","[c]","41250","35650"
"Leaver Dept.","2023","Mixed","Cabinet Office","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions","Heterosexual / straight","65","[c]","30580","28120"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions","LGBO","10","[c]","[c]","[c]"
