"Status","Year","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Department for International Trade","Heterosexual / straight","275","275","45870","41550"
"In post","2023","Asian","Department for International Trade","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Heterosexual / straight","275","265","43550","37560"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport","Heterosexual / straight","630","610","39600","35760"
"In post","2023","Asian","Department for Transport","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Department for Transport","Undeclared","45","45","33440","31420"
"In post","2023","Asian","Department for Transport","Unknown","25","20","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions","Heterosexual / straight","6340","5810","29710","28120"
"In post","2023","Asian","Department for Work and Pensions","LGBO","115","105","29920","28120"
"In post","2023","Asian","Department for Work and Pensions","Undeclared","445","385","28380","28120"
"In post","2023","Asian","Department for Work and Pensions","Unknown","990","815","28000","28120"
"In post","2023","Asian","Department of Health and Social Care","Heterosexual / straight","935","895","43980","38120"
"In post","2023","Asian","Department of Health and Social Care","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Undeclared","90","85","42940","41280"
"In post","2023","Asian","Department of Health and Social Care","Unknown","120","115","52190","42110"
"In post","2023","Asian","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Heterosexual / straight","60","60","41070","37720"
"In post","2023","Asian","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Heterosexual / straight","410","400","44820","38550"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Unknown","70","70","46340","40810"
"In post","2023","Asian","HM Land Registry","Heterosexual / straight","165","155","32450","28080"
"In post","2023","Asian","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Unknown","40","35","28160","28080"
"In post","2023","Asian","HM Revenue and Customs","Heterosexual / straight","5060","4825","34730","32540"
"In post","2023","Asian","HM Revenue and Customs","LGBO","145","135","32060","28130"
"In post","2023","Asian","HM Revenue and Customs","Undeclared","280","260","32860","28130"
"In post","2023","Asian","HM Revenue and Customs","Unknown","1000","925","33670","29730"
"In post","2023","Asian","HM Treasury","Heterosexual / straight","290","285","44940","40370"
"In post","2023","Asian","HM Treasury","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","HM Treasury","Undeclared","30","25","[c]","[c]"
"In post","2023","Asian","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Home Office","Heterosexual / straight","4095","3805","33710","30160"
"In post","2023","Asian","Home Office","LGBO","45","40","35300","30200"
"In post","2023","Asian","Home Office","Undeclared","355","320","31220","29890"
"In post","2023","Asian","Home Office","Unknown","80","80","31530","28700"
"In post","2023","Asian","Ministry of Defence","Heterosexual / straight","1340","1295","37640","34300"
"In post","2023","Asian","Ministry of Defence","LGBO","30","25","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Undeclared","75","70","38320","33830"
"In post","2023","Asian","Ministry of Defence","Unknown","85","80","35740","31750"
"In post","2023","Asian","Ministry of Justice","Heterosexual / straight","4565","4250","31140","28480"
"In post","2023","Asian","Ministry of Justice","LGBO","110","100","29500","25830"
"In post","2023","Asian","Ministry of Justice","Undeclared","255","230","30000","25830"
"In post","2023","Asian","Ministry of Justice","Unknown","125","115","34620","30810"
"In post","2023","Asian","National Crime Agency","Heterosexual / straight","270","260","39520","38640"
"In post","2023","Asian","National Crime Agency","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","115","110","41640","36330"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Heterosexual / straight","145","145","40940","35490"
"In post","2023","Asian","Office of Gas and Electricity Markets","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Unknown","30","30","52500","46690"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Heterosexual / straight","35","35","38820","36800"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Heterosexual / straight","30","30","47980","43520"
"In post","2023","Asian","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Government","Heterosexual / straight","305","295","38570","34730"
"In post","2023","Asian","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Scottish Government","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","The National Archives","Heterosexual / straight","30","30","36530","36240"
"In post","2023","Asian","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The National Archives","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","UK Export Finance","Heterosexual / straight","80","80","48780","39050"
"In post","2023","Asian","UK Export Finance","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","UK Export Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Statistics Authority","Heterosexual / straight","200","185","34590","31550"
"In post","2023","Asian","UK Statistics Authority","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","UK Statistics Authority","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","UK Statistics Authority","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Heterosexual / straight","35","30","44980","41620"
"In post","2023","Asian","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Welsh Government","Heterosexual / straight","65","65","42640","39690"
"In post","2023","Asian","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Heterosexual / straight","530","515","40870","33290"
"In post","2023","Black","Attorney General's Departments","LGBO","15","15","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Undeclared","15","15","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Unknown","70","60","43980","36050"
"In post","2023","Black","Cabinet Office","Heterosexual / straight","280","275","43530","38050"
"In post","2023","Black","Cabinet Office","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Cabinet Office","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Cabinet Office","Unknown","55","55","44490","31060"
"In post","2023","Black","Chancellor's other departments","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Heterosexual / straight","35","35","43630","41120"
"In post","2023","Black","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","425","425","41130","37750"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Undeclared","20","20","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Unknown","20","20","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Heterosexual / straight","85","85","39150","35620"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Heterosexual / straight","275","275","41720","38070"
"In post","2023","Black","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Department for Education","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Heterosexual / straight","270","265","36430","33830"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","Heterosexual / straight","150","145","43040","41550"
"In post","2023","Black","Department for International Trade","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Department for International Trade","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Department for International Trade","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Heterosexual / straight","165","165","42050","39260"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Department for Transport","Heterosexual / straight","240","235","39470","35760"
"In post","2023","Black","Department for Transport","LGBO","15","15","[c]","[c]"
"In post","2023","Black","Department for Transport","Undeclared","15","15","[c]","[c]"
"In post","2023","Black","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Heterosexual / straight","3025","2855","31110","31330"
"In post","2023","Black","Department for Work and Pensions","LGBO","70","65","30040","31280"
"In post","2023","Black","Department for Work and Pensions","Undeclared","200","180","29620","28120"
"In post","2023","Black","Department for Work and Pensions","Unknown","415","365","30290","32520"
"In post","2023","Black","Department of Health and Social Care","Heterosexual / straight","425","415","41670","37060"
"In post","2023","Black","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Undeclared","35","35","42380","41660"
"In post","2023","Black","Department of Health and Social Care","Unknown","45","45","52310","37930"
"In post","2023","Black","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Heterosexual / straight","35","35","37790","33820"
"In post","2023","Black","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Heterosexual / straight","220","220","40510","36620"
"In post","2023","Black","Foreign, Commonwealth and Development Office","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Unknown","30","30","[c]","[c]"
"In post","2023","Black","HM Land Registry","Heterosexual / straight","55","55","34740","31680"
"In post","2023","Black","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Unknown","10","10","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Heterosexual / straight","1745","1695","35880","34400"
"In post","2023","Black","HM Revenue and Customs","LGBO","45","45","35420","32260"
"In post","2023","Black","HM Revenue and Customs","Undeclared","75","75","38320","35000"
"In post","2023","Black","HM Revenue and Customs","Unknown","260","250","34870","34370"
"In post","2023","Black","HM Treasury","Heterosexual / straight","45","45","42710","39200"
"In post","2023","Black","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Heterosexual / straight","1685","1590","34340","30270"
"In post","2023","Black","Home Office","LGBO","25","25","[c]","[c]"
"In post","2023","Black","Home Office","Undeclared","90","85","34560","30410"
"In post","2023","Black","Home Office","Unknown","30","30","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Heterosexual / straight","695","680","35950","33990"
"In post","2023","Black","Ministry of Defence","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Undeclared","20","20","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Unknown","30","30","35290","32040"
"In post","2023","Black","Ministry of Justice","Heterosexual / straight","3880","3730","32400","30410"
"In post","2023","Black","Ministry of Justice","LGBO","95","90","32730","30040"
"In post","2023","Black","Ministry of Justice","Undeclared","210","200","32180","30880"
"In post","2023","Black","Ministry of Justice","Unknown","240","220","32160","32920"
"In post","2023","Black","National Crime Agency","Heterosexual / straight","95","90","38650","38640"
"In post","2023","Black","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","65","65","47570","47750"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","Heterosexual / straight","90","90","40560","37000"
"In post","2023","Black","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","Unknown","20","20","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government","Heterosexual / straight","90","90","38090","33520"
"In post","2023","Black","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Heterosexual / straight","45","45","44220","42000"
"In post","2023","Black","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Heterosexual / straight","115","105","33930","31060"
"In post","2023","Black","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2023","Black","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Black","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Attorney General's Departments","Heterosexual / straight","275","260","45670","49050"
"In post","2023","Mixed","Attorney General's Departments","LGBO","20","20","[c]","[c]"
"In post","2023","Mixed","Attorney General's Departments","Undeclared","15","15","[c]","[c]"
"In post","2023","Mixed","Attorney General's Departments","Unknown","25","25","[c]","[c]"
"In post","2023","Mixed","Cabinet Office","Heterosexual / straight","210","205","48330","41410"
"In post","2023","Mixed","Cabinet Office","LGBO","35","35","44750","37450"
"In post","2023","Mixed","Cabinet Office","Undeclared","20","15","[c]","[c]"
"In post","2023","Mixed","Cabinet Office","Unknown","90","90","35190","30130"
"In post","2023","Mixed","Chancellor's other departments","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","Heterosexual / straight","30","30","50220","46490"
"In post","2023","Mixed","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","280","270","45260","41650"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","LGBO","50","50","41900","41360"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","Undeclared","30","30","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","Heterosexual / straight","65","65","45890","41450"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","Undeclared","5","5","[c]","[c]"
