"Status","Year","Organisation","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","EO","30","30","25600","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","SEO/HEO","45","45","34590","32200"
"In post","2023","Advisory, Conciliation and Arbitration Service","Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Essex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","30","25","34950","32400"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","EO","55","55","25520","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","SEO/HEO","80","75","35470","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","SEO/HEO","10","10","38990","41070"
"In post","2023","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","AA/AO","10","10","24420","24960"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","EO","25","25","29650","29900"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","G6/G7","25","25","63110","61570"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","SEO/HEO","110","105","42380","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Lancashire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","EO","55","50","25520","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","75","70","34680","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","EO","30","30","25530","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","SEO/HEO","60","50","35420","32830"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","EO","20","20","25590","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","SEO/HEO","50","45","35780","32650"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","EO","20","20","25650","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","SEO/HEO","45","40","35310","33940"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Outside London","SEO/HEO","15","10","34910","32250"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","AA/AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","EO","15","15","26040","25920"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","SEO/HEO","25","25","36280","37300"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","AA/AO","125","120","22280","22150"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","EO","35","30","26380","25920"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","SEO/HEO","25","20","36350","37300"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","EO","10","10","25930","25920"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","20","20","33620","30760"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","AA/AO","110","105","22180","22150"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","EO","45","45","26270","25920"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","G6/G7","15","15","53670","51210"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","SEO/HEO","45","45","36210","37300"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Outside London","SEO/HEO","20","20","36130","37300"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","EO","20","20","26770","25920"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","SEO/HEO","65","60","35330","34110"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","AA/AO","45","40","22120","22150"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","EO","20","20","26010","25920"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","G6/G7","15","15","56120","56940"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","SEO/HEO","40","35","34710","37300"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","EO","15","15","26990","25920"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","15","15","33940","31450"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","AA/AO","20","20","22300","22150"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","EO","10","10","26270","25920"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","SEO/HEO","20","20","33850","30640"
"In post","2023","Animal and Plant Health Agency","Essex","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Outside London","EO","15","15","27990","29050"
"In post","2023","Animal and Plant Health Agency","Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Outside London","SEO/HEO","20","15","36080","37300"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","60","60","22150","22150"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","55","50","26120","25920"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","10","10","55980","55200"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","40","40","34000","31600"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","EO","10","10","26890","25920"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","EO","15","15","27290","25920"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","SEO/HEO","10","10","33020","32080"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","45","40","22270","22150"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","45","40","26250","25920"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","15","10","51820","51210"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","70","65","34600","32250"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - East","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - East","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","G6/G7","10","10","58980","57070"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Kent","Outside London","EO","35","35","28580","29150"
"In post","2023","Animal and Plant Health Agency","Kent","Outside London","SEO/HEO","20","20","34270","33300"
"In post","2023","Animal and Plant Health Agency","Kent","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","AA/AO","30","25","22210","22150"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","EO","30","30","26450","25920"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","SEO/HEO","25","25","34130","32170"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Outside London","SEO/HEO","10","10","34780","37300"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","AA/AO","100","100","23430","22150"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","EO","80","80","26480","25920"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","G6/G7","25","25","53360","51290"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","SEO/HEO","65","60","33910","31160"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","AA/AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","EO","15","10","26510","26280"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","G6/G7","10","10","52420","49400"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","20","20","35960","33150"
"In post","2023","Animal and Plant Health Agency","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - East and North East","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","London","EO","30","30","32070","32720"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","London","SEO/HEO","25","20","39460","38320"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","AA/AO","55","50","22170","22150"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","EO","30","30","26160","25920"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","G6/G7","15","10","54790","54850"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","SEO/HEO","40","40","35880","37300"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Outside London","AA/AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Outside London","EO","10","10","26510","25920"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Outside London","SEO/HEO","20","15","37950","37300"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","AA/AO","190","180","25250","25340"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","EO","165","155","29010","29080"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","G6/G7","65","65","58080","54950"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","SEO/HEO","260","250","37130","35070"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","AA/AO","90","85","22160","22150"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","EO","55","50","26290","25920"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","G6/G7","15","10","53030","51290"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","SEO/HEO","65","60","35330","37300"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Inner London - West","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","Inner London - West","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Inner London - West","London","G6/G7","20","20","64530","66620"
"In post","2023","Attorney General's Office","Inner London - West","London","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Inner London - West","London","SEO/HEO","15","15","37870","38330"
"In post","2023","Building Digital UK","Derbyshire and Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Wales","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Building Digital UK","East Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Eastern Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Greater Manchester","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Greater Manchester","Outside London","G6/G7","30","30","54450","53030"
"In post","2023","Building Digital UK","Greater Manchester","Outside London","SEO/HEO","25","25","33800","31880"
"In post","2023","Building Digital UK","Inner London - West","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Inner London - West","London","EO","15","15","27780","27230"
"In post","2023","Building Digital UK","Inner London - West","London","G6/G7","70","70","57500","55770"
"In post","2023","Building Digital UK","Inner London - West","London","SCS level","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Inner London - West","London","SEO/HEO","45","45","36390","35620"
"In post","2023","Building Digital UK","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Northumberland, and Tyne and Wear","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Tees Valley and Durham","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","20","20","21810","21830"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","40","40","35520","34960"
"In post","2023","Cabinet Office (excl. agencies)","Cumbria","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Devon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
