"Status","Year","Age","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Unknown","London","SCS level","10","10","75120","75710"
"In post","2023","30-39","Unknown","London","SEO","60","60","43490","43760"
"In post","2023","30-39","Unknown","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","North West (England)","AO","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","North West (England)","G7","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Northern Ireland","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","G7","15","15","61500","57290"
"In post","2023","30-39","Unknown","Overseas","HEO","10","10","39020","38140"
"In post","2023","30-39","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Scotland","AA","515","480","23300","23340"
"In post","2023","30-39","Unknown","Scotland","AO","315","310","27250","26600"
"In post","2023","30-39","Unknown","Scotland","EO","1025","985","30370","29450"
"In post","2023","30-39","Unknown","Scotland","G6","160","155","73450","70920"
"In post","2023","30-39","Unknown","Scotland","G7","630","610","59090","58850"
"In post","2023","30-39","Unknown","Scotland","HEO","1115","1075","36300","35020"
"In post","2023","30-39","Unknown","Scotland","SCS level","15","15","85970","83530"
"In post","2023","30-39","Unknown","Scotland","SEO","1000","965","45570","44890"
"In post","2023","30-39","Unknown","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","South East (England)","AO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","South East (England)","EO","10","10","28350","28330"
"In post","2023","30-39","Unknown","South East (England)","G7","70","70","50160","49260"
"In post","2023","30-39","Unknown","South East (England)","HEO","25","25","31370","30650"
"In post","2023","30-39","Unknown","South East (England)","SEO","35","35","39800","39890"
"In post","2023","30-39","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","South West (England)","AO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","South West (England)","EO","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","South West (England)","G7","165","160","50580","49260"
"In post","2023","30-39","Unknown","South West (England)","HEO","80","80","30790","30650"
"In post","2023","30-39","Unknown","South West (England)","SEO","130","130","39360","39890"
"In post","2023","30-39","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Unknown","375","375","42160","41300"
"In post","2023","30-39","Unknown","Wales","AO","165","160","25150","25620"
"In post","2023","30-39","Unknown","Wales","EO","260","245","29570","30610"
"In post","2023","30-39","Unknown","Wales","G6","20","20","71810","69580"
"In post","2023","30-39","Unknown","Wales","G7","165","155","60040","59480"
"In post","2023","30-39","Unknown","Wales","HEO","350","335","37450","39690"
"In post","2023","30-39","Unknown","Wales","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Wales","SEO","240","230","46090","45970"
"In post","2023","30-39","Unknown","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","West Midlands (England)","G7","20","20","52190","51710"
"In post","2023","30-39","Unknown","West Midlands (England)","HEO","10","10","31810","30700"
"In post","2023","30-39","Unknown","West Midlands (England)","SEO","10","10","37790","37710"
"In post","2023","30-39","Unknown","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Yorkshire and The Humber","EO","15","10","28180","28120"
"In post","2023","30-39","Unknown","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Yorkshire and The Humber","G7","15","15","50880","50160"
"In post","2023","30-39","Unknown","Yorkshire and The Humber","HEO","30","30","33100","34170"
"In post","2023","30-39","Unknown","Yorkshire and The Humber","SEO","35","30","38600","38470"
"In post","2023","40-49","Analysis","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","East Midlands (England)","G7","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","East Midlands (England)","SEO","15","10","40890","41050"
"In post","2023","40-49","Analysis","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","East of England","EO","10","10","26290","25970"
"In post","2023","40-49","Analysis","East of England","G6","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","East of England","G7","20","20","49880","49400"
"In post","2023","40-49","Analysis","East of England","HEO","30","25","30570","30330"
"In post","2023","40-49","Analysis","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","East of England","SEO","40","35","38690","37310"
"In post","2023","40-49","Analysis","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","London","EO","25","25","30350","30560"
"In post","2023","40-49","Analysis","London","G6","180","165","76950","73350"
"In post","2023","40-49","Analysis","London","G7","255","240","60290","60300"
"In post","2023","40-49","Analysis","London","HEO","75","75","37710","38020"
"In post","2023","40-49","Analysis","London","SCS level","75","70","90860","83030"
"In post","2023","40-49","Analysis","London","SEO","130","120","45630","44880"
"In post","2023","40-49","Analysis","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","North East (England)","G6","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","North East (England)","G7","30","30","54060","53190"
"In post","2023","40-49","Analysis","North East (England)","HEO","15","15","32390","31560"
"In post","2023","40-49","Analysis","North East (England)","SEO","15","15","40860","41510"
"In post","2023","40-49","Analysis","North West (England)","EO","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","North West (England)","G6","10","10","68990","70260"
"In post","2023","40-49","Analysis","North West (England)","G7","30","30","57340","57970"
"In post","2023","40-49","Analysis","North West (England)","HEO","25","20","32990","33660"
"In post","2023","40-49","Analysis","North West (England)","SEO","30","25","41400","42140"
"In post","2023","40-49","Analysis","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Scotland","G6","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","Scotland","G7","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","Scotland","HEO","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","Scotland","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","South East (England)","EO","10","10","27390","25350"
"In post","2023","40-49","Analysis","South East (England)","G6","15","15","66400","65300"
"In post","2023","40-49","Analysis","South East (England)","G7","125","115","53350","51460"
"In post","2023","40-49","Analysis","South East (England)","HEO","25","20","32530","31560"
"In post","2023","40-49","Analysis","South East (England)","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","South East (England)","SEO","60","55","39680","39890"
"In post","2023","40-49","Analysis","South West (England)","EO","25","20","26510","25970"
"In post","2023","40-49","Analysis","South West (England)","G6","20","20","71350","70550"
"In post","2023","40-49","Analysis","South West (England)","G7","105","100","54420","53410"
"In post","2023","40-49","Analysis","South West (England)","HEO","50","45","31740","31260"
"In post","2023","40-49","Analysis","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","South West (England)","SEO","55","55","40130","39940"
"In post","2023","40-49","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Wales","EO","30","25","25620","25100"
"In post","2023","40-49","Analysis","Wales","G6","20","20","62580","61770"
"In post","2023","40-49","Analysis","Wales","G7","65","60","52710","51460"
"In post","2023","40-49","Analysis","Wales","HEO","45","45","32150","31660"
"In post","2023","40-49","Analysis","Wales","SCS level","10","10","78640","73550"
"In post","2023","40-49","Analysis","Wales","SEO","70","65","39470","39300"
"In post","2023","40-49","Analysis","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","West Midlands (England)","G6","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","West Midlands (England)","G7","10","10","56250","52140"
"In post","2023","40-49","Analysis","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","West Midlands (England)","SEO","15","15","44190","42640"
"In post","2023","40-49","Analysis","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","Yorkshire and The Humber","G6","20","20","67940","69640"
"In post","2023","40-49","Analysis","Yorkshire and The Humber","G7","65","55","53650","53190"
"In post","2023","40-49","Analysis","Yorkshire and The Humber","HEO","20","20","32830","33950"
"In post","2023","40-49","Analysis","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Yorkshire and The Humber","SEO","30","25","41440","41380"
"In post","2023","40-49","Commercial","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","East Midlands (England)","G7","10","10","57040","55320"
"In post","2023","40-49","Commercial","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","East Midlands (England)","SEO","10","10","42030","42150"
"In post","2023","40-49","Commercial","East of England","EO","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","East of England","G6","15","15","71560","70150"
"In post","2023","40-49","Commercial","East of England","G7","20","20","56250","54990"
"In post","2023","40-49","Commercial","East of England","HEO","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","East of England","SEO","30","30","40480","40620"
"In post","2023","40-49","Commercial","London","AO","10","10","24620","23510"
"In post","2023","40-49","Commercial","London","EO","25","25","29930","29780"
"In post","2023","40-49","Commercial","London","G6","105","105","74770","72110"
"In post","2023","40-49","Commercial","London","G7","155","150","61690","60100"
"In post","2023","40-49","Commercial","London","HEO","30","30","36080","35410"
"In post","2023","40-49","Commercial","London","SCS level","65","65","113580","106840"
"In post","2023","40-49","Commercial","London","SEO","70","70","44410","43650"
"In post","2023","40-49","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","North East (England)","G6","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","North East (England)","G7","10","10","56180","55360"
"In post","2023","40-49","Commercial","North East (England)","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","North East (England)","SEO","15","15","39240","40340"
"In post","2023","40-49","Commercial","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","North West (England)","EO","15","15","27340","27120"
"In post","2023","40-49","Commercial","North West (England)","G6","30","30","76600","75080"
"In post","2023","40-49","Commercial","North West (England)","G7","45","45","61280","59270"
"In post","2023","40-49","Commercial","North West (England)","HEO","30","25","33270","32250"
"In post","2023","40-49","Commercial","North West (England)","SCS level","15","15","101960","94550"
"In post","2023","40-49","Commercial","North West (England)","SEO","70","65","40080","40490"
"In post","2023","40-49","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Scotland","AA","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Scotland","AO","10","10","27240","28490"
"In post","2023","40-49","Commercial","Scotland","EO","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","Scotland","G6","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","Scotland","G7","20","20","61130","65300"
"In post","2023","40-49","Commercial","Scotland","HEO","15","15","33980","33990"
"In post","2023","40-49","Commercial","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Scotland","SEO","20","20","40810","40590"
"In post","2023","40-49","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","South East (England)","AO","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","South East (England)","EO","20","20","28000","27200"
"In post","2023","40-49","Commercial","South East (England)","G6","10","10","84210","88080"
"In post","2023","40-49","Commercial","South East (England)","G7","30","30","57550","56000"
"In post","2023","40-49","Commercial","South East (England)","HEO","35","35","33830","34140"
"In post","2023","40-49","Commercial","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","South East (England)","SEO","40","35","42060","42620"
"In post","2023","40-49","Commercial","South West (England)","AO","15","15","23020","23340"
"In post","2023","40-49","Commercial","South West (England)","EO","10","10","26820","27110"
"In post","2023","40-49","Commercial","South West (England)","G6","55","55","71010","70710"
"In post","2023","40-49","Commercial","South West (England)","G7","120","115","52920","54510"
"In post","2023","40-49","Commercial","South West (England)","HEO","75","70","33230","33690"
"In post","2023","40-49","Commercial","South West (England)","SCS level","15","15","102980","92410"
"In post","2023","40-49","Commercial","South West (England)","SEO","120","110","41780","42620"
"In post","2023","40-49","Commercial","South West (England)","Unknown","30","25","46490","42990"
"In post","2023","40-49","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Wales","AO","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","Wales","EO","20","20","27390","27250"
"In post","2023","40-49","Commercial","Wales","G6","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Wales","G7","20","20","55110","53290"
"In post","2023","40-49","Commercial","Wales","HEO","40","40","32780","32130"
"In post","2023","40-49","Commercial","Wales","SEO","40","40","40550","40130"
"In post","2023","40-49","Commercial","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","West Midlands (England)","EO","10","5","[c]","[c]"
"In post","2023","40-49","Commercial","West Midlands (England)","G6","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","West Midlands (England)","G7","30","30","61150","58770"
"In post","2023","40-49","Commercial","West Midlands (England)","HEO","15","15","33830","33990"
"In post","2023","40-49","Commercial","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","West Midlands (England)","SEO","15","15","41580","41590"
"In post","2023","40-49","Commercial","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","Yorkshire and The Humber","G6","20","20","68450","65500"
"In post","2023","40-49","Commercial","Yorkshire and The Humber","G7","65","65","60330","56000"
"In post","2023","40-49","Commercial","Yorkshire and The Humber","HEO","20","20","32130","31270"
"In post","2023","40-49","Commercial","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Yorkshire and The Humber","SEO","40","40","39910","38940"
"In post","2023","40-49","Communications","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","East Midlands (England)","G7","15","15","55540","56100"
"In post","2023","40-49","Communications","East Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2023","40-49","Communications","East Midlands (England)","SEO","15","15","41700","41960"
"In post","2023","40-49","Communications","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","East of England","G7","5","5","[c]","[c]"
"In post","2023","40-49","Communications","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","East of England","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","London","AO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","London","EO","25","20","31560","32450"
"In post","2023","40-49","Communications","London","G6","75","70","71080","71180"
"In post","2023","40-49","Communications","London","G7","145","135","58310","57240"
"In post","2023","40-49","Communications","London","HEO","65","65","38330","38620"
"In post","2023","40-49","Communications","London","SCS level","65","65","92590","87570"
"In post","2023","40-49","Communications","London","SEO","115","110","45460","45550"
"In post","2023","40-49","Communications","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","North East (England)","HEO","10","10","[c]","[c]"
"In post","2023","40-49","Communications","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","North East (England)","SEO","15","15","41190","42140"
"In post","2023","40-49","Communications","North West (England)","EO","10","10","27600","27470"
"In post","2023","40-49","Communications","North West (England)","G6","10","10","67930","68610"
"In post","2023","40-49","Communications","North West (England)","G7","20","20","53400","53010"
"In post","2023","40-49","Communications","North West (England)","HEO","20","20","32660","32800"
"In post","2023","40-49","Communications","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","North West (England)","SEO","35","30","40780","40790"
"In post","2023","40-49","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Scotland","G7","10","10","[c]","[c]"
"In post","2023","40-49","Communications","Scotland","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","Scotland","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","South East (England)","AO","10","10","[c]","[c]"
"In post","2023","40-49","Communications","South East (England)","EO","15","15","28420","27470"
"In post","2023","40-49","Communications","South East (England)","G6","5","5","[c]","[c]"
"In post","2023","40-49","Communications","South East (England)","G7","5","5","[c]","[c]"
"In post","2023","40-49","Communications","South East (England)","HEO","15","15","33600","33830"
"In post","2023","40-49","Communications","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","South East (England)","SEO","20","15","39990","41200"
"In post","2023","40-49","Communications","South West (England)","AO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","South West (England)","G6","5","5","[c]","[c]"
"In post","2023","40-49","Communications","South West (England)","G7","15","15","52050","52500"
"In post","2023","40-49","Communications","South West (England)","HEO","10","10","33110","33270"
"In post","2023","40-49","Communications","South West (England)","SEO","40","35","39570","38870"
"In post","2023","40-49","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Wales","AO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","Wales","EO","10","10","[c]","[c]"
"In post","2023","40-49","Communications","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Wales","G7","20","20","55120","56380"
"In post","2023","40-49","Communications","Wales","HEO","15","15","32760","31830"
"In post","2023","40-49","Communications","Wales","SEO","25","25","41320","41240"
"In post","2023","40-49","Communications","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","West Midlands (England)","G7","10","10","53240","54380"
"In post","2023","40-49","Communications","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","West Midlands (England)","SEO","15","15","41150","41830"
"In post","2023","40-49","Communications","Yorkshire and The Humber","G6","5","5","[c]","[c]"
"In post","2023","40-49","Communications","Yorkshire and The Humber","G7","15","15","53240","51800"
"In post","2023","40-49","Communications","Yorkshire and The Humber","HEO","15","15","36700","39730"
"In post","2023","40-49","Communications","Yorkshire and The Humber","SEO","20","20","42530","43370"
"In post","2023","40-49","Counter Fraud","East Midlands (England)","AO","10","10","21860","21690"
"In post","2023","40-49","Counter Fraud","East Midlands (England)","EO","75","70","28250","28120"
"In post","2023","40-49","Counter Fraud","East Midlands (England)","G6","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","East Midlands (England)","G7","15","15","57500","57970"
"In post","2023","40-49","Counter Fraud","East Midlands (England)","HEO","85","80","34790","34990"
"In post","2023","40-49","Counter Fraud","East Midlands (England)","SEO","40","35","42340","42510"
"In post","2023","40-49","Counter Fraud","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","East of England","AO","40","30","22810","22520"
"In post","2023","40-49","Counter Fraud","East of England","EO","75","70","29480","28130"
"In post","2023","40-49","Counter Fraud","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","East of England","G7","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","East of England","HEO","40","40","35480","35000"
"In post","2023","40-49","Counter Fraud","East of England","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","London","AO","75","65","25600","25610"
"In post","2023","40-49","Counter Fraud","London","EO","235","220","32450","32520"
"In post","2023","40-49","Counter Fraud","London","G6","40","35","73550","74470"
"In post","2023","40-49","Counter Fraud","London","G7","65","65","62570","65230"
"In post","2023","40-49","Counter Fraud","London","HEO","225","220","39450","39760"
"In post","2023","40-49","Counter Fraud","London","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","London","SEO","105","105","45040","45560"
"In post","2023","40-49","Counter Fraud","North East (England)","AO","30","25","21930","21690"
"In post","2023","40-49","Counter Fraud","North East (England)","EO","135","130","28100","28120"
"In post","2023","40-49","Counter Fraud","North East (England)","G6","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","North East (England)","G7","20","20","57360","57970"
"In post","2023","40-49","Counter Fraud","North East (England)","HEO","85","80","34770","34700"
"In post","2023","40-49","Counter Fraud","North East (England)","SEO","25","25","42000","42140"
"In post","2023","40-49","Counter Fraud","North West (England)","AO","40","40","22320","22520"
"In post","2023","40-49","Counter Fraud","North West (England)","EO","205","195","28170","28120"
"In post","2023","40-49","Counter Fraud","North West (England)","G6","15","15","70260","71300"
"In post","2023","40-49","Counter Fraud","North West (England)","G7","45","45","57360","57970"
"In post","2023","40-49","Counter Fraud","North West (England)","HEO","170","165","34920","35000"
"In post","2023","40-49","Counter Fraud","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","North West (England)","SEO","85","85","42470","42510"
"In post","2023","40-49","Counter Fraud","Northern Ireland","AO","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Northern Ireland","EO","40","40","28200","28130"
"In post","2023","40-49","Counter Fraud","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Northern Ireland","G7","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Northern Ireland","HEO","50","45","34910","35000"
"In post","2023","40-49","Counter Fraud","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Northern Ireland","SEO","15","15","42140","42140"
"In post","2023","40-49","Counter Fraud","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Scotland","AO","60","55","21900","21690"
"In post","2023","40-49","Counter Fraud","Scotland","EO","155","145","28120","28120"
"In post","2023","40-49","Counter Fraud","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Scotland","G7","15","15","56460","56870"
"In post","2023","40-49","Counter Fraud","Scotland","HEO","85","80","34660","34700"
"In post","2023","40-49","Counter Fraud","Scotland","SEO","25","25","41860","42510"
"In post","2023","40-49","Counter Fraud","South East (England)","AO","55","50","24750","25610"
"In post","2023","40-49","Counter Fraud","South East (England)","EO","100","95","29920","28820"
"In post","2023","40-49","Counter Fraud","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","South East (England)","G7","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","South East (England)","HEO","65","60","35790","35000"
"In post","2023","40-49","Counter Fraud","South East (England)","SEO","20","20","42410","42510"
"In post","2023","40-49","Counter Fraud","South West (England)","AO","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","South West (England)","EO","85","80","28150","28120"
"In post","2023","40-49","Counter Fraud","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","South West (England)","G7","20","15","57150","57970"
"In post","2023","40-49","Counter Fraud","South West (England)","HEO","60","55","34750","34700"
"In post","2023","40-49","Counter Fraud","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","South West (England)","SEO","20","20","42100","42510"
"In post","2023","40-49","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
