"Status","Year","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Heterosexual / straight","350","[c]","28310","21780"
"Leaver Dept.","2023","HM Courts and Tribunals Service","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Undeclared","45","[c]","26930","21780"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Unknown","85","[c]","28450","25120"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Heterosexual / straight","525","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","LGBO","55","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Unknown","110","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","Unknown","1330","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","Heterosexual / straight","185","[c]","49310","50000"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","Undeclared","40","[c]","45020","38660"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","Heterosexual / straight","40","[c]","39820","39390"
"Leaver Dept.","2023","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Heterosexual / straight","745","[c]","39070","32640"
"Leaver Dept.","2023","Home Office","LGBO","55","[c]","39160","36180"
"Leaver Dept.","2023","Home Office","Undeclared","80","[c]","37970","35050"
"Leaver Dept.","2023","Home Office","Unknown","325","[c]","36320","32160"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Heterosexual / straight","410","[c]","36470","34140"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Undeclared","50","[c]","38620","37830"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Unknown","85","[c]","39390","38680"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Heterosexual / straight","310","[c]","42510","40620"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","LGBO","30","[c]","43950","41750"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Undeclared","45","[c]","40520","37680"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Unknown","90","[c]","39360","36530"
"Leaver Dept.","2023","National Crime Agency","Heterosexual / straight","75","[c]","41810","39920"
"Leaver Dept.","2023","National Crime Agency","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","40","[c]","42530","33130"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Heterosexual / straight","45","[c]","36740","33400"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Heterosexual / straight","35","[c]","27310","25120"
"Leaver Dept.","2023","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Royal Fleet Auxiliary","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Heterosexual / straight","35","[c]","24480","22150"
"Leaver Dept.","2023","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","Heterosexual / straight","35","[c]","29970","26000"
"Leaver Dept.","2023","The Insolvency Service","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Health Security Agency","Heterosexual / straight","80","[c]","40040","36570"
"Leaver Dept.","2023","UK Health Security Agency","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Health Security Agency","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Health Security Agency","Unknown","115","[c]","44560","40650"
"Leaver Dept.","2023","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Space Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Space Agency","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Space Agency","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Heterosexual / straight","160","[c]","35430","31560"
"Leaver Dept.","2023","UK Statistics Authority","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Unknown","50","[c]","32390","31060"
"Leaver Dept.","2023","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Heterosexual / straight","50","[c]","33740","28480"
"Leaver Dept.","2023","Valuation Office Agency","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Heterosexual / straight","55","[c]","42050","38160"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Heterosexual / straight","365","[c]","27200","25340"
"New entrant CS","2023","Animal and Plant Health Agency","LGBO","45","[c]","25810","24920"
"New entrant CS","2023","Animal and Plant Health Agency","Undeclared","35","[c]","29080","25920"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","100","[c]","24870","22150"
"New entrant CS","2023","Attorney General's Office","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Heterosexual / straight","315","[c]","37400","32640"
"New entrant CS","2023","Cabinet Office (excl. agencies)","LGBO","70","[c]","33050","28030"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Undeclared","30","[c]","34350","32830"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","140","[c]","41860","28050"
"New entrant CS","2023","Central Civil Service Fast Stream","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Unknown","490","[c]","28860","28840"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","35","[c]","28080","25970"
"New entrant CS","2023","Charity Commission","Heterosexual / straight","50","[c]","33260","30170"
"New entrant CS","2023","Charity Commission","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Heterosexual / straight","220","[c]","31100","25610"
"New entrant CS","2023","Companies House","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Unknown","65","[c]","31020","23680"
"New entrant CS","2023","Competition and Markets Authority","Heterosexual / straight","125","[c]","44030","34110"
"New entrant CS","2023","Competition and Markets Authority","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Heterosexual / straight","35","[c]","32450","31640"
"New entrant CS","2023","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Heterosexual / straight","170","[c]","29610","22180"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Heterosexual / straight","740","[c]","29810","24480"
"New entrant CS","2023","Crown Prosecution Service","LGBO","75","[c]","29550","26900"
"New entrant CS","2023","Crown Prosecution Service","Undeclared","40","[c]","30350","26900"
"New entrant CS","2023","Crown Prosecution Service","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Heterosexual / straight","815","[c]","33830","32500"
"New entrant CS","2023","Defence Equipment and Support","LGBO","40","[c]","30150","31350"
"New entrant CS","2023","Defence Equipment and Support","Undeclared","40","[c]","34770","32500"
"New entrant CS","2023","Defence Equipment and Support","Unknown","375","[c]","29490","26000"
"New entrant CS","2023","Defence Science and Technology Laboratory","Heterosexual / straight","465","[c]","33290","30650"
"New entrant CS","2023","Defence Science and Technology Laboratory","LGBO","40","[c]","27150","26310"
"New entrant CS","2023","Defence Science and Technology Laboratory","Undeclared","45","[c]","35570","30650"
"New entrant CS","2023","Defence Science and Technology Laboratory","Unknown","245","[c]","30200","27330"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","250","[c]","36290","34410"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","50","[c]","35410","31350"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","125","[c]","38280","34410"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","75","[c]","35990","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","40","[c]","35020","35040"
"New entrant CS","2023","Department for Education (excl. agencies)","Heterosexual / straight","260","[c]","36270","33950"
"New entrant CS","2023","Department for Education (excl. agencies)","LGBO","40","[c]","32110","30330"
"New entrant CS","2023","Department for Education (excl. agencies)","Undeclared","40","[c]","37340","32140"
"New entrant CS","2023","Department for Education (excl. agencies)","Unknown","65","[c]","32840","30330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","605","[c]","40260","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","75","[c]","39480","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","70","[c]","40830","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","190","[c]","40000","37300"
"New entrant CS","2023","Department for International Trade","Heterosexual / straight","470","[c]","40080","38050"
"New entrant CS","2023","Department for International Trade","LGBO","50","[c]","34940","35010"
