"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","SEO/HEO","SEO","50","50","42350","41580"
"In post","2023","Attorney General's Departments","Finance","AA/AO","AO","70","60","22980","22870"
"In post","2023","Attorney General's Departments","Finance","EO","EO","65","60","27760","27440"
"In post","2023","Attorney General's Departments","Finance","G6/G7","G6","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","G6/G7","G7","20","20","56040","54950"
"In post","2023","Attorney General's Departments","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","SEO/HEO","HEO","45","45","32580","32660"
"In post","2023","Attorney General's Departments","Finance","SEO/HEO","SEO","25","25","40380","39710"
"In post","2023","Attorney General's Departments","Human Resources","AA/AO","AO","20","20","23730","24280"
"In post","2023","Attorney General's Departments","Human Resources","EO","EO","45","45","27780","27760"
"In post","2023","Attorney General's Departments","Human Resources","G6/G7","G6","15","15","70240","69680"
"In post","2023","Attorney General's Departments","Human Resources","G6/G7","G7","50","45","55510","54580"
"In post","2023","Attorney General's Departments","Human Resources","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","SEO/HEO","HEO","80","80","32660","32590"
"In post","2023","Attorney General's Departments","Human Resources","SEO/HEO","SEO","45","45","40190","38940"
"In post","2023","Attorney General's Departments","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","EO","EO","20","20","28540","28540"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","G6/G7","G7","20","20","55290","54360"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","HEO","20","20","32280","32000"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","SEO","20","20","40300","39710"
"In post","2023","Attorney General's Departments","Legal","AA/AO","AO","10","10","24250","24280"
"In post","2023","Attorney General's Departments","Legal","EO","EO","275","270","29450","28200"
"In post","2023","Attorney General's Departments","Legal","G6/G7","G6","1030","945","70330","68280"
"In post","2023","Attorney General's Departments","Legal","G6/G7","G7","3560","3295","56290","54800"
"In post","2023","Attorney General's Departments","Legal","SCS level","SCS level","280","265","88140","84380"
"In post","2023","Attorney General's Departments","Legal","SEO/HEO","HEO","225","215","39620","36780"
"In post","2023","Attorney General's Departments","Legal","SEO/HEO","SEO","235","225","39730","38760"
"In post","2023","Attorney General's Departments","Operational Delivery","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","AA/AO","AO","1525","1410","23220","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","EO","EO","1450","1350","28500","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","G6/G7","G6","45","45","72280","71400"
"In post","2023","Attorney General's Departments","Operational Delivery","G6/G7","G7","80","75","55910","55850"
"In post","2023","Attorney General's Departments","Operational Delivery","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","SEO/HEO","HEO","315","305","32900","32660"
"In post","2023","Attorney General's Departments","Operational Delivery","SEO/HEO","SEO","140","140","40420","40080"
"In post","2023","Attorney General's Departments","Other","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","EO","EO","25","25","28180","27760"
"In post","2023","Attorney General's Departments","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","EO","EO","10","10","27650","26900"
"In post","2023","Attorney General's Departments","Policy","G6/G7","G6","20","20","70640","70540"
"In post","2023","Attorney General's Departments","Policy","G6/G7","G7","60","55","56910","55850"
"In post","2023","Attorney General's Departments","Policy","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","SEO/HEO","HEO","15","15","32470","31640"
"In post","2023","Attorney General's Departments","Policy","SEO/HEO","SEO","30","30","39910","39710"
"In post","2023","Attorney General's Departments","Project Delivery","EO","EO","10","10","28500","28370"
"In post","2023","Attorney General's Departments","Project Delivery","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","G6/G7","G7","20","15","56110","52880"
"In post","2023","Attorney General's Departments","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","SEO/HEO","HEO","35","35","32570","32660"
"In post","2023","Attorney General's Departments","Project Delivery","SEO/HEO","SEO","35","35","40650","39710"
"In post","2023","Attorney General's Departments","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","SEO/HEO","HEO","25","25","32580","32660"
"In post","2023","Attorney General's Departments","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","SEO/HEO","HEO","20","20","32370","32660"
"In post","2023","Attorney General's Departments","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","EO","EO","45","40","27040","26410"
"In post","2023","Cabinet Office","Commercial","G6/G7","G6","390","390","76690","74000"
"In post","2023","Cabinet Office","Commercial","G6/G7","G7","820","805","62650","65500"
"In post","2023","Cabinet Office","Commercial","SCS level","SCS level","240","235","119990","117940"
"In post","2023","Cabinet Office","Commercial","SEO/HEO","HEO","235","235","31720","32110"
"In post","2023","Cabinet Office","Commercial","SEO/HEO","SEO","260","255","40080","40460"
"In post","2023","Cabinet Office","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","EO","EO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Communications","G6/G7","G6","25","25","67010","66530"
"In post","2023","Cabinet Office","Communications","G6/G7","G7","50","50","56880","56430"
"In post","2023","Cabinet Office","Communications","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Communications","SEO/HEO","HEO","50","50","35230","35240"
"In post","2023","Cabinet Office","Communications","SEO/HEO","SEO","45","45","41350","41870"
"In post","2023","Cabinet Office","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","G6/G7","G7","10","10","55830","56430"
"In post","2023","Cabinet Office","Counter Fraud","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","EO","EO","60","60","27430","27960"
"In post","2023","Cabinet Office","Digital, Data and Technology","G6/G7","G6","135","130","67170","66530"
"In post","2023","Cabinet Office","Digital, Data and Technology","G6/G7","G7","550","540","55960","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","SCS level","SCS level","55","55","100210","95000"
"In post","2023","Cabinet Office","Digital, Data and Technology","SEO/HEO","HEO","325","325","32680","32960"
"In post","2023","Cabinet Office","Digital, Data and Technology","SEO/HEO","SEO","220","220","40910","41870"
"In post","2023","Cabinet Office","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SEO/HEO","HEO","10","10","35530","35440"
"In post","2023","Cabinet Office","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","EO","EO","25","25","27200","27330"
"In post","2023","Cabinet Office","Finance","G6/G7","G6","30","30","65810","66310"
"In post","2023","Cabinet Office","Finance","G6/G7","G7","45","45","53490","53860"
"In post","2023","Cabinet Office","Finance","SCS level","SCS level","20","20","120100","118450"
"In post","2023","Cabinet Office","Finance","SEO/HEO","HEO","130","130","32330","32960"
"In post","2023","Cabinet Office","Finance","SEO/HEO","SEO","50","50","40650","40450"
"In post","2023","Cabinet Office","Human Resources","AA/AO","AO","130","115","21810","21720"
"In post","2023","Cabinet Office","Human Resources","EO","EO","150","140","26530","26300"
"In post","2023","Cabinet Office","Human Resources","G6/G7","G6","70","70","66310","66530"
"In post","2023","Cabinet Office","Human Resources","G6/G7","G7","205","200","55670","56430"
"In post","2023","Cabinet Office","Human Resources","SCS level","SCS level","40","40","89750","79080"
"In post","2023","Cabinet Office","Human Resources","SEO/HEO","HEO","170","160","33890","33020"
"In post","2023","Cabinet Office","Human Resources","SEO/HEO","SEO","170","160","40570","40720"
"In post","2023","Cabinet Office","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","AA/AO","AO","10","10","23860","25280"
"In post","2023","Cabinet Office","Knowledge and Information Management","EO","EO","15","10","28350","28370"
"In post","2023","Cabinet Office","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","G6/G7","G7","15","15","56700","56430"
"In post","2023","Cabinet Office","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","SEO/HEO","HEO","10","10","35810","35650"
"In post","2023","Cabinet Office","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","SCS level","SCS level","55","50","86860","81600"
"In post","2023","Cabinet Office","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","AA/AO","AO","20","20","21580","21040"
"In post","2023","Cabinet Office","Operational Delivery","EO","EO","35","35","26090","26410"
"In post","2023","Cabinet Office","Operational Delivery","G6/G7","G6","20","20","64970","65760"
"In post","2023","Cabinet Office","Operational Delivery","G6/G7","G7","55","55","53110","53160"
"In post","2023","Cabinet Office","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","SEO/HEO","HEO","15","15","32790","32110"
"In post","2023","Cabinet Office","Operational Delivery","SEO/HEO","SEO","25","25","37830","40450"
"In post","2023","Cabinet Office","Other","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","EO","EO","10","10","27150","28370"
"In post","2023","Cabinet Office","Policy","G6/G7","G6","50","50","66880","66530"
"In post","2023","Cabinet Office","Policy","G6/G7","G7","155","150","55960","56430"
"In post","2023","Cabinet Office","Policy","SCS level","SCS level","20","20","86950","83100"
"In post","2023","Cabinet Office","Policy","SEO/HEO","HEO","70","65","35190","35650"
"In post","2023","Cabinet Office","Policy","SEO/HEO","SEO","100","100","41480","41870"
"In post","2023","Cabinet Office","Project Delivery","EO","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","G6/G7","G6","25","25","65510","66530"
"In post","2023","Cabinet Office","Project Delivery","G6/G7","G7","45","45","55440","56320"
"In post","2023","Cabinet Office","Project Delivery","SCS level","SCS level","15","15","101290","89760"
"In post","2023","Cabinet Office","Project Delivery","SEO/HEO","HEO","285","285","30970","30130"
"In post","2023","Cabinet Office","Project Delivery","SEO/HEO","SEO","20","20","38860","38440"
"In post","2023","Cabinet Office","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","EO","EO","10","10","27270","27370"
"In post","2023","Cabinet Office","Property","G6/G7","G6","40","40","63760","63580"
"In post","2023","Cabinet Office","Property","G6/G7","G7","90","85","53470","53970"
"In post","2023","Cabinet Office","Property","SCS level","SCS level","20","20","97140","93000"
"In post","2023","Cabinet Office","Property","SEO/HEO","HEO","75","75","31650","30130"
"In post","2023","Cabinet Office","Property","SEO/HEO","SEO","45","45","39840","40090"
"In post","2023","Cabinet Office","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","SEO/HEO","HEO","100","100","30250","30130"
"In post","2023","Cabinet Office","Security","AA/AO","AO","35","35","23120","21830"
"In post","2023","Cabinet Office","Security","EO","EO","25","25","27340","27430"
"In post","2023","Cabinet Office","Security","G6/G7","G6","25","25","67040","66530"
"In post","2023","Cabinet Office","Security","G6/G7","G7","35","30","60030","56430"
"In post","2023","Cabinet Office","Security","SCS level","SCS level","25","25","95530","86560"
"In post","2023","Cabinet Office","Security","SEO/HEO","HEO","230","220","34780","34320"
"In post","2023","Cabinet Office","Security","SEO/HEO","SEO","25","25","41860","41870"
"In post","2023","Cabinet Office","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","SEO/HEO","HEO","115","115","31200","30130"
"In post","2023","Cabinet Office","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","AA/AO","AO","235","220","22820","21830"
"In post","2023","Cabinet Office","Unknown","EO","EO","480","460","27070","27430"
"In post","2023","Cabinet Office","Unknown","G6/G7","G6","290","285","67860","66530"
"In post","2023","Cabinet Office","Unknown","G6/G7","G7","635","625","56550","56430"
"In post","2023","Cabinet Office","Unknown","SCS level","SCS level","205","200","95150","83750"
"In post","2023","Cabinet Office","Unknown","SEO/HEO","HEO","1200","1190","32020","32640"
"In post","2023","Cabinet Office","Unknown","SEO/HEO","SEO","325","325","41240","41870"
"In post","2023","Chancellor's other departments","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","SEO/HEO","SEO","10","10","47000","46780"
"In post","2023","Chancellor's other departments","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","EO","EO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","EO","EO","25","25","30620","30090"
"In post","2023","Chancellor's other departments","Other","G6/G7","G6","110","100","91990","84840"
"In post","2023","Chancellor's other departments","Other","G6/G7","G7","30","30","57790","58970"
"In post","2023","Chancellor's other departments","Other","SCS level","SCS level","10","10","124570","118000"
"In post","2023","Chancellor's other departments","Other","SEO/HEO","HEO","35","35","37580","37690"
"In post","2023","Chancellor's other departments","Other","SEO/HEO","SEO","40","40","46860","46550"
"In post","2023","Chancellor's other departments","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","G6/G7","G7","20","20","55420","55180"
"In post","2023","Chancellor's other departments","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Charity Commission","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2023","Charity Commission","Communications","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","EO","EO","10","10","25390","25300"
"In post","2023","Charity Commission","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","SEO/HEO","HEO","20","20","30470","30170"
"In post","2023","Charity Commission","Digital, Data and Technology","SEO/HEO","SEO","20","20","39880","38800"
"In post","2023","Charity Commission","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","SEO/HEO","HEO","5","5","[c]","[c]"
