"Status","Year","Age","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Undeclared","Overseas","40","40","49570","49960"
"In post","2023","30-39","Undeclared","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","London","4550","4455","46560","43210"
"In post","2023","30-39","Unknown","Outside London","16135","15345","31630","28130"
"In post","2023","30-39","Unknown","Overseas","245","245","52260","53570"
"In post","2023","30-39","Unknown","Unknown","425","425","41150","40690"
"In post","2023","30-39","White","London","12795","12460","51560","54130"
"In post","2023","30-39","White","Outside London","61375","58320","34320","31940"
"In post","2023","30-39","White","Overseas","620","620","49240","51360"
"In post","2023","30-39","White","Unknown","110","105","33820","28120"
"In post","2023","40-49","Asian","London","3970","3730","42840","37620"
"In post","2023","40-49","Asian","Outside London","5485","5000","32910","28120"
"In post","2023","40-49","Asian","Overseas","75","75","57000","57910"
"In post","2023","40-49","Asian","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","Black","London","2055","1975","39290","35590"
"In post","2023","40-49","Black","Outside London","1820","1740","32720","29050"
"In post","2023","40-49","Black","Overseas","30","30","49000","50850"
"In post","2023","40-49","Black","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Mixed","London","720","690","49480","45100"
"In post","2023","40-49","Mixed","Outside London","1325","1245","36200","31670"
"In post","2023","40-49","Mixed","Overseas","35","35","57610","55070"
"In post","2023","40-49","Mixed","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Other ethnicity","London","315","300","47530","41400"
"In post","2023","40-49","Other ethnicity","Outside London","320","300","35840","31960"
"In post","2023","40-49","Other ethnicity","Overseas","15","15","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","London","1010","965","48660","43650"
"In post","2023","40-49","Undeclared","Outside London","3440","3280","36350","32920"
"In post","2023","40-49","Undeclared","Overseas","60","60","50450","51000"
"In post","2023","40-49","Undeclared","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","London","2785","2665","49170","43650"
"In post","2023","40-49","Unknown","Outside London","11110","10430","33840","28540"
"In post","2023","40-49","Unknown","Overseas","195","195","59180","58360"
"In post","2023","40-49","Unknown","Unknown","355","350","45150","41580"
"In post","2023","40-49","White","London","11605","11050","56020","55720"
"In post","2023","40-49","White","Outside London","70805","66470","36680","32770"
"In post","2023","40-49","White","Overseas","650","650","57950","57740"
"In post","2023","40-49","White","Unknown","145","140","39440","33830"
"In post","2023","50-59","Asian","London","2980","2835","40020","33860"
"In post","2023","50-59","Asian","Outside London","3395","3135","32520","28120"
"In post","2023","50-59","Asian","Overseas","20","20","[c]","[c]"
"In post","2023","50-59","Asian","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Black","London","3605","3500","37870","32590"
"In post","2023","50-59","Black","Outside London","1805","1725","32370","28130"
"In post","2023","50-59","Black","Overseas","10","10","[c]","[c]"
"In post","2023","50-59","Black","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Mixed","London","600","580","43810","39150"
"In post","2023","50-59","Mixed","Outside London","1115","1045","35760","31270"
"In post","2023","50-59","Mixed","Overseas","10","10","[c]","[c]"
"In post","2023","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","London","275","265","44450","38020"
"In post","2023","50-59","Other ethnicity","Outside London","340","325","35020","31280"
"In post","2023","50-59","Other ethnicity","Overseas","10","10","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","London","1525","1470","44470","38870"
"In post","2023","50-59","Undeclared","Outside London","5575","5250","34990","31280"
"In post","2023","50-59","Undeclared","Overseas","50","50","56450","56320"
"In post","2023","50-59","Undeclared","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","London","2255","2170","46710","39790"
"In post","2023","50-59","Unknown","Outside London","10625","9930","33580","28130"
"In post","2023","50-59","Unknown","Overseas","110","105","59470","57960"
"In post","2023","50-59","Unknown","Unknown","475","470","46530","42710"
"In post","2023","50-59","White","London","12565","12150","51690","45950"
"In post","2023","50-59","White","Outside London","93315","87330","35370","30410"
"In post","2023","50-59","White","Overseas","680","675","57050","55070"
"In post","2023","50-59","White","Unknown","215","200","37890","34630"
"In post","2023","60-64","Asian","London","950","825","36000","32520"
"In post","2023","60-64","Asian","Outside London","755","640","30740","28120"
"In post","2023","60-64","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","London","1045","965","34620","32520"
"In post","2023","60-64","Black","Outside London","595","535","31680","28120"
"In post","2023","60-64","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","London","140","125","40520","33330"
"In post","2023","60-64","Mixed","Outside London","310","260","32410","28120"
"In post","2023","60-64","Mixed","Overseas","5","5","[c]","[c]"
"In post","2023","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","London","85","75","43280","36100"
"In post","2023","60-64","Other ethnicity","Outside London","115","100","35590","29430"
"In post","2023","60-64","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","London","475","420","41900","33950"
"In post","2023","60-64","Undeclared","Outside London","1790","1460","33020","28120"
"In post","2023","60-64","Undeclared","Overseas","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","London","565","520","43060","36000"
"In post","2023","60-64","Unknown","Outside London","3120","2610","31180","27470"
"In post","2023","60-64","Unknown","Overseas","15","15","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","145","145","44870","41060"
"In post","2023","60-64","White","London","3435","3040","46680","40410"
"In post","2023","60-64","White","Outside London","29215","23755","31910","28120"
"In post","2023","60-64","White","Overseas","120","120","63110","56100"
"In post","2023","60-64","White","Unknown","60","55","41220","37240"
"In post","2023","65+","Asian","London","555","435","32010","29660"
"In post","2023","65+","Asian","Outside London","275","210","31010","27450"
"In post","2023","65+","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","London","355","310","32040","29660"
"In post","2023","65+","Black","Outside London","135","110","30210","28120"
"In post","2023","65+","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","London","60","50","36960","32520"
"In post","2023","65+","Mixed","Outside London","95","75","30970","28120"
"In post","2023","65+","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","London","35","30","36940","32150"
"In post","2023","65+","Other ethnicity","Outside London","35","30","29850","28130"
"In post","2023","65+","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","London","185","150","40390","32980"
"In post","2023","65+","Undeclared","Outside London","550","410","31980","28120"
"In post","2023","65+","Undeclared","Overseas","5","5","[c]","[c]"
"In post","2023","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","London","215","175","42570","34400"
"In post","2023","65+","Unknown","Outside London","1030","770","30630","26880"
"In post","2023","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","65+","White","London","1325","1090","43000","34580"
"In post","2023","65+","White","Outside London","8925","6715","30570","27740"
"In post","2023","65+","White","Overseas","25","25","[c]","[c]"
"In post","2023","65+","White","Unknown","25","20","[c]","[c]"
"In post","2023","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Outside London","15","10","[c]","[c]"
"In post","2023","Unknown","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outside London","80","[c]","21190","21780"
"Leaver CS","2023","16-19","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","London","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Outside London","45","[c]","21080","21690"
"Leaver CS","2023","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","London","450","[c]","31180","31060"
"Leaver CS","2023","20-29","Asian","Outside London","545","[c]","25540","24390"
"Leaver CS","2023","20-29","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","London","310","[c]","31020","31060"
"Leaver CS","2023","20-29","Black","Outside London","175","[c]","27360","27570"
"Leaver CS","2023","20-29","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","London","185","[c]","33180","31060"
"Leaver CS","2023","20-29","Mixed","Outside London","210","[c]","26010","24390"
"Leaver CS","2023","20-29","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","London","75","[c]","31430","29890"
"Leaver CS","2023","20-29","Other ethnicity","Outside London","50","[c]","25530","23700"
"Leaver CS","2023","20-29","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","65","[c]","35330","33330"
"Leaver CS","2023","20-29","Undeclared","Outside London","135","[c]","26470","25370"
"Leaver CS","2023","20-29","Unknown","London","1050","[c]","32070","29750"
"Leaver CS","2023","20-29","Unknown","Outside London","2370","[c]","25260","22400"
"Leaver CS","2023","20-29","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","80","[c]","27490","29120"
"Leaver CS","2023","20-29","White","London","1285","[c]","35920","33790"
"Leaver CS","2023","20-29","White","Outside London","4410","[c]","26460","25060"
"Leaver CS","2023","20-29","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","White","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","London","330","[c]","41840","37970"
"Leaver CS","2023","30-39","Asian","Outside London","385","[c]","31470","28120"
"Leaver CS","2023","30-39","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","London","290","[c]","37230","33450"
"Leaver CS","2023","30-39","Black","Outside London","240","[c]","31060","28090"
"Leaver CS","2023","30-39","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","London","130","[c]","44160","43160"
"Leaver CS","2023","30-39","Mixed","Outside London","160","[c]","32540","28120"
"Leaver CS","2023","30-39","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","London","40","[c]","44300","38470"
"Leaver CS","2023","30-39","Other ethnicity","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","London","90","[c]","45390","42110"
"Leaver CS","2023","30-39","Undeclared","Outside London","160","[c]","32490","29450"
"Leaver CS","2023","30-39","Unknown","London","605","[c]","45520","41960"
"Leaver CS","2023","30-39","Unknown","Outside London","1590","[c]","31990","28010"
"Leaver CS","2023","30-39","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","60","[c]","37380","35780"
"Leaver CS","2023","30-39","White","London","1160","[c]","48910","51710"
"Leaver CS","2023","30-39","White","Outside London","3865","[c]","32650","28490"
"Leaver CS","2023","30-39","White","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","White","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","London","210","[c]","45850","39600"
"Leaver CS","2023","40-49","Asian","Outside London","250","[c]","33820","28120"
"Leaver CS","2023","40-49","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","London","170","[c]","38800","33150"
"Leaver CS","2023","40-49","Black","Outside London","170","[c]","35510","31920"
"Leaver CS","2023","40-49","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","London","60","[c]","46290","42490"
"Leaver CS","2023","40-49","Mixed","Outside London","80","[c]","36130","29080"
"Leaver CS","2023","40-49","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","London","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","London","55","[c]","47300","47910"
"Leaver CS","2023","40-49","Undeclared","Outside London","160","[c]","35250","28120"
"Leaver CS","2023","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","London","335","[c]","54690","53380"
"Leaver CS","2023","40-49","Unknown","Outside London","950","[c]","34880","27400"
"Leaver CS","2023","40-49","Unknown","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","White","London","735","[c]","57560","56100"
"Leaver CS","2023","40-49","White","Outside London","3200","[c]","34440","28120"
"Leaver CS","2023","40-49","White","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","London","110","[c]","41030","32520"
"Leaver CS","2023","50-59","Asian","Outside London","155","[c]","33340","27570"
"Leaver CS","2023","50-59","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","London","140","[c]","38210","31200"
"Leaver CS","2023","50-59","Black","Outside London","125","[c]","31180","28590"
"Leaver CS","2023","50-59","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","London","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Outside London","65","[c]","33140","27840"
"Leaver CS","2023","50-59","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","London","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","London","60","[c]","50720","48170"
"Leaver CS","2023","50-59","Undeclared","Outside London","310","[c]","35020","29200"
"Leaver CS","2023","50-59","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","275","[c]","52370","41710"
"Leaver CS","2023","50-59","Unknown","Outside London","1010","[c]","32420","26780"
"Leaver CS","2023","50-59","Unknown","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","40","[c]","46250","42760"
"Leaver CS","2023","50-59","White","London","690","[c]","54420","47740"
"Leaver CS","2023","50-59","White","Outside London","5075","[c]","34460","28120"
"Leaver CS","2023","50-59","White","Overseas","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","London","65","[c]","35620","31400"
"Leaver CS","2023","60-64","Asian","Outside London","60","[c]","32660","24220"
"Leaver CS","2023","60-64","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","London","75","[c]","37480","31470"
"Leaver CS","2023","60-64","Black","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","London","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","London","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","London","50","[c]","42560","37650"
"Leaver CS","2023","60-64","Undeclared","Outside London","265","[c]","33870","28120"
"Leaver CS","2023","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","London","120","[c]","48520","48070"
"Leaver CS","2023","60-64","Unknown","Outside London","510","[c]","32180","26850"
"Leaver CS","2023","60-64","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","35","[c]","46590","38730"
"Leaver CS","2023","60-64","White","London","525","[c]","52120","45830"
"Leaver CS","2023","60-64","White","Outside London","3960","[c]","34220","28120"
"Leaver CS","2023","60-64","White","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","London","100","[c]","31510","29660"
"Leaver CS","2023","65+","Asian","Outside London","60","[c]","30370","22610"
"Leaver CS","2023","65+","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","London","55","[c]","31420","30680"
"Leaver CS","2023","65+","Black","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","London","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","London","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","London","40","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Outside London","195","[c]","30770","27570"
"Leaver CS","2023","65+","Unknown","London","65","[c]","45250","30340"
"Leaver CS","2023","65+","Unknown","Outside London","345","[c]","31330","26130"
"Leaver CS","2023","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","London","340","[c]","44450","35290"
"Leaver CS","2023","65+","White","Outside London","3305","[c]","29630","26780"
"Leaver CS","2023","65+","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Outside London","[c]","[c]","[c]","[c]"
