"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","SEO/HEO","30","[c]","39770","39820"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","80","[c]","21920","21430"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","75","[c]","26940","26650"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","235","[c]","56850","53600"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","40","[c]","82320","76480"
"Leaver CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","315","[c]","37350","37310"
"Leaver CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","70","[c]","56800","53030"
"Leaver CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","70","[c]","35710","35620"
"Leaver CS","2023","Declared non-disabled","Department for Education","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Education","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Education","G6/G7","105","[c]","59000","56800"
"Leaver CS","2023","Declared non-disabled","Department for Education","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Education","SEO/HEO","110","[c]","37240","37590"
"Leaver CS","2023","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","210","[c]","22000","22150"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","175","[c]","26050","25920"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","125","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","265","[c]","35490","35900"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","G6/G7","45","[c]","56430","54600"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","SEO/HEO","40","[c]","35830","35560"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","85","[c]","56220","54700"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","95","[c]","36180","34850"
"Leaver CS","2023","Declared non-disabled","Department for Transport","AA/AO","410","[c]","22280","22500"
"Leaver CS","2023","Declared non-disabled","Department for Transport","EO","245","[c]","28150","27260"
"Leaver CS","2023","Declared non-disabled","Department for Transport","G6/G7","120","[c]","61790","56740"
"Leaver CS","2023","Declared non-disabled","Department for Transport","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Transport","SEO/HEO","180","[c]","38170","37500"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions","AA/AO","2160","[c]","21850","21690"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions","EO","2950","[c]","28640","28120"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions","G6/G7","210","[c]","59360","57240"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions","SEO/HEO","495","[c]","38730","38470"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care","AA/AO","175","[c]","21390","20880"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care","EO","205","[c]","25910","26010"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care","G6/G7","220","[c]","57970","53920"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care","SCS level","60","[c]","102440","100370"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care","SEO/HEO","550","[c]","35810","35610"
"Leaver CS","2023","Declared non-disabled","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","SEO/HEO","35","[c]","38600","40330"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","AA/AO","45","[c]","23430","23390"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","EO","85","[c]","28560","28080"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","SEO/HEO","120","[c]","38930","38410"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs","AA/AO","1040","[c]","22830","22520"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs","EO","510","[c]","28030","27370"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs","G6/G7","255","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs","SEO/HEO","675","[c]","42600","44610"
"Leaver CS","2023","Declared non-disabled","HM Treasury","AA/AO","30","[c]","22520","22750"
"Leaver CS","2023","Declared non-disabled","HM Treasury","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury","G6/G7","75","[c]","57470","54440"
"Leaver CS","2023","Declared non-disabled","HM Treasury","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury","SEO/HEO","80","[c]","37140","36360"
"Leaver CS","2023","Declared non-disabled","Home Office","AA/AO","320","[c]","22860","22400"
"Leaver CS","2023","Declared non-disabled","Home Office","EO","430","[c]","27750","26810"
"Leaver CS","2023","Declared non-disabled","Home Office","G6/G7","145","[c]","62790","59700"
"Leaver CS","2023","Declared non-disabled","Home Office","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Home Office","SEO/HEO","310","[c]","38140","37160"
"Leaver CS","2023","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence","AA/AO","970","[c]","23740","22220"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence","EO","465","[c]","29760","27740"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence","G6/G7","230","[c]","63240","60090"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence","SCS level","35","[c]","108580","99430"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence","SEO/HEO","1045","[c]","39210","39010"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence","Unknown","120","[c]","41910","36090"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice","AA/AO","3335","[c]","21990","21780"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice","EO","545","[c]","27480","26200"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice","G6/G7","180","[c]","60750","59590"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice","SEO/HEO","555","[c]","39130","39060"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice","Unknown","1045","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","SEO/HEO","45","[c]","46280","45610"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","85","[c]","77370","77470"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","75","[c]","45050","47750"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","EO","45","[c]","27200","26450"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","85","[c]","60820","60470"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","75","[c]","36920","36940"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Government","AA/AO","240","[c]","24830","24490"
"Leaver CS","2023","Declared non-disabled","Scottish Government","EO","100","[c]","31440","31540"
"Leaver CS","2023","Declared non-disabled","Scottish Government","G6/G7","95","[c]","67560","65280"
"Leaver CS","2023","Declared non-disabled","Scottish Government","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Government","SEO/HEO","200","[c]","41990","41500"
"Leaver CS","2023","Declared non-disabled","The National Archives","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","SEO/HEO","35","[c]","36200","34940"
"Leaver CS","2023","Declared non-disabled","UK Export Finance","EO","10","[c]","[c]","[c]"
