"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","30-39","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Operational Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Policy","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Communications","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Digital, Data and Technology","Unknown","45","[c]","38450","34250"
"Leaver Dept.","2023","30-39","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Finance","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Human Resources","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","International Trade","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Legal","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Operational Delivery","Unknown","290","[c]","31740","27570"
"Leaver Dept.","2023","30-39","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Other","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Policy","Unknown","120","[c]","48700","52250"
"Leaver Dept.","2023","30-39","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Project Delivery","Unknown","40","[c]","40500","38390"
"Leaver Dept.","2023","30-39","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Security","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Statistics","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Tax","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Unknown","190","[c]","44670","40600"
"Leaver Dept.","2023","30-39","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Commercial","Heterosexual / straight","45","[c]","37100","39040"
"Leaver Dept.","2023","30-39","White","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Communications","Heterosexual / straight","50","[c]","45260","43030"
"Leaver Dept.","2023","30-39","White","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Digital, Data and Technology","Heterosexual / straight","85","[c]","40670","38310"
"Leaver Dept.","2023","30-39","White","Digital, Data and Technology","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Digital, Data and Technology","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Finance","Heterosexual / straight","55","[c]","44190","43760"
"Leaver Dept.","2023","30-39","White","Finance","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Human Resources","Heterosexual / straight","110","[c]","38790","36660"
"Leaver Dept.","2023","30-39","White","Human Resources","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Intelligence Analysis","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Knowledge and Information Management","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Legal","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Legal","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Operational Delivery","Heterosexual / straight","700","[c]","29760","28120"
"Leaver Dept.","2023","30-39","White","Operational Delivery","LGBO","80","[c]","30400","28120"
"Leaver Dept.","2023","30-39","White","Operational Delivery","Undeclared","50","[c]","29810","28120"
"Leaver Dept.","2023","30-39","White","Operational Delivery","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Operational Research","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Other","Heterosexual / straight","40","[c]","33380","28120"
"Leaver Dept.","2023","30-39","White","Other","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Other","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Policy","Heterosexual / straight","405","[c]","48340","51000"
"Leaver Dept.","2023","30-39","White","Policy","LGBO","60","[c]","45590","41750"
"Leaver Dept.","2023","30-39","White","Policy","Undeclared","40","[c]","46870","43650"
"Leaver Dept.","2023","30-39","White","Policy","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Project Delivery","Heterosexual / straight","65","[c]","42480","40580"
"Leaver Dept.","2023","30-39","White","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Property","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Social Research","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Statistics","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Tax","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Unknown","Heterosexual / straight","330","[c]","47450","49700"
"Leaver Dept.","2023","30-39","White","Unknown","LGBO","45","[c]","41540","38330"
"Leaver Dept.","2023","30-39","White","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
