"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Finance","HM Treasury","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Treasury","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Treasury","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Treasury","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Treasury","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Home Office","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Home Office","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Home Office","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Defence","Finance","AO","15","[c]","22650","22220"
"Leaver CS","2023","Finance","Ministry of Defence","Finance","EO","45","[c]","28030","27140"
"Leaver CS","2023","Finance","Ministry of Defence","Finance","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Defence","Finance","G7","30","[c]","58600","57740"
"Leaver CS","2023","Finance","Ministry of Defence","Finance","HEO","70","[c]","34830","34300"
"Leaver CS","2023","Finance","Ministry of Defence","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Defence","Finance","SEO","50","[c]","46470","45230"
"Leaver CS","2023","Finance","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Justice","Finance","EO","15","[c]","26760","25830"
"Leaver CS","2023","Finance","Ministry of Justice","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Justice","Finance","G7","10","[c]","59820","59590"
"Leaver CS","2023","Finance","Ministry of Justice","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Justice","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Justice","Finance","SEO","15","[c]","43080","43650"
"Leaver CS","2023","Finance","Ministry of Justice","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Justice","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Ministry of Justice","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","National Crime Agency","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","National Crime Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","National Crime Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Gas and Electricity Markets","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Office of Rail and Road","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scottish Government","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scottish Government","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scottish Government","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scottish Government","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scottish Government","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scottish Government","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","The National Archives","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","The National Archives","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","UK Export Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","UK Export Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","UK Statistics Authority","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","UK Statistics Authority","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","UK Statistics Authority","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","UK Statistics Authority","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","UK Statistics Authority","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Water Services Regulation Authority","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Water Services Regulation Authority","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Water Services Regulation Authority","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Water Services Regulation Authority","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Welsh Government","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","AO","130","[c]","21680","21300"
"Leaver CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","50","[c]","25250","25920"
"Leaver CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","HEO","15","[c]","30990","30470"
"Leaver CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Attorney General's Departments","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Attorney General's Departments","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Attorney General's Departments","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Attorney General's Departments","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Attorney General's Departments","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Attorney General's Departments","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Cabinet Office","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Cabinet Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Cabinet Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Cabinet Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Cabinet Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Cabinet Office","Unknown","AO","20","[c]","21100","21050"
"Leaver CS","2023","Human Resources","Cabinet Office","Unknown","EO","20","[c]","25370","24860"
"Leaver CS","2023","Human Resources","Cabinet Office","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Cabinet Office","Unknown","G7","15","[c]","54620","54700"
"Leaver CS","2023","Human Resources","Cabinet Office","Unknown","HEO","15","[c]","34340","34550"
"Leaver CS","2023","Human Resources","Cabinet Office","Unknown","SCS level","10","[c]","99540","91030"
"Leaver CS","2023","Human Resources","Cabinet Office","Unknown","SEO","10","[c]","40230","40170"
"Leaver CS","2023","Human Resources","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Chancellor's other departments","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Chancellor's other departments","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Chancellor's other departments","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Chancellor's other departments","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Charity Commission","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Charity Commission","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Competition and Markets Authority","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Competition and Markets Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Competition and Markets Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Competition and Markets Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","G7","10","[c]","52040","53470"
"Leaver CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Education","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Education","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Education","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Education","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for International Trade","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for International Trade","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for International Trade","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for International Trade","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for International Trade","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for International Trade","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Transport","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Transport","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Transport","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Transport","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Transport","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Transport","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Transport","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Department for Transport","Unknown","SEO","[c]","[c]","[c]","[c]"
