"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","Tax","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","Tax","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","Tax","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","Tax","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","Tax","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Intelligence Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Operational Delivery","AA/AO","65","[c]","22390","22400"
"Leaver CS","2023","Declared disabled","Home Office","Operational Delivery","EO","55","[c]","27480","26770"
"Leaver CS","2023","Declared disabled","Home Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Operational Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Digital, Data and Technology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Human Resources","AA/AO","40","[c]","22160","22220"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Human Resources","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
