"Status","Year","Age","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","South East (England)","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","South West (England)","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","16-19","Department for International Trade","London","5","5","[c]","[c]"
"In post","2023","16-19","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Wales","80","70","20770","19000"
"In post","2023","16-19","Department for Transport","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","North East (England)","15","10","23670","21690"
"In post","2023","16-19","Department for Work and Pensions","North West (England)","20","20","23280","21690"
"In post","2023","16-19","Department for Work and Pensions","Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Wales","10","10","22970","21690"
"In post","2023","16-19","Department for Work and Pensions","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Yorkshire and The Humber","10","10","21800","21690"
"In post","2023","16-19","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","South East (England)","30","30","23900","23660"
"In post","2023","16-19","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","South West (England)","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","East Midlands (England)","15","15","23130","22520"
"In post","2023","16-19","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","London","10","10","27890","26920"
"In post","2023","16-19","HM Revenue and Customs","North East (England)","25","25","22720","22520"
"In post","2023","16-19","HM Revenue and Customs","North West (England)","30","30","23190","22520"
"In post","2023","16-19","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Scotland","25","25","22710","22520"
"In post","2023","16-19","HM Revenue and Customs","South East (England)","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","South West (England)","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Wales","20","20","22790","22520"
"In post","2023","16-19","HM Revenue and Customs","West Midlands (England)","10","10","23410","22520"
"In post","2023","16-19","HM Revenue and Customs","Yorkshire and The Humber","35","35","23220","22520"
"In post","2023","16-19","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","London","5","5","[c]","[c]"
"In post","2023","16-19","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","East of England","15","15","22600","22400"
"In post","2023","16-19","Home Office","London","25","25","27530","26400"
"In post","2023","16-19","Home Office","North East (England)","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","North West (England)","30","25","23130","22400"
"In post","2023","16-19","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","South East (England)","40","40","23260","22400"
"In post","2023","16-19","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","North West (England)","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Scotland","15","15","20600","21090"
"In post","2023","16-19","Ministry of Defence","South East (England)","20","20","21060","20500"
"In post","2023","16-19","Ministry of Defence","South West (England)","145","145","20090","19430"
"In post","2023","16-19","Ministry of Defence","Unknown","30","30","19370","17400"
"In post","2023","16-19","Ministry of Defence","Wales","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","East Midlands (England)","50","50","25870","25930"
"In post","2023","16-19","Ministry of Justice","East of England","40","40","26060","24070"
"In post","2023","16-19","Ministry of Justice","London","20","15","28230","26700"
"In post","2023","16-19","Ministry of Justice","North East (England)","20","20","25770","28880"
"In post","2023","16-19","Ministry of Justice","North West (England)","40","40","25240","23640"
"In post","2023","16-19","Ministry of Justice","South East (England)","50","50","25610","23230"
"In post","2023","16-19","Ministry of Justice","South West (England)","25","25","25850","23650"
"In post","2023","16-19","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Wales","15","15","23870","23230"
"In post","2023","16-19","Ministry of Justice","West Midlands (England)","40","40","24470","23230"
"In post","2023","16-19","Ministry of Justice","Yorkshire and The Humber","45","45","25420","23430"
"In post","2023","16-19","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Scotland","75","75","23130","22920"
"In post","2023","16-19","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","North East (England)","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","South East (England)","10","10","22370","21200"
"In post","2023","16-19","UK Statistics Authority","Wales","10","10","23020","23020"
"In post","2023","16-19","Welsh Government","Wales","10","10","22670","22150"
"In post","2023","20-29","Attorney General's Departments","East Midlands (England)","100","100","26280","24430"
"In post","2023","20-29","Attorney General's Departments","East of England","85","85","29510","25600"
"In post","2023","20-29","Attorney General's Departments","London","760","755","33740","28200"
"In post","2023","20-29","Attorney General's Departments","North East (England)","55","55","29660","26900"
"In post","2023","20-29","Attorney General's Departments","North West (England)","170","170","28770","26900"
"In post","2023","20-29","Attorney General's Departments","South East (England)","165","165","28500","28200"
"In post","2023","20-29","Attorney General's Departments","South West (England)","70","70","27200","26900"
"In post","2023","20-29","Attorney General's Departments","Wales","50","50","29420","24430"
"In post","2023","20-29","Attorney General's Departments","West Midlands (England)","90","85","28870","26900"
"In post","2023","20-29","Attorney General's Departments","Yorkshire and The Humber","175","175","29640","26900"
"In post","2023","20-29","Cabinet Office","East Midlands (England)","15","15","30600","30130"
"In post","2023","20-29","Cabinet Office","East of England","30","30","34360","32230"
"In post","2023","20-29","Cabinet Office","London","2005","2000","36220","32960"
"In post","2023","20-29","Cabinet Office","North East (England)","85","80","27170","24860"
"In post","2023","20-29","Cabinet Office","North West (England)","230","230","33860","31640"
"In post","2023","20-29","Cabinet Office","Scotland","130","130","30550","30130"
"In post","2023","20-29","Cabinet Office","South East (England)","30","30","30120","28840"
"In post","2023","20-29","Cabinet Office","South West (England)","55","55","36220","30130"
"In post","2023","20-29","Cabinet Office","Unknown","60","60","34420","29980"
"In post","2023","20-29","Cabinet Office","Wales","50","50","32230","31640"
"In post","2023","20-29","Cabinet Office","West Midlands (England)","85","85","33850","30880"
"In post","2023","20-29","Cabinet Office","Yorkshire and The Humber","205","200","31120","30130"
"In post","2023","20-29","Chancellor's other departments","London","65","65","38220","35000"
"In post","2023","20-29","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","10","10","32100","30170"
"In post","2023","20-29","Charity Commission","North West (England)","60","60","27100","25300"
"In post","2023","20-29","Competition and Markets Authority","London","155","150","38660","34110"
"In post","2023","20-29","Competition and Markets Authority","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Scotland","15","15","40060","34110"
"In post","2023","20-29","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","East Midlands (England)","35","30","28800","28840"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","East of England","15","15","28530","30930"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","1740","1735","44370","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","North East (England)","30","30","30350","29200"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","North West (England)","205","205","34440","31350"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Overseas","15","15","31100","30930"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Scotland","70","70","33780","31120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","South East (England)","35","35","29190","30930"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","South West (England)","330","325","27680","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Wales","460","455","30520","27960"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","West Midlands (England)","160","160","32590","31120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","15","15","27560","26160"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","London","560","555","41220","36030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","North East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","North West (England)","65","65","35520","31880"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Northern Ireland","10","10","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education","East Midlands (England)","55","55","34910","31320"
"In post","2023","20-29","Department for Education","East of England","10","10","[c]","[c]"
"In post","2023","20-29","Department for Education","London","530","530","42770","41440"
"In post","2023","20-29","Department for Education","North East (England)","110","110","32830","30330"
"In post","2023","20-29","Department for Education","North West (England)","285","280","34350","30330"
"In post","2023","20-29","Department for Education","South West (England)","85","85","37330","37590"
"In post","2023","20-29","Department for Education","West Midlands (England)","225","225","33670","30680"
"In post","2023","20-29","Department for Education","Yorkshire and The Humber","280","275","34850","30330"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","East Midlands (England)","55","50","29010","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","East of England","135","130","29230","29740"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","785","780","38670","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","North East (England)","170","170","26510","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","North West (England)","275","270","25880","22150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Scotland","25","25","27830","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","South East (England)","260","255","29480","29080"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","South West (England)","305","300","30340","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Wales","60","55","25970","22150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","West Midlands (England)","105","105","26850","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","230","225","28760","25920"
"In post","2023","20-29","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","1015","1010","41680","41550"
"In post","2023","20-29","Department for International Trade","North East (England)","65","65","32900","31440"
"In post","2023","20-29","Department for International Trade","North West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Overseas","25","25","43400","39700"
"In post","2023","20-29","Department for International Trade","Scotland","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Wales","10","10","34610","31440"
"In post","2023","20-29","Department for International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","East of England","10","10","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","645","645","41850","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","North East (England)","25","25","35550","31420"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","North West (England)","50","50","35650","31420"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","South West (England)","85","85","30070","26590"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","West Midlands (England)","65","65","34750","31290"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","25","25","39760","37540"
"In post","2023","20-29","Department for Transport","East Midlands (England)","50","50","30720","29260"
"In post","2023","20-29","Department for Transport","East of England","10","10","28320","26960"
"In post","2023","20-29","Department for Transport","London","795","795","42930","43320"
"In post","2023","20-29","Department for Transport","North East (England)","40","40","25330","22500"
"In post","2023","20-29","Department for Transport","North West (England)","20","20","26120","26960"
"In post","2023","20-29","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Scotland","30","30","27380","26780"
"In post","2023","20-29","Department for Transport","South East (England)","155","155","28600","26960"
"In post","2023","20-29","Department for Transport","South West (England)","65","65","28600","27240"
"In post","2023","20-29","Department for Transport","Wales","810","765","24060","22500"
"In post","2023","20-29","Department for Transport","West Midlands (England)","155","155","29640","26960"
"In post","2023","20-29","Department for Transport","Yorkshire and The Humber","125","125","33320","31660"
"In post","2023","20-29","Department for Work and Pensions","East Midlands (England)","385","375","25900","28120"
"In post","2023","20-29","Department for Work and Pensions","East of England","295","290","28430","28120"
"In post","2023","20-29","Department for Work and Pensions","London","1315","1295","35030","32520"
"In post","2023","20-29","Department for Work and Pensions","North East (England)","1045","1025","27330","28120"
"In post","2023","20-29","Department for Work and Pensions","North West (England)","2000","1970","26980","28120"
"In post","2023","20-29","Department for Work and Pensions","Scotland","615","595","25130","21690"
"In post","2023","20-29","Department for Work and Pensions","South East (England)","515","500","27880","28120"
"In post","2023","20-29","Department for Work and Pensions","South West (England)","340","330","25890","28120"
"In post","2023","20-29","Department for Work and Pensions","Unknown","45","45","28790","28120"
"In post","2023","20-29","Department for Work and Pensions","Wales","560","550","26150","28120"
"In post","2023","20-29","Department for Work and Pensions","West Midlands (England)","740","720","26590","28120"
"In post","2023","20-29","Department for Work and Pensions","Yorkshire and The Humber","1150","1130","28370","28120"
"In post","2023","20-29","Department of Health and Social Care","East Midlands (England)","15","15","30330","29160"
"In post","2023","20-29","Department of Health and Social Care","East of England","65","65","32670","32280"
"In post","2023","20-29","Department of Health and Social Care","London","1425","1415","38990","34190"
"In post","2023","20-29","Department of Health and Social Care","North East (England)","20","20","33670","29980"
"In post","2023","20-29","Department of Health and Social Care","North West (England)","90","85","27490","24390"
"In post","2023","20-29","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Scotland","10","10","33510","29970"
"In post","2023","20-29","Department of Health and Social Care","South East (England)","45","45","33820","31460"
"In post","2023","20-29","Department of Health and Social Care","South West (England)","220","215","27680","28070"
"In post","2023","20-29","Department of Health and Social Care","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","West Midlands (England)","55","50","26070","24090"
"In post","2023","20-29","Department of Health and Social Care","Yorkshire and The Humber","255","250","35090","30370"
"In post","2023","20-29","Estyn","Wales","10","10","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","35","35","38050","33800"
"In post","2023","20-29","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","North West (England)","15","15","35300","32680"
"In post","2023","20-29","Food Standards Agency","Northern Ireland","20","20","31480","31260"
"In post","2023","20-29","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","South East (England)","15","15","38750","40750"
"In post","2023","20-29","Food Standards Agency","South West (England)","15","15","32870","31260"
"In post","2023","20-29","Food Standards Agency","Wales","15","15","31650","31110"
"In post","2023","20-29","Food Standards Agency","West Midlands (England)","15","15","31180","31260"
"In post","2023","20-29","Food Standards Agency","Yorkshire and The Humber","20","20","34280","31500"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","1000","1000","39740","37560"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Overseas","235","235","37090","33600"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Scotland","125","125","31320","29900"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","South East (England)","220","220","28760","28090"
"In post","2023","20-29","HM Land Registry","East Midlands (England)","145","145","27240","28080"
"In post","2023","20-29","HM Land Registry","East of England","35","35","27490","28080"
"In post","2023","20-29","HM Land Registry","London","60","60","34670","31680"
"In post","2023","20-29","HM Land Registry","North East (England)","150","145","26990","28080"
"In post","2023","20-29","HM Land Registry","North West (England)","140","135","27100","23390"
"In post","2023","20-29","HM Land Registry","South West (England)","215","210","28870","28080"
"In post","2023","20-29","HM Land Registry","Wales","130","130","26910","28080"
"In post","2023","20-29","HM Land Registry","West Midlands (England)","100","95","26990","28080"
"In post","2023","20-29","HM Land Registry","Yorkshire and The Humber","60","60","26800","28080"
"In post","2023","20-29","HM Revenue and Customs","East Midlands (England)","855","835","29270","27890"
"In post","2023","20-29","HM Revenue and Customs","East of England","70","70","27260","27890"
"In post","2023","20-29","HM Revenue and Customs","London","1510","1505","39850","39110"
"In post","2023","20-29","HM Revenue and Customs","North East (England)","1665","1630","28300","27650"
"In post","2023","20-29","HM Revenue and Customs","North West (England)","2385","2350","29370","27890"
"In post","2023","20-29","HM Revenue and Customs","Northern Ireland","370","360","26470","22520"
"In post","2023","20-29","HM Revenue and Customs","Scotland","1150","1120","27040","22520"
"In post","2023","20-29","HM Revenue and Customs","South East (England)","175","175","27950","27650"
"In post","2023","20-29","HM Revenue and Customs","South West (England)","345","340","32010","28130"
"In post","2023","20-29","HM Revenue and Customs","Wales","835","825","28190","27890"
"In post","2023","20-29","HM Revenue and Customs","West Midlands (England)","895","885","29810","27890"
"In post","2023","20-29","HM Revenue and Customs","Yorkshire and The Humber","1205","1175","28290","27650"
"In post","2023","20-29","HM Treasury","East of England","15","15","25110","25460"
"In post","2023","20-29","HM Treasury","London","840","840","39510","33820"
"In post","2023","20-29","HM Treasury","North East (England)","65","65","34300","29970"
"In post","2023","20-29","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Home Office","East Midlands (England)","40","40","25090","25750"
"In post","2023","20-29","Home Office","East of England","340","330","24370","22400"
"In post","2023","20-29","Home Office","London","2485","2475","36760","36000"
"In post","2023","20-29","Home Office","North East (England)","310","295","25120","25750"
"In post","2023","20-29","Home Office","North West (England)","1870","1835","26070","25750"
"In post","2023","20-29","Home Office","Northern Ireland","145","140","24690","22400"
"In post","2023","20-29","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Scotland","315","310","25120","25750"
"In post","2023","20-29","Home Office","South East (England)","775","770","25480","25750"
"In post","2023","20-29","Home Office","South West (England)","70","65","25730","25880"
"In post","2023","20-29","Home Office","Unknown","25","25","25090","25750"
"In post","2023","20-29","Home Office","Wales","155","155","25840","25750"
"In post","2023","20-29","Home Office","West Midlands (England)","255","250","26680","25750"
"In post","2023","20-29","Home Office","Yorkshire and The Humber","1000","990","26800","25750"
"In post","2023","20-29","Ministry of Defence","East Midlands (England)","130","125","27120","27080"
"In post","2023","20-29","Ministry of Defence","East of England","340","335","31730","30500"
"In post","2023","20-29","Ministry of Defence","London","835","830","39830","38020"
"In post","2023","20-29","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","North West (England)","225","220","27470","27080"
"In post","2023","20-29","Ministry of Defence","Northern Ireland","25","25","24050","22130"
