"Status","Year","Age","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Unknown","Legal","40","30","49740","56190"
"In post","2023","65+","Unknown","No function","825","615","30660","26760"
"In post","2023","65+","Unknown","Project Delivery","30","25","[c]","[c]"
"In post","2023","65+","Unknown","Property","75","60","31270","27810"
"In post","2023","65+","Unknown","Security","15","15","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","95","85","40410","34920"
"In post","2023","65+","White","Analysis","70","55","48150","47080"
"In post","2023","65+","White","Commercial","85","70","46540","43530"
"In post","2023","65+","White","Communications","35","30","37020","34300"
"In post","2023","65+","White","Counter Fraud","380","255","31820","28120"
"In post","2023","65+","White","Debt","140","100","24950","22520"
"In post","2023","65+","White","Digital, Data & Technology","340","280","40980","36960"
"In post","2023","65+","White","Finance","205","160","35190","31060"
"In post","2023","65+","White","Grants Management","45","35","24310","22150"
"In post","2023","65+","White","Human Resources","315","260","34260","31720"
"In post","2023","65+","White","Internal Audit","5","5","[c]","[c]"
"In post","2023","65+","White","Legal","170","125","51130","56450"
"In post","2023","65+","White","No function","7195","5390","29660","26840"
"In post","2023","65+","White","Project Delivery","310","245","49300","42990"
"In post","2023","65+","White","Property","275","240","34960","32950"
"In post","2023","65+","White","Security","265","230","28980","22220"
"In post","2023","65+","White","Unknown","465","370","42930","38460"
"In post","2023","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","No function","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","No function","10","10","[c]","[c]"
"In post","2023","Unknown","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","No function","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","No function","65","[c]","21640","21780"
"Leaver CS","2023","16-19","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","No function","35","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Analysis","50","[c]","28500","26720"
"Leaver CS","2023","20-29","Asian","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Counter Fraud","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Debt","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Digital, Data & Technology","45","[c]","30790","31160"
"Leaver CS","2023","20-29","Asian","Finance","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Human Resources","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Legal","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","No function","655","[c]","27990","27570"
"Leaver CS","2023","20-29","Asian","Project Delivery","35","[c]","32080","31230"
"Leaver CS","2023","20-29","Asian","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Unknown","45","[c]","26740","26330"
"Leaver CS","2023","20-29","Black","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Debt","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Digital, Data & Technology","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Legal","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","No function","340","[c]","29580","29290"
"Leaver CS","2023","20-29","Black","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Analysis","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","No function","260","[c]","28980","27960"
"Leaver CS","2023","20-29","Mixed","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","No function","80","[c]","29670","27570"
"Leaver CS","2023","20-29","Other ethnicity","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Analysis","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","No function","145","[c]","28330","25880"
"Leaver CS","2023","20-29","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Analysis","115","[c]","27630","25610"
"Leaver CS","2023","20-29","Unknown","Commercial","45","[c]","39640","32430"
"Leaver CS","2023","20-29","Unknown","Communications","35","[c]","32620","31900"
"Leaver CS","2023","20-29","Unknown","Counter Fraud","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Debt","85","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Digital, Data & Technology","140","[c]","32980","31160"
"Leaver CS","2023","20-29","Unknown","Finance","50","[c]","29840","28840"
"Leaver CS","2023","20-29","Unknown","Grants Management","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Human Resources","50","[c]","24600","22220"
"Leaver CS","2023","20-29","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Legal","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","No function","2365","[c]","26880","24250"
"Leaver CS","2023","20-29","Unknown","Project Delivery","55","[c]","31740","31920"
"Leaver CS","2023","20-29","Unknown","Property","55","[c]","27930","26020"
"Leaver CS","2023","20-29","Unknown","Security","70","[c]","27460","27350"
"Leaver CS","2023","20-29","Unknown","Unknown","375","[c]","27060","27870"
"Leaver CS","2023","20-29","White","Analysis","270","[c]","30170","29750"
"Leaver CS","2023","20-29","White","Commercial","85","[c]","30590","31060"
"Leaver CS","2023","20-29","White","Communications","75","[c]","34280","34240"
"Leaver CS","2023","20-29","White","Counter Fraud","80","[c]","28240","28120"
"Leaver CS","2023","20-29","White","Debt","80","[c]","22110","21690"
"Leaver CS","2023","20-29","White","Digital, Data & Technology","255","[c]","34050","32540"
"Leaver CS","2023","20-29","White","Finance","80","[c]","31520","28530"
"Leaver CS","2023","20-29","White","Grants Management","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","White","Human Resources","105","[c]","28930","25830"
"Leaver CS","2023","20-29","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","White","Legal","115","[c]","29480","26900"
"Leaver CS","2023","20-29","White","No function","3930","[c]","28070","26080"
"Leaver CS","2023","20-29","White","Project Delivery","195","[c]","31650","31920"
"Leaver CS","2023","20-29","White","Property","55","[c]","29990","27270"
"Leaver CS","2023","20-29","White","Security","100","[c]","27220","27480"
"Leaver CS","2023","20-29","White","Unknown","265","[c]","29660","27900"
"Leaver CS","2023","30-39","Asian","Analysis","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Debt","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Digital, Data & Technology","70","[c]","47260","44120"
"Leaver CS","2023","30-39","Asian","Finance","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Legal","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","No function","450","[c]","32410","29290"
"Leaver CS","2023","30-39","Asian","Project Delivery","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Analysis","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Digital, Data & Technology","40","[c]","40720","37030"
"Leaver CS","2023","30-39","Black","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Legal","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","No function","370","[c]","32750","31060"
"Leaver CS","2023","30-39","Black","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Debt","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Digital, Data & Technology","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","No function","200","[c]","35460","31060"
"Leaver CS","2023","30-39","Mixed","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","No function","50","[c]","34490","32520"
"Leaver CS","2023","30-39","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Digital, Data & Technology","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","No function","160","[c]","34840","31060"
"Leaver CS","2023","30-39","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Analysis","30","[c]","39380","37220"
"Leaver CS","2023","30-39","Unknown","Commercial","40","[c]","56650","62610"
"Leaver CS","2023","30-39","Unknown","Communications","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Counter Fraud","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Debt","55","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Digital, Data & Technology","155","[c]","45620","43160"
"Leaver CS","2023","30-39","Unknown","Finance","40","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Grants Management","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Human Resources","50","[c]","33520","31780"
"Leaver CS","2023","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Legal","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","No function","1450","[c]","33080","28120"
"Leaver CS","2023","30-39","Unknown","Project Delivery","40","[c]","41330","39760"
"Leaver CS","2023","30-39","Unknown","Property","35","[c]","35040","29890"
"Leaver CS","2023","30-39","Unknown","Security","35","[c]","33140","27500"
"Leaver CS","2023","30-39","Unknown","Unknown","240","[c]","37140","34730"
"Leaver CS","2023","30-39","White","Analysis","105","[c]","45000","40420"
"Leaver CS","2023","30-39","White","Commercial","90","[c]","43430","41500"
"Leaver CS","2023","30-39","White","Communications","95","[c]","45570","42920"
"Leaver CS","2023","30-39","White","Counter Fraud","60","[c]","[c]","[c]"
"Leaver CS","2023","30-39","White","Debt","55","[c]","[c]","[c]"
"Leaver CS","2023","30-39","White","Digital, Data & Technology","330","[c]","45470","43190"
"Leaver CS","2023","30-39","White","Finance","75","[c]","44130","41200"
"Leaver CS","2023","30-39","White","Grants Management","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","White","Human Resources","175","[c]","35120","30630"
"Leaver CS","2023","30-39","White","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","White","Legal","115","[c]","49930","52020"
