"Status","Year","Age","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","White","No function","3290","[c]","33700","28120"
"Leaver CS","2023","30-39","White","Project Delivery","180","[c]","42550","41080"
"Leaver CS","2023","30-39","White","Property","60","[c]","37330","36930"
"Leaver CS","2023","30-39","White","Security","100","[c]","32370","30560"
"Leaver CS","2023","30-39","White","Unknown","310","[c]","39600","35500"
"Leaver CS","2023","40-49","Asian","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Debt","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Digital, Data & Technology","50","[c]","52870","50210"
"Leaver CS","2023","40-49","Asian","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Legal","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","No function","285","[c]","33300","29290"
"Leaver CS","2023","40-49","Asian","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Digital, Data & Technology","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","No function","235","[c]","33790","31060"
"Leaver CS","2023","40-49","Black","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","No function","105","[c]","36390","30760"
"Leaver CS","2023","40-49","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","No function","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","135","[c]","34470","28080"
"Leaver CS","2023","40-49","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","65","[c]","75700","70960"
"Leaver CS","2023","40-49","Unknown","Communications","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","70","[c]","49680","50160"
"Leaver CS","2023","40-49","Unknown","Finance","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Grants Management","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","35","[c]","41710","39200"
"Leaver CS","2023","40-49","Unknown","Legal","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","830","[c]","35990","28120"
"Leaver CS","2023","40-49","Unknown","Project Delivery","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","150","[c]","38510","34250"
"Leaver CS","2023","40-49","White","Analysis","50","[c]","52310","47010"
"Leaver CS","2023","40-49","White","Commercial","45","[c]","51540","44000"
"Leaver CS","2023","40-49","White","Communications","65","[c]","55630","54620"
"Leaver CS","2023","40-49","White","Counter Fraud","60","[c]","31710","28120"
"Leaver CS","2023","40-49","White","Debt","55","[c]","[c]","[c]"
"Leaver CS","2023","40-49","White","Digital, Data & Technology","235","[c]","51780","50810"
"Leaver CS","2023","40-49","White","Finance","70","[c]","48190","41650"
"Leaver CS","2023","40-49","White","Grants Management","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","White","Human Resources","150","[c]","41580","33850"
"Leaver CS","2023","40-49","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","White","Legal","110","[c]","55640","54800"
"Leaver CS","2023","40-49","White","No function","2620","[c]","34470","28120"
"Leaver CS","2023","40-49","White","Project Delivery","145","[c]","51980","49260"
"Leaver CS","2023","40-49","White","Property","50","[c]","38370","33750"
"Leaver CS","2023","40-49","White","Security","80","[c]","33000","30560"
"Leaver CS","2023","40-49","White","Unknown","205","[c]","50660","42860"
"Leaver CS","2023","50-59","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Debt","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Digital, Data & Technology","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","No function","190","[c]","33140","28120"
"Leaver CS","2023","50-59","Asian","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","No function","190","[c]","31980","28790"
"Leaver CS","2023","50-59","Black","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","No function","55","[c]","30250","26130"
"Leaver CS","2023","50-59","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","No function","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Digital, Data & Technology","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","No function","260","[c]","34310","28120"
"Leaver CS","2023","50-59","Undeclared","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Security","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","40","[c]","75290","70000"
"Leaver CS","2023","50-59","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Counter Fraud","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Debt","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","55","[c]","49510","51440"
"Leaver CS","2023","50-59","Unknown","Finance","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Grants Management","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","45","[c]","47370","44430"
"Leaver CS","2023","50-59","Unknown","Legal","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","880","[c]","33330","26780"
"Leaver CS","2023","50-59","Unknown","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Security","35","[c]","30230","26710"
"Leaver CS","2023","50-59","Unknown","Unknown","145","[c]","39850","40920"
"Leaver CS","2023","50-59","White","Analysis","35","[c]","51390","49260"
"Leaver CS","2023","50-59","White","Commercial","55","[c]","56590","43300"
"Leaver CS","2023","50-59","White","Communications","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Counter Fraud","150","[c]","29950","27840"
"Leaver CS","2023","50-59","White","Debt","100","[c]","22600","21690"
"Leaver CS","2023","50-59","White","Digital, Data & Technology","220","[c]","47220","42180"
"Leaver CS","2023","50-59","White","Finance","125","[c]","46380","41530"
"Leaver CS","2023","50-59","White","Grants Management","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Human Resources","255","[c]","37910","33000"
"Leaver CS","2023","50-59","White","Internal Audit","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Legal","120","[c]","51860","55290"
"Leaver CS","2023","50-59","White","No function","3940","[c]","33270","27570"
"Leaver CS","2023","50-59","White","Project Delivery","190","[c]","50950","44570"
"Leaver CS","2023","50-59","White","Property","90","[c]","40740","34300"
"Leaver CS","2023","50-59","White","Security","190","[c]","37130","36460"
"Leaver CS","2023","50-59","White","Unknown","280","[c]","50190","48640"
"Leaver CS","2023","60-64","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","No function","85","[c]","32020","28120"
"Leaver CS","2023","60-64","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Unknown","5","[c]","[c]","[c]"
