"Status","Year","Age","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Operational Delivery","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Liverpool","Outside London","35","30","22640","22520"
"In post","2023","16-19","Operational Delivery","Manchester","Outside London","10","10","23570","22530"
"In post","2023","16-19","Operational Delivery","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Mid Lancashire","Outside London","10","10","23240","23230"
"In post","2023","16-19","Operational Delivery","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Monmouthshire and Newport","Outside London","10","10","21700","21780"
"In post","2023","16-19","Operational Delivery","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North and West Norfolk","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Nottingham","Outside London","25","25","23950","22520"
"In post","2023","16-19","Operational Delivery","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Peterborough","Outside London","10","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Portsmouth","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Sefton","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Sheffield","Outside London","10","10","22640","22400"
"In post","2023","16-19","Operational Delivery","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","South Hampshire","Outside London","20","20","20190","20150"
"In post","2023","16-19","Operational Delivery","South Lanarkshire","Outside London","10","10","22480","22520"
"In post","2023","16-19","Operational Delivery","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Staffordshire CC","Outside London","15","15","26370","28880"
"In post","2023","16-19","Operational Delivery","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Suffolk CC","Outside London","15","10","23810","23230"
"In post","2023","16-19","Operational Delivery","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Swansea","Outside London","80","70","20630","19000"
"In post","2023","16-19","Operational Delivery","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Thurrock","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Tyneside","Outside London","20","20","22230","22520"
"In post","2023","16-19","Operational Delivery","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Wakefield","Outside London","10","10","26220","28880"
"In post","2023","16-19","Operational Delivery","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Cumbria","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Westminster","London","10","10","25360","23230"
"In post","2023","16-19","Operational Delivery","Wiltshire","Outside London","10","10","24170","23230"
"In post","2023","16-19","Operational Delivery","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","10","10","20030","19460"
"In post","2023","16-19","Other","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Other","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Other","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Westminster","London","10","10","26680","26090"
"In post","2023","16-19","Policy","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Milton Keynes","Outside London","15","15","23210","22750"
"In post","2023","16-19","Property","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","65","65","18840","18280"
"In post","2023","16-19","Science and Engineering","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Flintshire and Wrexham","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Wiltshire","Outside London","25","25","21770","23340"
"In post","2023","16-19","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Social Research","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","City of Edinburgh","Outside London","10","10","23090","22350"
"In post","2023","16-19","Unknown","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Glasgow City","Outside London","25","25","22650","22180"
"In post","2023","16-19","Unknown","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Leeds","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
