"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Property","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scottish Prison Service","Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Property","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Valuation Office Agency","North East (England)","5","5","[c]","[c]"
"In post","2023","16-19","Property","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","FCDO Services","South East (England)","5","5","[c]","[c]"
"In post","2023","16-19","Security","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Defence Science and Technology Laboratory","South West (England)","15","15","20980","19430"
"In post","2023","16-19","Unknown","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Forestry and Land Scotland","Scotland","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Royal Fleet Auxiliary","Unknown","30","30","19370","17400"
"In post","2023","16-19","Unknown","Scottish Government (excl. agencies)","Scotland","15","15","22760","22760"
"In post","2023","16-19","Unknown","Scottish Public Pensions Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Social Security Scotland","Scotland","15","15","22720","22180"
"In post","2023","16-19","Unknown","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Welsh Government (excl. agencies)","Wales","10","10","22670","22150"
"In post","2023","20-29","Analysis","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Building Digital UK","London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Building Digital UK","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Building Digital UK","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","London","75","75","30960","30130"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Central Civil Service Fast Stream","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East of England","50","50","26910","25970"
"In post","2023","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","25","25","27480","25970"
"In post","2023","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Companies House","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Companies House","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Companies House","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Competition and Markets Authority","London","30","30","44080","38090"
"In post","2023","20-29","Analysis","Competition and Markets Authority","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Defence Science and Technology Laboratory","South East (England)","155","155","34220","30650"
"In post","2023","20-29","Analysis","Defence Science and Technology Laboratory","South West (England)","145","145","31420","30650"
"In post","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","115","115","36400","34670"
"In post","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","15","15","30150","28310"
"In post","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","55","55","45630","39880"
"In post","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Education (excl. agencies)","London","80","80","45860","46600"
"In post","2023","20-29","Analysis","Department for Education (excl. agencies)","North East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Education (excl. agencies)","North West (England)","35","35","36010","33950"
"In post","2023","20-29","Analysis","Department for Education (excl. agencies)","South West (England)","20","20","38490","37590"
"In post","2023","20-29","Analysis","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","30","30","41190","43250"
"In post","2023","20-29","Analysis","Department for International Trade","London","125","125","42280","35080"
"In post","2023","20-29","Analysis","Department for International Trade","North East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","95","95","42160","35430"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Transport (excl. agencies)","London","140","140","43490","43320"
"In post","2023","20-29","Analysis","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Transport (excl. agencies)","West Midlands (England)","10","10","35020","31510"
"In post","2023","20-29","Analysis","Department for Transport (excl. agencies)","Yorkshire and The Humber","10","10","33460","31350"
"In post","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","London","85","85","42180","39150"
"In post","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","North East (England)","30","30","35250","34810"
"In post","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","North West (England)","40","40","34790","34170"
"In post","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Scotland","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","50","45","35540","34170"
