"Status","Year","Profession_of_post","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","Lincolnshire","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Security","Lincolnshire","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Security","Merseyside","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Security","Merseyside","Outside London","Male","55","50","26310","21380"
"In post","2023","Security","North Eastern Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Security","North Eastern Scotland","Outside London","Male","80","80","44840","45880"
"In post","2023","Security","North Yorkshire","Outside London","Female","95","90","33800","34160"
"In post","2023","Security","North Yorkshire","Outside London","Male","310","295","33590","34320"
"In post","2023","Security","Northern Ireland","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Security","Northern Ireland","Outside London","Male","355","355","23050","22130"
"In post","2023","Security","Northumberland, and Tyne and Wear","Outside London","Female","55","50","38980","36320"
"In post","2023","Security","Northumberland, and Tyne and Wear","Outside London","Male","95","90","37140","34170"
"In post","2023","Security","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outer London - East and North East","London","Male","45","45","35700","34800"
"In post","2023","Security","Outer London - South","London","Female","50","50","35100","30310"
"In post","2023","Security","Outer London - South","London","Male","85","85","33950","26400"
"In post","2023","Security","Outer London - West and North West","London","Female","20","15","[c]","[c]"
"In post","2023","Security","Outer London - West and North West","London","Male","50","50","27740","24630"
"In post","2023","Security","Overseas","Overseas","Female","20","20","[c]","[c]"
"In post","2023","Security","Overseas","Overseas","Male","115","115","41850","38850"
"In post","2023","Security","Shropshire and Staffordshire","Outside London","Female","55","55","34700","33160"
"In post","2023","Security","Shropshire and Staffordshire","Outside London","Male","130","125","30940","27500"
"In post","2023","Security","South Yorkshire","Outside London","Female","30","25","36850","31150"
"In post","2023","Security","South Yorkshire","Outside London","Male","45","45","34780","34170"
"In post","2023","Security","Southern Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Security","Southern Scotland","Outside London","Male","55","50","28080","22220"
"In post","2023","Security","Surrey, East and West Sussex","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Security","Surrey, East and West Sussex","Outside London","Male","30","30","25570","21380"
"In post","2023","Security","Tees Valley and Durham","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Security","Tees Valley and Durham","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Security","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Security","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Security","West Central Scotland","Outside London","Female","190","180","30770","27470"
"In post","2023","Security","West Central Scotland","Outside London","Male","940","915","32760","28560"
"In post","2023","Security","West Midlands","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Security","West Midlands","Outside London","Male","40","40","34590","27500"
"In post","2023","Security","West Wales and The Valleys","Outside London","Female","65","60","30330","27450"
"In post","2023","Security","West Wales and The Valleys","Outside London","Male","135","135","29330","25650"
"In post","2023","Security","West Yorkshire","Outside London","Female","40","35","39360","37680"
"In post","2023","Security","West Yorkshire","Outside London","Male","80","80","44190","40360"
"In post","2023","Social Research","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Derbyshire and Nottinghamshire","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Social Research","Derbyshire and Nottinghamshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Social Research","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Anglia","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Anglia","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Wales","Outside London","Female","265","250","41590","39300"
"In post","2023","Social Research","East Wales","Outside London","Male","105","105","41780","39300"
"In post","2023","Social Research","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Social Research","Greater Manchester","Outside London","Female","45","45","40530","41780"
"In post","2023","Social Research","Greater Manchester","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Social Research","Hampshire and Isle of Wight","Outside London","Female","150","140","39180","39190"
"In post","2023","Social Research","Hampshire and Isle of Wight","Outside London","Male","75","70","40710","39300"
"In post","2023","Social Research","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Inner London - East","London","Female","90","90","51480","47380"
"In post","2023","Social Research","Inner London - East","London","Male","30","25","[c]","[c]"
"In post","2023","Social Research","Inner London - West","London","Female","335","320","49010","44740"
"In post","2023","Social Research","Inner London - West","London","Male","115","115","51810","55190"
"In post","2023","Social Research","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Leicestershire, Rutland and Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Merseyside","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Social Research","Merseyside","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Social Research","North Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Northumberland, and Tyne and Wear","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Social Research","Northumberland, and Tyne and Wear","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Social Research","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outer London - South","London","Female","20","15","[c]","[c]"
"In post","2023","Social Research","Outer London - South","London","Male","10","10","[c]","[c]"
"In post","2023","Social Research","Shropshire and Staffordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Shropshire and Staffordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South Yorkshire","Outside London","Female","50","50","42820","42710"
"In post","2023","Social Research","South Yorkshire","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Social Research","Southern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Southern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Surrey, East and West Sussex","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Social Research","Surrey, East and West Sussex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Tees Valley and Durham","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Social Research","Tees Valley and Durham","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Social Research","West Central Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","West Central Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","West Midlands","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Social Research","West Midlands","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Social Research","West Wales and The Valleys","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Social Research","West Wales and The Valleys","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Social Research","West Yorkshire","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Social Research","West Yorkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Statistics","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Bedfordshire and Hertfordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Statistics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Statistics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Statistics","Cheshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Cornwall and Isles of Scilly","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Derbyshire and Nottinghamshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Statistics","Derbyshire and Nottinghamshire","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Statistics","Devon","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Statistics","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East Anglia","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Statistics","East Anglia","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Statistics","East Wales","Outside London","Female","180","170","44300","39980"
"In post","2023","Statistics","East Wales","Outside London","Male","225","220","44250","39300"
"In post","2023","Statistics","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Eastern Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Statistics","Eastern Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Statistics","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","105","95","42610","41050"
"In post","2023","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","105","100","40870","37620"
"In post","2023","Statistics","Greater Manchester","Outside London","Female","60","60","43620","42000"
"In post","2023","Statistics","Greater Manchester","Outside London","Male","90","90","41470","39430"
"In post","2023","Statistics","Hampshire and Isle of Wight","Outside London","Female","105","100","42440","39300"
"In post","2023","Statistics","Hampshire and Isle of Wight","Outside London","Male","110","105","42940","39300"
"In post","2023","Statistics","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Inner London - East","London","Female","95","90","53660","54540"
"In post","2023","Statistics","Inner London - East","London","Male","115","110","49630","45560"
"In post","2023","Statistics","Inner London - West","London","Female","420","405","47360","43840"
"In post","2023","Statistics","Inner London - West","London","Male","515","510","47610","43850"
"In post","2023","Statistics","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Lancashire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Merseyside","Outside London","Female","30","30","44920","41960"
"In post","2023","Statistics","Merseyside","Outside London","Male","45","45","41840","41780"
"In post","2023","Statistics","Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North Yorkshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Statistics","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Northumberland, and Tyne and Wear","Outside London","Female","55","50","44200","38470"
"In post","2023","Statistics","Northumberland, and Tyne and Wear","Outside London","Male","55","55","43880","38470"
"In post","2023","Statistics","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outer London - South","London","Female","40","40","44720","43880"
"In post","2023","Statistics","Outer London - South","London","Male","30","30","39880","37180"
"In post","2023","Statistics","Outer London - West and North West","London","Female","10","10","[c]","[c]"
"In post","2023","Statistics","Outer London - West and North West","London","Male","10","10","[c]","[c]"
"In post","2023","Statistics","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Shropshire and Staffordshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Statistics","Shropshire and Staffordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Statistics","South Yorkshire","Outside London","Female","70","65","43980","43250"
"In post","2023","Statistics","South Yorkshire","Outside London","Male","75","75","45350","43250"
"In post","2023","Statistics","Surrey, East and West Sussex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Surrey, East and West Sussex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Tees Valley and Durham","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Statistics","Tees Valley and Durham","Outside London","Male","35","35","39770","37760"
"In post","2023","Statistics","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","West Central Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Statistics","West Central Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Statistics","West Midlands","Outside London","Female","40","40","38500","35510"
"In post","2023","Statistics","West Midlands","Outside London","Male","40","40","42390","40260"
"In post","2023","Statistics","West Wales and The Valleys","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Statistics","West Wales and The Valleys","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Statistics","West Yorkshire","Outside London","Female","40","40","41350","38470"
"In post","2023","Statistics","West Yorkshire","Outside London","Male","45","40","44080","38470"
"In post","2023","Tax","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","80","70","40560","36990"
"In post","2023","Tax","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","65","60","42760","36990"
"In post","2023","Tax","Derbyshire and Nottinghamshire","Outside London","Female","635","590","37430","35000"
"In post","2023","Tax","Derbyshire and Nottinghamshire","Outside London","Male","760","745","37820","35000"
"In post","2023","Tax","East Anglia","Outside London","Female","45","35","36970","34700"
"In post","2023","Tax","East Anglia","Outside London","Male","55","50","43600","36990"
"In post","2023","Tax","East Wales","Outside London","Female","770","715","34520","34700"
"In post","2023","Tax","East Wales","Outside London","Male","840","825","35950","34700"
"In post","2023","Tax","Eastern Scotland","Outside London","Female","425","385","34540","34400"
"In post","2023","Tax","Eastern Scotland","Outside London","Male","520","500","34830","34550"
"In post","2023","Tax","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","220","200","43400","36990"
"In post","2023","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","325","315","45750","42140"
"In post","2023","Tax","Greater Manchester","Outside London","Female","725","680","37470","35000"
"In post","2023","Tax","Greater Manchester","Outside London","Male","930","910","38360","35000"
"In post","2023","Tax","Hampshire and Isle of Wight","Outside London","Female","160","140","34330","34700"
"In post","2023","Tax","Hampshire and Isle of Wight","Outside London","Male","150","135","37970","35070"
"In post","2023","Tax","Inner London - East","London","Female","655","615","42650","39790"
"In post","2023","Tax","Inner London - East","London","Male","700","670","46920","42060"
"In post","2023","Tax","Inner London - West","London","Female","40","40","59130","63990"
"In post","2023","Tax","Inner London - West","London","Male","60","60","64740","65230"
"In post","2023","Tax","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Kent","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Tax","Lancashire","Outside London","Female","50","40","31900","27890"
"In post","2023","Tax","Lancashire","Outside London","Male","50","45","33020","22520"
"In post","2023","Tax","Merseyside","Outside London","Female","720","665","35630","34700"
"In post","2023","Tax","Merseyside","Outside London","Male","660","640","37660","34700"
"In post","2023","Tax","Northern Ireland","Outside London","Female","370","345","35740","34700"
"In post","2023","Tax","Northern Ireland","Outside London","Male","380","370","38140","35000"
"In post","2023","Tax","Northumberland, and Tyne and Wear","Outside London","Female","1085","1010","32750","28130"
"In post","2023","Tax","Northumberland, and Tyne and Wear","Outside London","Male","1055","1030","35040","34700"
"In post","2023","Tax","Outer London - South","London","Female","380","350","43190","39790"
"In post","2023","Tax","Outer London - South","London","Male","500","470","47490","42060"
"In post","2023","Tax","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Shropshire and Staffordshire","Outside London","Female","35","35","42020","35330"
"In post","2023","Tax","Shropshire and Staffordshire","Outside London","Male","30","25","[c]","[c]"
"In post","2023","Tax","Southern Scotland","Outside London","Female","155","135","32600","29730"
"In post","2023","Tax","Southern Scotland","Outside London","Male","110","100","34320","34700"
"In post","2023","Tax","Surrey, East and West Sussex","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Tax","Surrey, East and West Sussex","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Tax","Tees Valley and Durham","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Tax","Tees Valley and Durham","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Tax","West Central Scotland","Outside London","Female","370","335","37490","35000"
"In post","2023","Tax","West Central Scotland","Outside London","Male","400","385","40550","35000"
"In post","2023","Tax","West Midlands","Outside London","Female","620","575","36850","34700"
"In post","2023","Tax","West Midlands","Outside London","Male","695","675","38980","35000"
"In post","2023","Tax","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Tax","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Tax","West Yorkshire","Outside London","Female","655","600","35930","34700"
"In post","2023","Tax","West Yorkshire","Outside London","Male","835","815","36200","34700"
"In post","2023","Unknown","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","60","55","32770","28120"
"In post","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","40","40","33900","28130"
"In post","2023","Unknown","Cheshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cornwall and Isles of Scilly","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Derbyshire and Nottinghamshire","Outside London","Female","220","210","37440","34700"
"In post","2023","Unknown","Derbyshire and Nottinghamshire","Outside London","Male","210","205","38720","34700"
"In post","2023","Unknown","Devon","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Devon","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Anglia","Outside London","Female","35","30","48480","40380"
"In post","2023","Unknown","East Anglia","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Unknown","East Wales","Outside London","Female","175","170","36420","35000"
"In post","2023","Unknown","East Wales","Outside London","Male","170","165","35790","33190"
"In post","2023","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Eastern Scotland","Outside London","Female","5550","5215","43360","38330"
"In post","2023","Unknown","Eastern Scotland","Outside London","Male","4430","4345","43950","38330"
"In post","2023","Unknown","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","175","170","43840","38120"
"In post","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","155","150","41490","35000"
"In post","2023","Unknown","Greater Manchester","Outside London","Female","330","320","37450","34700"
"In post","2023","Unknown","Greater Manchester","Outside London","Male","330","330","37400","34700"
"In post","2023","Unknown","Hampshire and Isle of Wight","Outside London","Female","50","50","40540","29550"
"In post","2023","Unknown","Hampshire and Isle of Wight","Outside London","Male","90","90","68900","80770"
"In post","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Highlands and Islands","Outside London","Female","365","340","34030","31940"
"In post","2023","Unknown","Highlands and Islands","Outside London","Male","390","380","35520","32220"
"In post","2023","Unknown","Inner London - East","London","Female","515","500","48780","45170"
"In post","2023","Unknown","Inner London - East","London","Male","550","540","52090","45960"
"In post","2023","Unknown","Inner London - West","London","Female","2845","2755","47450","41950"
"In post","2023","Unknown","Inner London - West","London","Male","1795","1780","51710","45960"
"In post","2023","Unknown","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Kent","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Lancashire","Outside London","Female","55","50","37720","33990"
"In post","2023","Unknown","Lancashire","Outside London","Male","55","50","34230","25190"
"In post","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Merseyside","Outside London","Female","185","175","37590","34700"
"In post","2023","Unknown","Merseyside","Outside London","Male","170","170","38840","34700"
"In post","2023","Unknown","North Eastern Scotland","Outside London","Female","360","335","37890","34730"
"In post","2023","Unknown","North Eastern Scotland","Outside London","Male","315","305","40020","34730"
"In post","2023","Unknown","North Yorkshire","Outside London","Female","195","180","31400","27430"
"In post","2023","Unknown","North Yorkshire","Outside London","Male","135","135","32790","27110"
"In post","2023","Unknown","Northern Ireland","Outside London","Female","60","55","35370","34700"
"In post","2023","Unknown","Northern Ireland","Outside London","Male","55","55","30830","28130"
"In post","2023","Unknown","Northumberland, and Tyne and Wear","Outside London","Female","345","325","34810","34400"
"In post","2023","Unknown","Northumberland, and Tyne and Wear","Outside London","Male","290","285","36720","34400"
"In post","2023","Unknown","Outer London - East and North East","London","Female","10","5","[c]","[c]"
"In post","2023","Unknown","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outer London - South","London","Female","165","160","46260","39790"
"In post","2023","Unknown","Outer London - South","London","Male","150","150","45960","39790"
"In post","2023","Unknown","Outer London - West and North West","London","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Outer London - West and North West","London","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Overseas","Overseas","Female","80","80","61010","58940"
"In post","2023","Unknown","Overseas","Overseas","Male","85","85","[c]","[c]"
"In post","2023","Unknown","Shropshire and Staffordshire","Outside London","Female","90","90","41800","36990"
"In post","2023","Unknown","Shropshire and Staffordshire","Outside London","Male","185","185","42930","41780"
"In post","2023","Unknown","South Yorkshire","Outside London","Female","30","30","39950","34170"
"In post","2023","Unknown","South Yorkshire","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Southern Scotland","Outside London","Female","580","535","32880","29450"
"In post","2023","Unknown","Southern Scotland","Outside London","Male","500","490","33890","30440"
"In post","2023","Unknown","Surrey, East and West Sussex","Outside London","Female","85","75","39060","36660"
"In post","2023","Unknown","Surrey, East and West Sussex","Outside London","Male","115","115","43550","42960"
"In post","2023","Unknown","Tees Valley and Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tees Valley and Durham","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Female","60","55","47910","41050"
"In post","2023","Unknown","Unknown","Unknown","Male","60","60","33510","26880"
"In post","2023","Unknown","West Central Scotland","Outside London","Female","3300","3140","39100","33980"
"In post","2023","Unknown","West Central Scotland","Outside London","Male","2400","2365","40760","34730"
"In post","2023","Unknown","West Midlands","Outside London","Female","260","245","38680","34700"
"In post","2023","Unknown","West Midlands","Outside London","Male","205","200","38440","34700"
"In post","2023","Unknown","West Wales and The Valleys","Outside London","Female","50","50","36480","33040"
"In post","2023","Unknown","West Wales and The Valleys","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Unknown","West Yorkshire","Outside London","Female","510","490","40710","38120"
"In post","2023","Unknown","West Yorkshire","Outside London","Male","425","415","40940","35000"
"In post","2023","Veterinarian","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
