"Status","Year","Profession_of_post","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data and Technology","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kent","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kent","Outside London","Male","30","30","41450","37350"
"In post","2023","Digital, Data and Technology","Lancashire","Outside London","Female","395","370","41260","38470"
"In post","2023","Digital, Data and Technology","Lancashire","Outside London","Male","595","580","44830","39800"
"In post","2023","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Outside London","Female","35","35","40270","37300"
"In post","2023","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Outside London","Male","55","55","37100","35610"
"In post","2023","Digital, Data and Technology","Lincolnshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lincolnshire","Outside London","Male","40","35","35410","31810"
"In post","2023","Digital, Data and Technology","Merseyside","Outside London","Female","220","205","39480","35000"
"In post","2023","Digital, Data and Technology","Merseyside","Outside London","Male","440","435","40060","36990"
"In post","2023","Digital, Data and Technology","North Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Eastern Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Yorkshire","Outside London","Female","80","75","40470","38050"
"In post","2023","Digital, Data and Technology","North Yorkshire","Outside London","Male","135","130","42910","40740"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","Female","30","30","40480","34850"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","Male","45","45","40330","35000"
"In post","2023","Digital, Data and Technology","Northumberland, and Tyne and Wear","Outside London","Female","750","700","42370","38470"
"In post","2023","Digital, Data and Technology","Northumberland, and Tyne and Wear","Outside London","Male","1480","1450","44660","41480"
"In post","2023","Digital, Data and Technology","Outer London - East and North East","London","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Outer London - East and North East","London","Male","25","25","[c]","[c]"
"In post","2023","Digital, Data and Technology","Outer London - South","London","Female","345","340","52550","46210"
"In post","2023","Digital, Data and Technology","Outer London - South","London","Male","570","560","54330","50030"
"In post","2023","Digital, Data and Technology","Outer London - West and North West","London","Female","125","120","43510","41870"
"In post","2023","Digital, Data and Technology","Outer London - West and North West","London","Male","230","230","44900","43210"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","Male","35","35","44760","43480"
"In post","2023","Digital, Data and Technology","Shropshire and Staffordshire","Outside London","Female","210","200","43740","41780"
"In post","2023","Digital, Data and Technology","Shropshire and Staffordshire","Outside London","Male","405","400","43540","41780"
"In post","2023","Digital, Data and Technology","South Yorkshire","Outside London","Female","235","225","46980","44170"
"In post","2023","Digital, Data and Technology","South Yorkshire","Outside London","Male","460","455","46310","41590"
"In post","2023","Digital, Data and Technology","Southern Scotland","Outside London","Female","65","65","42350","41270"
"In post","2023","Digital, Data and Technology","Southern Scotland","Outside London","Male","175","175","43520","41780"
"In post","2023","Digital, Data and Technology","Surrey, East and West Sussex","Outside London","Female","110","105","41750","37680"
"In post","2023","Digital, Data and Technology","Surrey, East and West Sussex","Outside London","Male","145","140","45830","42510"
"In post","2023","Digital, Data and Technology","Tees Valley and Durham","Outside London","Female","95","95","38410","37590"
"In post","2023","Digital, Data and Technology","Tees Valley and Durham","Outside London","Male","105","105","39320","34850"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Digital, Data and Technology","West Central Scotland","Outside London","Female","120","115","39720","36770"
"In post","2023","Digital, Data and Technology","West Central Scotland","Outside London","Male","270","270","40270","35360"
"In post","2023","Digital, Data and Technology","West Midlands","Outside London","Female","290","280","42700","38380"
"In post","2023","Digital, Data and Technology","West Midlands","Outside London","Male","505","500","43190","38820"
"In post","2023","Digital, Data and Technology","West Wales and The Valleys","Outside London","Female","325","310","36160","32950"
"In post","2023","Digital, Data and Technology","West Wales and The Valleys","Outside London","Male","725","720","43210","40850"
"In post","2023","Digital, Data and Technology","West Yorkshire","Outside London","Female","325","310","43900","40360"
"In post","2023","Digital, Data and Technology","West Yorkshire","Outside London","Male","525","515","44530","41630"
"In post","2023","Economics","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Derbyshire and Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Anglia","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Anglia","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Wales","Outside London","Female","70","65","39010","35420"
"In post","2023","Economics","East Wales","Outside London","Male","85","85","42610","35190"
"In post","2023","Economics","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Eastern Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Economics","Eastern Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Economics","Greater Manchester","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Economics","Greater Manchester","Outside London","Male","75","70","40250","35000"
"In post","2023","Economics","Hampshire and Isle of Wight","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Economics","Hampshire and Isle of Wight","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Economics","Inner London - East","London","Female","85","80","59030","56210"
"In post","2023","Economics","Inner London - East","London","Male","175","175","56570","55130"
"In post","2023","Economics","Inner London - West","London","Female","500","480","49730","53500"
"In post","2023","Economics","Inner London - West","London","Male","825","820","50900","54330"
"In post","2023","Economics","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Lancashire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Merseyside","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Economics","Merseyside","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Economics","North Yorkshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Economics","North Yorkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Economics","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Northumberland, and Tyne and Wear","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Northumberland, and Tyne and Wear","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Outer London - South","London","Female","10","10","[c]","[c]"
"In post","2023","Economics","Outer London - South","London","Male","15","15","[c]","[c]"
"In post","2023","Economics","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South Yorkshire","Outside London","Female","10","5","[c]","[c]"
"In post","2023","Economics","South Yorkshire","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Economics","Southern Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Economics","Southern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Tees Valley and Durham","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Economics","Tees Valley and Durham","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Economics","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
