"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","UK Statistics Authority","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Counter Fraud","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Debt","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Debt","HM Revenue and Customs","30","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Legal","Attorney General's Departments","40","40","21060","20980"
"In post","2023","16-19","Declared non-disabled","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Department for Transport","45","40","21400","22500"
"In post","2023","16-19","Declared non-disabled","No function","Department for Work and Pensions","35","35","23160","21690"
"In post","2023","16-19","Declared non-disabled","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","HM Revenue and Customs","55","55","23300","22520"
"In post","2023","16-19","Declared non-disabled","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Ministry of Defence","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Ministry of Justice","200","200","25760","24070"
"In post","2023","16-19","Declared non-disabled","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Scottish Government","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Ministry of Defence","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Scottish Government","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Welsh Government","10","10","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Ministry of Defence","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","UK Statistics Authority","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Debt","HM Revenue and Customs","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Ministry of Defence","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Ministry of Defence","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","Attorney General's Departments","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
