"Status","Year","Disability","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","North West (England)","Unknown","Male","125","[c]","26450","23640"
"New entrant CS","2023","Declared non-disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","AA/AO","Female","40","[c]","22500","22520"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","AA/AO","Male","40","[c]","22470","22520"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","AA/AO","Female","585","[c]","22430","22180"
"New entrant CS","2023","Declared non-disabled","Scotland","AA/AO","Male","410","[c]","22470","22180"
"New entrant CS","2023","Declared non-disabled","Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","EO","Female","310","[c]","28140","29100"
"New entrant CS","2023","Declared non-disabled","Scotland","EO","Male","220","[c]","27850","28120"
"New entrant CS","2023","Declared non-disabled","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","G6/G7","Female","95","[c]","57180","52600"
"New entrant CS","2023","Declared non-disabled","Scotland","G6/G7","Male","95","[c]","59700","58770"
"New entrant CS","2023","Declared non-disabled","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","SEO/HEO","Female","285","[c]","37510","35020"
"New entrant CS","2023","Declared non-disabled","Scotland","SEO/HEO","Male","235","[c]","37840","34400"
"New entrant CS","2023","Declared non-disabled","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South East (England)","AA/AO","Female","565","[c]","25080","24070"
"New entrant CS","2023","Declared non-disabled","South East (England)","AA/AO","Male","590","[c]","26810","26000"
"New entrant CS","2023","Declared non-disabled","South East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South East (England)","EO","Female","135","[c]","27730","28120"
"New entrant CS","2023","Declared non-disabled","South East (England)","EO","Male","80","[c]","27960","27890"
"New entrant CS","2023","Declared non-disabled","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South East (England)","G6/G7","Female","45","[c]","61940","59440"
"New entrant CS","2023","Declared non-disabled","South East (England)","G6/G7","Male","50","[c]","62090","59450"
"New entrant CS","2023","Declared non-disabled","South East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South East (England)","SEO/HEO","Female","150","[c]","37870","37600"
"New entrant CS","2023","Declared non-disabled","South East (England)","SEO/HEO","Male","130","[c]","37270","37130"
"New entrant CS","2023","Declared non-disabled","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South East (England)","Unknown","Female","215","[c]","22670","23640"
"New entrant CS","2023","Declared non-disabled","South East (England)","Unknown","Male","70","[c]","23810","23640"
"New entrant CS","2023","Declared non-disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South West (England)","AA/AO","Female","415","[c]","22820","22150"
"New entrant CS","2023","Declared non-disabled","South West (England)","AA/AO","Male","325","[c]","24270","23230"
"New entrant CS","2023","Declared non-disabled","South West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South West (England)","EO","Female","160","[c]","26820","26650"
"New entrant CS","2023","Declared non-disabled","South West (England)","EO","Male","150","[c]","26890","26870"
"New entrant CS","2023","Declared non-disabled","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South West (England)","G6/G7","Female","85","[c]","55560","52600"
"New entrant CS","2023","Declared non-disabled","South West (England)","G6/G7","Male","100","[c]","56560","54840"
"New entrant CS","2023","Declared non-disabled","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South West (England)","SEO/HEO","Female","260","[c]","35790","34090"
"New entrant CS","2023","Declared non-disabled","South West (England)","SEO/HEO","Male","295","[c]","36990","34600"
"New entrant CS","2023","Declared non-disabled","South West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","South West (England)","Unknown","Female","170","[c]","25160","23640"
"New entrant CS","2023","Declared non-disabled","South West (England)","Unknown","Male","90","[c]","29090","23640"
"New entrant CS","2023","Declared non-disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wales","AA/AO","Female","655","[c]","22410","22500"
"New entrant CS","2023","Declared non-disabled","Wales","AA/AO","Male","460","[c]","22990","22500"
"New entrant CS","2023","Declared non-disabled","Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wales","EO","Female","150","[c]","27060","26900"
"New entrant CS","2023","Declared non-disabled","Wales","EO","Male","125","[c]","27340","26960"
"New entrant CS","2023","Declared non-disabled","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wales","G6/G7","Female","50","[c]","56020","53440"
"New entrant CS","2023","Declared non-disabled","Wales","G6/G7","Male","70","[c]","57580","53440"
"New entrant CS","2023","Declared non-disabled","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wales","SEO/HEO","Female","230","[c]","36720","36590"
"New entrant CS","2023","Declared non-disabled","Wales","SEO/HEO","Male","190","[c]","36920","35390"
"New entrant CS","2023","Declared non-disabled","Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wales","Unknown","Female","100","[c]","22820","23640"
"New entrant CS","2023","Declared non-disabled","Wales","Unknown","Male","40","[c]","23160","23640"
"New entrant CS","2023","Declared non-disabled","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","AA/AO","Female","585","[c]","23260","21780"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","AA/AO","Male","455","[c]","24220","22500"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","EO","Female","115","[c]","26990","27140"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","EO","Male","90","[c]","27380","27650"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","G6/G7","Female","65","[c]","59260","53400"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","G6/G7","Male","55","[c]","58970","56570"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","SEO/HEO","Female","180","[c]","37120","35990"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","SEO/HEO","Male","180","[c]","38650","37750"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","Unknown","Female","140","[c]","23040","23640"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","Unknown","Male","40","[c]","22660","23640"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","AA/AO","Female","550","[c]","24380","23230"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","AA/AO","Male","455","[c]","25340","23230"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","EO","Female","160","[c]","27340","27650"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","EO","Male","120","[c]","27090","27650"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","G6/G7","Female","95","[c]","56500","52600"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","G6/G7","Male","80","[c]","59250","55890"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","SEO/HEO","Female","190","[c]","37510","37680"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","SEO/HEO","Male","150","[c]","35900","34700"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","Unknown","Female","200","[c]","22650","23640"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","Unknown","Male","70","[c]","22970","23640"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Midlands (England)","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","SEO/HEO","Female","45","[c]","35920","35410"
"New entrant CS","2023","Undeclared","London","SEO/HEO","Male","50","[c]","37390","35410"
"New entrant CS","2023","Undeclared","London","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","London","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North East (England)","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","AA/AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North West (England)","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South East (England)","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","EO","Female","[c]","[c]","[c]","[c]"
