"Status","Year","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Attorney General's Departments","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","G6/G7","Heterosexual / straight","205","[c]","53690","52020"
"New entrant CS","2023","Attorney General's Departments","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","G6/G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","SEO/HEO","Heterosexual / straight","215","[c]","38730","38760"
"New entrant CS","2023","Attorney General's Departments","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","AA/AO","Heterosexual / straight","85","[c]","21320","21720"
"New entrant CS","2023","Cabinet Office","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","AA/AO","Unknown","30","[c]","20880","21720"
"New entrant CS","2023","Cabinet Office","EO","Heterosexual / straight","55","[c]","25770","24610"
"New entrant CS","2023","Cabinet Office","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","EO","Unknown","50","[c]","25660","24330"
"New entrant CS","2023","Cabinet Office","G6/G7","Heterosexual / straight","115","[c]","57180","56150"
"New entrant CS","2023","Cabinet Office","G6/G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","G6/G7","Unknown","90","[c]","68640","69000"
"New entrant CS","2023","Cabinet Office","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","SCS level","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","SEO/HEO","Heterosexual / straight","170","[c]","35570","35240"
"New entrant CS","2023","Cabinet Office","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office","SEO/HEO","Unknown","520","[c]","29400","28840"
"New entrant CS","2023","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","Heterosexual / straight","30","[c]","33680","30170"
"New entrant CS","2023","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","Heterosexual / straight","35","[c]","65140","61880"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","50","[c]","36780","34110"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","180","[c]","21310","21380"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","30","[c]","21220","21380"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","55","[c]","21900","21380"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","135","[c]","26980","25610"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","EO","Undeclared","30","[c]","27230","26650"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","EO","Unknown","70","[c]","27460","25310"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","75","[c]","53670","52520"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","350","[c]","36870","36230"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","40","[c]","36780","35020"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","40","[c]","38240","37420"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","125","[c]","36650","35530"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","55","[c]","35350","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","EO","Heterosexual / straight","85","[c]","26310","25900"
"New entrant CS","2023","Department for Education","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","EO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","G6/G7","Heterosexual / straight","60","[c]","55750","51460"
"New entrant CS","2023","Department for Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","SEO/HEO","Heterosexual / straight","165","[c]","35040","34480"
"New entrant CS","2023","Department for Education","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","SEO/HEO","Unknown","40","[c]","33310","34030"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","415","[c]","22450","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","70","[c]","22420","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","45","[c]","22720","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","180","[c]","22250","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","230","[c]","26620","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","EO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","EO","Unknown","85","[c]","26150","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","180","[c]","54210","54330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","45","[c]","55490","54330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","400","[c]","34920","33830"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","50","[c]","35930","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","55","[c]","35430","34220"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","120","[c]","34990","34020"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","EO","Heterosexual / straight","80","[c]","27760","29280"
"New entrant CS","2023","Department for International Trade","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","EO","Unknown","70","[c]","24640","25660"
"New entrant CS","2023","Department for International Trade","G6/G7","Heterosexual / straight","75","[c]","58260","56400"
"New entrant CS","2023","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","G6/G7","Unknown","40","[c]","57640","55370"
"New entrant CS","2023","Department for International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","SEO/HEO","Heterosexual / straight","310","[c]","38330","38050"
"New entrant CS","2023","Department for International Trade","SEO/HEO","LGBO","35","[c]","36130","35010"
"New entrant CS","2023","Department for International Trade","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","SEO/HEO","Unknown","115","[c]","39020","39170"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","35","[c]","22300","21960"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","30","[c]","20190","18300"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","90","[c]","50930","49700"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","90","[c]","34870","33880"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","AA/AO","Heterosexual / straight","575","[c]","22850","22500"
"New entrant CS","2023","Department for Transport","AA/AO","LGBO","55","[c]","22260","22500"
"New entrant CS","2023","Department for Transport","AA/AO","Undeclared","30","[c]","23600","22500"
"New entrant CS","2023","Department for Transport","AA/AO","Unknown","300","[c]","23480","22500"
"New entrant CS","2023","Department for Transport","EO","Heterosexual / straight","185","[c]","27570","26780"
"New entrant CS","2023","Department for Transport","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","EO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","EO","Unknown","240","[c]","27340","26780"
"New entrant CS","2023","Department for Transport","G6/G7","Heterosexual / straight","40","[c]","58920","55460"
"New entrant CS","2023","Department for Transport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","SEO/HEO","Heterosexual / straight","195","[c]","36680","35400"
"New entrant CS","2023","Department for Transport","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","SEO/HEO","Unknown","85","[c]","35870","35400"
"New entrant CS","2023","Department for Work and Pensions","AA/AO","Heterosexual / straight","1325","[c]","21890","21690"
"New entrant CS","2023","Department for Work and Pensions","AA/AO","LGBO","125","[c]","22090","21690"
"New entrant CS","2023","Department for Work and Pensions","AA/AO","Undeclared","85","[c]","22040","21690"
"New entrant CS","2023","Department for Work and Pensions","AA/AO","Unknown","300","[c]","21800","21690"
"New entrant CS","2023","Department for Work and Pensions","EO","Heterosexual / straight","715","[c]","28090","28120"
"New entrant CS","2023","Department for Work and Pensions","EO","LGBO","90","[c]","27990","28120"
"New entrant CS","2023","Department for Work and Pensions","EO","Undeclared","45","[c]","28200","28120"
"New entrant CS","2023","Department for Work and Pensions","EO","Unknown","125","[c]","27590","28120"
"New entrant CS","2023","Department for Work and Pensions","G6/G7","Heterosexual / straight","155","[c]","58410","56570"
"New entrant CS","2023","Department for Work and Pensions","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","G6/G7","Unknown","40","[c]","58100","56120"
"New entrant CS","2023","Department for Work and Pensions","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","475","[c]","37910","38000"
"New entrant CS","2023","Department for Work and Pensions","SEO/HEO","LGBO","60","[c]","35960","34170"
"New entrant CS","2023","Department for Work and Pensions","SEO/HEO","Undeclared","40","[c]","37090","37110"
"New entrant CS","2023","Department for Work and Pensions","SEO/HEO","Unknown","95","[c]","37260","38470"
"New entrant CS","2023","Department of Health and Social Care","AA/AO","Heterosexual / straight","50","[c]","22560","22820"
"New entrant CS","2023","Department of Health and Social Care","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","AA/AO","Unknown","110","[c]","21880","20750"
"New entrant CS","2023","Department of Health and Social Care","EO","Heterosexual / straight","115","[c]","27140","27840"
"New entrant CS","2023","Department of Health and Social Care","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","EO","Undeclared","70","[c]","27250","27960"
"New entrant CS","2023","Department of Health and Social Care","EO","Unknown","100","[c]","26260","27060"
"New entrant CS","2023","Department of Health and Social Care","G6/G7","Heterosexual / straight","130","[c]","57900","54090"
"New entrant CS","2023","Department of Health and Social Care","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","G6/G7","Undeclared","35","[c]","56420","54660"
"New entrant CS","2023","Department of Health and Social Care","G6/G7","Unknown","145","[c]","60450","54130"
"New entrant CS","2023","Department of Health and Social Care","SCS level","Heterosexual / straight","35","[c]","98980","95000"
"New entrant CS","2023","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","SCS level","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","225","[c]","36420","35500"
"New entrant CS","2023","Department of Health and Social Care","SEO/HEO","LGBO","35","[c]","36310","34190"
"New entrant CS","2023","Department of Health and Social Care","SEO/HEO","Undeclared","95","[c]","35610","34190"
"New entrant CS","2023","Department of Health and Social Care","SEO/HEO","Unknown","235","[c]","36740","37060"
"New entrant CS","2023","Estyn","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","Unknown","30","[c]","26320","26910"
"New entrant CS","2023","Food Standards Agency","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","SEO/HEO","Heterosexual / straight","55","[c]","35000","33000"
"New entrant CS","2023","Food Standards Agency","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","SEO/HEO","Unknown","35","[c]","34360","31260"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
