"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","National Records of Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Records of Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Records of Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Records of Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Records of Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Records of Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Budget Responsibility","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Budget Responsibility","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Queen Elizabeth II Centre","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Queen Elizabeth II Centre","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Queen Elizabeth II Centre","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Queen Elizabeth II Centre","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Queen Elizabeth II Centre","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Queen Elizabeth II Centre","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Registers of Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Registers of Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Registers of Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Registers of Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Registers of Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Registers of Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Revenue Scotland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Revenue Scotland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Royal Fleet Auxiliary","Unknown","Male","40","[c]","39840","37920"
"Leaver CS","2023","30-39","Rural Payments Agency","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Rural Payments Agency","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Rural Payments Agency","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Rural Payments Agency","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Rural Payments Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Rural Payments Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Rural Payments Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Rural Payments Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Fiscal Commission","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Fiscal Commission","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Forestry","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Forestry","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Forestry","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Forestry","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Forestry","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Forestry","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Public Pensions Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Public Pensions Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Public Pensions Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Public Pensions Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Student Awards Agency for Scotland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Student Awards Agency for Scotland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Student Awards Agency for Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Student Awards Agency for Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Submarine Delivery Agency","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Submarine Delivery Agency","Unknown","Male","35","[c]","39520","39840"
"Leaver CS","2023","30-39","Teaching Regulation Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Teaching Regulation Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","EO","Female","45","[c]","26000","26010"
"Leaver CS","2023","30-39","UK Health Security Agency","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","G7","Female","30","[c]","52140","52000"
"Leaver CS","2023","30-39","UK Health Security Agency","G7","Male","35","[c]","52180","52610"
"Leaver CS","2023","30-39","UK Health Security Agency","HEO","Female","70","[c]","32390","32790"
"Leaver CS","2023","30-39","UK Health Security Agency","HEO","Male","40","[c]","31590","31450"
"Leaver CS","2023","30-39","UK Health Security Agency","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","SEO","Female","100","[c]","39960","40650"
"Leaver CS","2023","30-39","UK Health Security Agency","SEO","Male","40","[c]","39710","40070"
"Leaver CS","2023","30-39","UK Hydrographic Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","SEO","Male","10","[c]","[c]","[c]"
