"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Debt","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","AA/AO","70","[c]","22660","22430"
"New entrant CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","EO","305","[c]","27510","27650"
"New entrant CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","G6/G7","55","[c]","54300","54500"
"New entrant CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","500","[c]","36110","35410"
"New entrant CS","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","AA/AO","10","[c]","22260","22220"
"New entrant CS","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","EO","10","[c]","26940","27080"
"New entrant CS","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Operational Delivery","AA/AO","25","[c]","20670","20660"
"New entrant CS","2023","20-29","Digital, Data & Technology","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Other","AA/AO","20","[c]","18850","19080"
"New entrant CS","2023","20-29","Digital, Data & Technology","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Science and Engineering","EO","25","[c]","25270","24150"
"New entrant CS","2023","20-29","Digital, Data & Technology","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","AA/AO","20","[c]","18220","18300"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","EO","20","[c]","27390","27650"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","SEO/HEO","20","[c]","37260","35240"
"New entrant CS","2023","20-29","Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Finance","AA/AO","90","[c]","22760","22520"
"New entrant CS","2023","20-29","Finance","Finance","EO","95","[c]","26830","27080"
"New entrant CS","2023","20-29","Finance","Finance","G6/G7","10","[c]","55070","54210"
"New entrant CS","2023","20-29","Finance","Finance","SEO/HEO","90","[c]","34530","33830"
"New entrant CS","2023","20-29","Finance","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Operational Delivery","AA/AO","15","[c]","22520","22520"
"New entrant CS","2023","20-29","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","Operational Delivery","AA/AO","105","[c]","22030","22150"
"New entrant CS","2023","20-29","Grants Management","Operational Delivery","EO","15","[c]","24060","25920"
"New entrant CS","2023","20-29","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Human Resources","AA/AO","105","[c]","22040","22220"
"New entrant CS","2023","20-29","Human Resources","Human Resources","EO","115","[c]","27010","27080"
"New entrant CS","2023","20-29","Human Resources","Human Resources","G6/G7","10","[c]","53500","54330"
"New entrant CS","2023","20-29","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Human Resources","SEO/HEO","105","[c]","32990","32260"
"New entrant CS","2023","20-29","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Finance","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Legal","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Legal","EO","120","[c]","28320","27760"
"New entrant CS","2023","20-29","Legal","Legal","G6/G7","50","[c]","53230","52360"
"New entrant CS","2023","20-29","Legal","Legal","SEO/HEO","65","[c]","40580","39110"
"New entrant CS","2023","20-29","Legal","Operational Delivery","AA/AO","295","[c]","22050","21890"
"New entrant CS","2023","20-29","Legal","Operational Delivery","EO","105","[c]","27650","27760"
"New entrant CS","2023","20-29","Legal","Operational Delivery","SEO/HEO","20","[c]","32450","32140"
"New entrant CS","2023","20-29","Legal","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Digital, Data and Technology","SEO/HEO","15","[c]","37140","36000"
"New entrant CS","2023","20-29","No function","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Economics","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Economics","SEO/HEO","20","[c]","35850","36000"
"New entrant CS","2023","20-29","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Geography","AA/AO","15","[c]","21690","21690"
"New entrant CS","2023","20-29","No function","Geography","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Geography","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Intelligence Analysis","EO","50","[c]","27410","27080"
"New entrant CS","2023","20-29","No function","Intelligence Analysis","SEO/HEO","10","[c]","36990","37430"
"New entrant CS","2023","20-29","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","International Trade","EO","35","[c]","27590","29280"
"New entrant CS","2023","20-29","No function","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","International Trade","SEO/HEO","80","[c]","35610","35010"
"New entrant CS","2023","20-29","No function","Knowledge and Information Management","AA/AO","15","[c]","22970","21960"
"New entrant CS","2023","20-29","No function","Knowledge and Information Management","EO","15","[c]","27070","25780"
"New entrant CS","2023","20-29","No function","Knowledge and Information Management","SEO/HEO","10","[c]","33140","33090"
"New entrant CS","2023","20-29","No function","Medicine","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Medicine","EO","15","[c]","30110","29480"
"New entrant CS","2023","20-29","No function","Medicine","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Medicine","SEO/HEO","15","[c]","35650","33830"
"New entrant CS","2023","20-29","No function","Operational Delivery","AA/AO","7620","[c]","24670","22520"
"New entrant CS","2023","20-29","No function","Operational Delivery","EO","1955","[c]","27310","25880"
"New entrant CS","2023","20-29","No function","Operational Delivery","G6/G7","25","[c]","55060","53400"
"New entrant CS","2023","20-29","No function","Operational Delivery","SEO/HEO","380","[c]","35020","33200"
"New entrant CS","2023","20-29","No function","Operational Delivery","Unknown","1970","[c]","22700","23640"
"New entrant CS","2023","20-29","No function","Operational Research","AA/AO","30","[c]","22520","22520"
"New entrant CS","2023","20-29","No function","Operational Research","SEO/HEO","10","[c]","34950","34530"
"New entrant CS","2023","20-29","No function","Other","AA/AO","130","[c]","22000","22260"
"New entrant CS","2023","20-29","No function","Other","EO","85","[c]","28450","29280"
"New entrant CS","2023","20-29","No function","Other","SEO/HEO","30","[c]","35720","33500"
"New entrant CS","2023","20-29","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Policy","AA/AO","75","[c]","21620","20750"
"New entrant CS","2023","20-29","No function","Policy","EO","270","[c]","27550","28510"
"New entrant CS","2023","20-29","No function","Policy","G6/G7","55","[c]","54480","54330"
"New entrant CS","2023","20-29","No function","Policy","SEO/HEO","655","[c]","34570","34030"
"New entrant CS","2023","20-29","No function","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Project Delivery","EO","15","[c]","28690","29750"
"New entrant CS","2023","20-29","No function","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Project Delivery","SEO/HEO","25","[c]","35460","36000"
"New entrant CS","2023","20-29","No function","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Psychology","AA/AO","20","[c]","24550","24070"
"New entrant CS","2023","20-29","No function","Psychology","EO","55","[c]","28820","28480"
"New entrant CS","2023","20-29","No function","Psychology","SEO/HEO","25","[c]","31060","30940"
"New entrant CS","2023","20-29","No function","Science and Engineering","AA/AO","135","[c]","23290","22220"
"New entrant CS","2023","20-29","No function","Science and Engineering","EO","90","[c]","27310","27320"
"New entrant CS","2023","20-29","No function","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Science and Engineering","SEO/HEO","115","[c]","36230","33830"
"New entrant CS","2023","20-29","No function","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Statistics","AA/AO","15","[c]","23500","23500"
"New entrant CS","2023","20-29","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Tax","EO","15","[c]","27950","27650"
"New entrant CS","2023","20-29","No function","Tax","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Tax","SEO/HEO","55","[c]","35920","34400"
"New entrant CS","2023","20-29","No function","Unknown","AA/AO","240","[c]","23020","22520"
"New entrant CS","2023","20-29","No function","Unknown","EO","90","[c]","28190","28770"
"New entrant CS","2023","20-29","No function","Unknown","G6/G7","15","[c]","55240","55190"
"New entrant CS","2023","20-29","No function","Unknown","SEO/HEO","115","[c]","35360","34300"
"New entrant CS","2023","20-29","No function","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Veterinarian","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Operational Delivery","AA/AO","20","[c]","21310","22150"
"New entrant CS","2023","20-29","Project Delivery","Operational Delivery","EO","15","[c]","26860","27840"
"New entrant CS","2023","20-29","Project Delivery","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Operational Delivery","SEO/HEO","15","[c]","32020","31000"
"New entrant CS","2023","20-29","Project Delivery","Operational Delivery","Unknown","25","[c]","24050","21100"
"New entrant CS","2023","20-29","Project Delivery","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Operational Research","SEO/HEO","10","[c]","32080","30650"
"New entrant CS","2023","20-29","Project Delivery","Other","AA/AO","15","[c]","18610","19080"
"New entrant CS","2023","20-29","Project Delivery","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Other","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Policy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Policy","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Policy","SEO/HEO","15","[c]","37900","39110"
"New entrant CS","2023","20-29","Project Delivery","Project Delivery","AA/AO","90","[c]","22510","23200"
"New entrant CS","2023","20-29","Project Delivery","Project Delivery","EO","120","[c]","26420","26000"
"New entrant CS","2023","20-29","Project Delivery","Project Delivery","G6/G7","15","[c]","58370","55130"
"New entrant CS","2023","20-29","Project Delivery","Project Delivery","SEO/HEO","260","[c]","33220","33450"
"New entrant CS","2023","20-29","Project Delivery","Project Delivery","Unknown","30","[c]","24280","19460"
"New entrant CS","2023","20-29","Project Delivery","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Science and Engineering","EO","10","[c]","25990","26650"
"New entrant CS","2023","20-29","Project Delivery","Science and Engineering","SEO/HEO","20","[c]","33380","33500"
"New entrant CS","2023","20-29","Project Delivery","Science and Engineering","Unknown","40","[c]","29230","27540"
"New entrant CS","2023","20-29","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Operational Delivery","AA/AO","50","[c]","22550","22520"
"New entrant CS","2023","20-29","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Other","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Property","AA/AO","105","[c]","22400","22520"
"New entrant CS","2023","20-29","Property","Property","EO","55","[c]","27110","27080"
"New entrant CS","2023","20-29","Property","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Property","SEO/HEO","55","[c]","34130","33830"
"New entrant CS","2023","20-29","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Security","AA/AO","210","[c]","26120","25350"
"New entrant CS","2023","20-29","Security","Security","EO","25","[c]","28570","27650"
"New entrant CS","2023","20-29","Security","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Security","SEO/HEO","20","[c]","36220","34850"
"New entrant CS","2023","20-29","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Unknown","AA/AO","30","[c]","21480","21720"
"New entrant CS","2023","20-29","Security","Unknown","EO","30","[c]","25240","24330"
"New entrant CS","2023","20-29","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Human Resources","AA/AO","35","[c]","22170","22150"
"New entrant CS","2023","20-29","Unknown","Inspector of Education and Training","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","AA/AO","20","[c]","21880","22150"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Other","AA/AO","15","[c]","19560","19280"
"New entrant CS","2023","20-29","Unknown","Other","EO","10","[c]","26770","27840"
"New entrant CS","2023","20-29","Unknown","Other","SEO/HEO","35","[c]","28250","27330"
"New entrant CS","2023","20-29","Unknown","Other","Unknown","80","[c]","22070","17660"
"New entrant CS","2023","20-29","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Policy","AA/AO","25","[c]","23160","21690"
"New entrant CS","2023","20-29","Unknown","Policy","EO","25","[c]","25370","26900"
"New entrant CS","2023","20-29","Unknown","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Policy","SEO/HEO","30","[c]","36480","35410"
"New entrant CS","2023","20-29","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","AA/AO","30","[c]","19680","19280"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","SEO/HEO","140","[c]","28970","28840"
"New entrant CS","2023","20-29","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Social Research","SEO/HEO","10","[c]","33380","32460"
"New entrant CS","2023","20-29","Unknown","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","AA/AO","460","[c]","22810","22180"
"New entrant CS","2023","20-29","Unknown","Unknown","EO","305","[c]","28370","29100"
"New entrant CS","2023","20-29","Unknown","Unknown","G6/G7","30","[c]","54680","52360"
"New entrant CS","2023","20-29","Unknown","Unknown","SEO/HEO","415","[c]","32750","28840"
"New entrant CS","2023","30-39","Analysis","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Economics","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Economics","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
