"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Knowledge and Information Management","EO","10","10","28250","28120"
"In post","2023","30-39","Legal","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Knowledge and Information Management","SEO/HEO","10","10","34670","34170"
"In post","2023","30-39","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Legal","EO","115","110","29880","28410"
"In post","2023","30-39","Legal","Legal","G6/G7","1830","1750","57720","54230"
"In post","2023","30-39","Legal","Legal","SCS level","35","35","81190","80000"
"In post","2023","30-39","Legal","Legal","SEO/HEO","280","275","39670","38760"
"In post","2023","30-39","Legal","Operational Delivery","AA/AO","215","195","23360","22870"
"In post","2023","30-39","Legal","Operational Delivery","EO","245","235","27930","27890"
"In post","2023","30-39","Legal","Operational Delivery","G6/G7","15","15","58510","55850"
"In post","2023","30-39","Legal","Operational Delivery","SEO/HEO","110","105","35440","34400"
"In post","2023","30-39","Legal","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Other","G6/G7","15","15","58420","54460"
"In post","2023","30-39","Legal","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Policy","G6/G7","15","15","62450","59500"
"In post","2023","30-39","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Legal","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Tax","G6/G7","35","35","61490","57970"
"In post","2023","30-39","Legal","Tax","SEO/HEO","55","55","37390","35000"
"In post","2023","30-39","Legal","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Unknown","EO","15","15","29640","28130"
"In post","2023","30-39","Legal","Unknown","G6/G7","40","40","66190","65230"
"In post","2023","30-39","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Unknown","SEO/HEO","30","30","37280","35000"
"In post","2023","30-39","No function","Commercial","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","No function","Commercial","EO","20","20","30380","28480"
"In post","2023","30-39","No function","Commercial","G6/G7","15","15","65520","65250"
"In post","2023","30-39","No function","Commercial","SEO/HEO","70","70","44190","44700"
"In post","2023","30-39","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Communications","G6/G7","25","25","59850","59290"
"In post","2023","30-39","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Communications","SEO/HEO","30","30","39190","39190"
"In post","2023","30-39","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Counter Fraud","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","No function","Counter Fraud","EO","35","35","26660","25880"
"In post","2023","30-39","No function","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Counter Fraud","SEO/HEO","10","10","36010","35000"
"In post","2023","30-39","No function","Digital, Data and Technology","AA/AO","20","15","23100","22500"
"In post","2023","30-39","No function","Digital, Data and Technology","EO","15","15","27530","27070"
"In post","2023","30-39","No function","Digital, Data and Technology","G6/G7","110","110","62290","59760"
"In post","2023","30-39","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Digital, Data and Technology","SEO/HEO","75","70","39270","39190"
"In post","2023","30-39","No function","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Economics","G6/G7","50","45","62580","60890"
"In post","2023","30-39","No function","Economics","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","No function","Economics","SEO/HEO","20","15","41780","40340"
"In post","2023","30-39","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Finance","EO","5","5","[c]","[c]"
"In post","2023","30-39","No function","Finance","G6/G7","15","15","58180","58070"
"In post","2023","30-39","No function","Finance","SEO/HEO","15","15","37170","36180"
"In post","2023","30-39","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Geography","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","No function","Geography","EO","35","35","28590","27610"
"In post","2023","30-39","No function","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Geography","SEO/HEO","85","85","36970","34370"
"In post","2023","30-39","No function","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","No function","Human Resources","EO","10","10","29010","29750"
"In post","2023","30-39","No function","Human Resources","G6/G7","20","20","60270","57170"
"In post","2023","30-39","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Human Resources","SEO/HEO","35","35","37660","38460"
"In post","2023","30-39","No function","Inspector of Education and Training","G6/G7","55","55","75360","77470"
"In post","2023","30-39","No function","Inspector of Education and Training","SEO/HEO","85","85","51260","52750"
"In post","2023","30-39","No function","Intelligence Analysis","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","No function","Intelligence Analysis","EO","345","330","28020","27650"
"In post","2023","30-39","No function","Intelligence Analysis","G6/G7","35","35","60460","60220"
"In post","2023","30-39","No function","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Intelligence Analysis","SEO/HEO","265","265","38090","36460"
"In post","2023","30-39","No function","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","No function","International Trade","EO","25","20","27570","28130"
"In post","2023","30-39","No function","International Trade","G6/G7","335","335","58090","55500"
"In post","2023","30-39","No function","International Trade","SCS level","35","30","76450","75020"
"In post","2023","30-39","No function","International Trade","SEO/HEO","230","230","39010","40050"
"In post","2023","30-39","No function","Knowledge and Information Management","AA/AO","15","15","22090","21780"
"In post","2023","30-39","No function","Knowledge and Information Management","EO","45","40","28210","28120"
"In post","2023","30-39","No function","Knowledge and Information Management","G6/G7","35","30","58820","55720"
"In post","2023","30-39","No function","Knowledge and Information Management","SEO/HEO","90","90","35740","35210"
"In post","2023","30-39","No function","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Legal","G6/G7","25","25","60080","58740"
"In post","2023","30-39","No function","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Legal","SEO/HEO","170","165","37700","37680"
"In post","2023","30-39","No function","Medicine","AA/AO","100","90","24670","24680"
"In post","2023","30-39","No function","Medicine","EO","65","60","33520","32930"
"In post","2023","30-39","No function","Medicine","G6/G7","110","85","75730","79390"
"In post","2023","30-39","No function","Medicine","SCS level","30","25","97250","93900"
"In post","2023","30-39","No function","Medicine","SEO/HEO","185","165","40760","40590"
"In post","2023","30-39","No function","Operational Delivery","AA/AO","19160","17605","25280","22520"
"In post","2023","30-39","No function","Operational Delivery","EO","16865","15995","29180","28120"
"In post","2023","30-39","No function","Operational Delivery","G6/G7","1325","1300","57510","55720"
"In post","2023","30-39","No function","Operational Delivery","SCS level","80","75","80640","77600"
"In post","2023","30-39","No function","Operational Delivery","SEO/HEO","8555","8330","37180","35260"
"In post","2023","30-39","No function","Operational Delivery","Unknown","4920","4575","29730","29050"
"In post","2023","30-39","No function","Operational Research","AA/AO","20","20","22520","22520"
"In post","2023","30-39","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Operational Research","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Operational Research","SEO/HEO","15","15","38800","39140"
"In post","2023","30-39","No function","Other","AA/AO","330","300","22140","21820"
"In post","2023","30-39","No function","Other","EO","395","375","28290","28120"
"In post","2023","30-39","No function","Other","G6/G7","130","125","57410","55480"
"In post","2023","30-39","No function","Other","SCS level","15","15","86150","76950"
"In post","2023","30-39","No function","Other","SEO/HEO","530","505","37050","36000"
"In post","2023","30-39","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Planning","EO","5","5","[c]","[c]"
"In post","2023","30-39","No function","Planning","G6/G7","10","10","55290","54630"
"In post","2023","30-39","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Planning","SEO/HEO","30","30","39960","40300"
"In post","2023","30-39","No function","Planning Inspectors","G6/G7","65","60","53850","48660"
"In post","2023","30-39","No function","Planning Inspectors","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","No function","Policy","AA/AO","40","35","23020","22500"
"In post","2023","30-39","No function","Policy","EO","265","255","28170","27930"
"In post","2023","30-39","No function","Policy","G6/G7","4820","4715","58450","56200"
"In post","2023","30-39","No function","Policy","SCS level","355","340","78720","75940"
"In post","2023","30-39","No function","Policy","SEO/HEO","3215","3145","38440","37850"
"In post","2023","30-39","No function","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","No function","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Project Delivery","EO","30","30","27290","25980"
"In post","2023","30-39","No function","Project Delivery","G6/G7","185","185","59120","59290"
"In post","2023","30-39","No function","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","No function","Project Delivery","SEO/HEO","265","255","38040","39000"
"In post","2023","30-39","No function","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Psychology","AA/AO","15","15","25130","25340"
"In post","2023","30-39","No function","Psychology","EO","160","155","29920","28480"
"In post","2023","30-39","No function","Psychology","G6/G7","15","15","61780","59860"
"In post","2023","30-39","No function","Psychology","SEO/HEO","425","405","38720","35510"
"In post","2023","30-39","No function","Science and Engineering","AA/AO","80","75","23430","22860"
"In post","2023","30-39","No function","Science and Engineering","EO","195","190","28150","27470"
"In post","2023","30-39","No function","Science and Engineering","G6/G7","290","285","57820","56370"
"In post","2023","30-39","No function","Science and Engineering","SEO/HEO","1045","1025","39830","40790"
"In post","2023","30-39","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Security","G6/G7","25","25","61770","60470"
"In post","2023","30-39","No function","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Security","SEO/HEO","15","15","36580","37150"
"In post","2023","30-39","No function","Social Research","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","No function","Social Research","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","No function","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","No function","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","No function","Tax","AA/AO","385","345","22550","22520"
"In post","2023","30-39","No function","Tax","EO","1125","1085","28250","28130"
"In post","2023","30-39","No function","Tax","G6/G7","675","660","60500","57970"
"In post","2023","30-39","No function","Tax","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","No function","Tax","SEO/HEO","1940","1890","36690","35000"
"In post","2023","30-39","No function","Unknown","AA/AO","150","140","23520","22520"
"In post","2023","30-39","No function","Unknown","EO","265","255","28670","28130"
"In post","2023","30-39","No function","Unknown","G6/G7","785","770","60380","56870"
"In post","2023","30-39","No function","Unknown","SCS level","90","85","79650","76270"
"In post","2023","30-39","No function","Unknown","SEO/HEO","860","835","37990","35650"
"In post","2023","30-39","No function","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Veterinarian","G6/G7","10","10","51250","49400"
"In post","2023","30-39","No function","Veterinarian","SEO/HEO","70","70","37790","37330"
"In post","2023","30-39","Project Delivery","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Knowledge and Information Management","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","Legal","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","Operational Delivery","EO","60","60","27640","28130"
"In post","2023","30-39","Project Delivery","Operational Delivery","G6/G7","60","60","54480","54270"
"In post","2023","30-39","Project Delivery","Operational Delivery","SEO/HEO","125","120","36760","35000"
"In post","2023","30-39","Project Delivery","Operational Delivery","Unknown","75","70","34490","33690"
"In post","2023","30-39","Project Delivery","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Operational Research","G6/G7","20","20","52640","49260"
"In post","2023","30-39","Project Delivery","Operational Research","SEO/HEO","25","25","37360","39890"
"In post","2023","30-39","Project Delivery","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Other","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Other","SEO/HEO","20","20","36770","37500"
"In post","2023","30-39","Project Delivery","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Policy","EO","10","10","29750","28540"
"In post","2023","30-39","Project Delivery","Policy","G6/G7","285","280","61550","59490"
"In post","2023","30-39","Project Delivery","Policy","SCS level","15","15","82120","81120"
"In post","2023","30-39","Project Delivery","Policy","SEO/HEO","155","155","41000","41360"
"In post","2023","30-39","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Project Delivery","AA/AO","30","30","23270","22520"
"In post","2023","30-39","Project Delivery","Project Delivery","EO","225","215","27670","27470"
"In post","2023","30-39","Project Delivery","Project Delivery","G6/G7","1165","1145","57530","55740"
"In post","2023","30-39","Project Delivery","Project Delivery","SCS level","45","45","84300","77830"
"In post","2023","30-39","Project Delivery","Project Delivery","SEO/HEO","2015","1960","38340","38790"
"In post","2023","30-39","Project Delivery","Project Delivery","Unknown","110","105","41100","40270"
"In post","2023","30-39","Project Delivery","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Science and Engineering","G6/G7","70","65","54340","54090"
"In post","2023","30-39","Project Delivery","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Science and Engineering","SEO/HEO","110","110","38090","39650"
"In post","2023","30-39","Project Delivery","Science and Engineering","Unknown","185","185","45970","43580"
"In post","2023","30-39","Project Delivery","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Tax","EO","35","30","28860","28130"
"In post","2023","30-39","Project Delivery","Tax","G6/G7","15","15","65750","65230"
"In post","2023","30-39","Project Delivery","Tax","SEO/HEO","115","110","36050","35000"
"In post","2023","30-39","Project Delivery","Unknown","EO","10","10","28460","28130"
"In post","2023","30-39","Project Delivery","Unknown","G6/G7","35","35","61100","61530"
"In post","2023","30-39","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","SEO/HEO","50","50","38830","38790"
"In post","2023","30-39","Property","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Property","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Property","Finance","SEO/HEO","10","10","38040","39040"
"In post","2023","30-39","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Property","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Property","Operational Delivery","AA/AO","140","130","22560","22520"
"In post","2023","30-39","Property","Operational Delivery","EO","55","55","26790","26020"
"In post","2023","30-39","Property","Operational Delivery","G6/G7","30","30","57740","56060"
"In post","2023","30-39","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Operational Delivery","SEO/HEO","85","80","36740","34450"
"In post","2023","30-39","Property","Other","AA/AO","40","35","29250","31430"
"In post","2023","30-39","Property","Other","EO","15","15","38970","39500"
"In post","2023","30-39","Property","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Other","SEO/HEO","10","10","43160","44020"
"In post","2023","30-39","Property","Policy","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Property","Project Delivery","G6/G7","10","10","59390","62390"
"In post","2023","30-39","Property","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Property","Property","AA/AO","100","95","21820","22500"
"In post","2023","30-39","Property","Property","EO","170","165","27640","27140"
"In post","2023","30-39","Property","Property","G6/G7","145","145","56370","55720"
"In post","2023","30-39","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Property","SEO/HEO","530","520","38080","36030"
"In post","2023","30-39","Property","Property","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Property","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Security","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Digital, Data and Technology","G6/G7","15","15","64170","70400"
"In post","2023","30-39","Security","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Security","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Security","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Intelligence Analysis","G6/G7","15","15","57530","56090"
"In post","2023","30-39","Security","Intelligence Analysis","SEO/HEO","30","25","41420","40600"
"In post","2023","30-39","Security","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","30-39","Security","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Security","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Policy","G6/G7","15","15","55940","54980"
"In post","2023","30-39","Security","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Security","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Security","AA/AO","980","975","31050","28410"
"In post","2023","30-39","Security","Security","EO","200","200","34190","29890"
"In post","2023","30-39","Security","Security","G6/G7","100","100","58760","57000"
"In post","2023","30-39","Security","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Security","SEO/HEO","315","310","39190","38680"
"In post","2023","30-39","Security","Security","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Security","Unknown","AA/AO","25","25","21750","21720"
"In post","2023","30-39","Security","Unknown","EO","55","55","25720","24610"
"In post","2023","30-39","Security","Unknown","G6/G7","25","25","56330","56430"
"In post","2023","30-39","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","SEO/HEO","60","60","35400","33020"
"In post","2023","30-39","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","EO","10","10","28950","29250"
"In post","2023","30-39","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","SEO/HEO","30","30","42090","39690"
"In post","2023","30-39","Unknown","Digital, Data and Technology","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Digital, Data and Technology","EO","10","10","29230","29630"
"In post","2023","30-39","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Digital, Data and Technology","SEO/HEO","25","25","39330","39690"
"In post","2023","30-39","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Finance","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Finance","EO","10","10","30120","30610"
"In post","2023","30-39","Unknown","Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Finance","SEO/HEO","30","30","41880","39690"
"In post","2023","30-39","Unknown","Human Resources","AA/AO","20","20","24230","24750"
"In post","2023","30-39","Unknown","Human Resources","EO","10","10","29100","30610"
"In post","2023","30-39","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Human Resources","SEO/HEO","20","20","39610","39690"
"In post","2023","30-39","Unknown","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Inspector of Education and Training","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Knowledge and Information Management","SEO/HEO","10","10","38080","39690"
"In post","2023","30-39","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Legal","G6/G7","55","50","60720","63900"
"In post","2023","30-39","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Medicine","EO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Medicine","G6/G7","25","25","59750","59480"
