"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Commercial","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands","Outside London","35","35","43520","40220"
"In post","2023","Asian","Commercial","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Yorkshire","Outside London","30","25","[c]","[c]"
"In post","2023","Asian","Communications","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Greater Manchester","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - East","London","25","25","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - West","London","100","100","42370","40850"
"In post","2023","Asian","Communications","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Midlands","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Communications","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Inner London - East","London","5","5","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Inner London - West","London","10","10","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","45","40","29810","31280"
"In post","2023","Asian","Counter Fraud","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","30","30","31590","34170"
"In post","2023","Asian","Counter Fraud","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Essex","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Greater Manchester","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Inner London - East","London","90","85","35180","32520"
"In post","2023","Asian","Counter Fraud","Inner London - West","London","40","35","38420","34260"
"In post","2023","Asian","Counter Fraud","Kent","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Lancashire","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Outer London - East and North East","London","180","165","29410","25610"
"In post","2023","Asian","Counter Fraud","Outer London - South","London","30","30","35960","32520"
"In post","2023","Asian","Counter Fraud","Outer London - West and North West","London","50","45","33250","32520"
"In post","2023","Asian","Counter Fraud","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Surrey, East and West Sussex","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","West Central Scotland","Outside London","15","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","West Midlands","Outside London","130","125","28950","28120"
"In post","2023","Asian","Counter Fraud","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","West Yorkshire","Outside London","55","50","29980","28120"
"In post","2023","Asian","Digital, Data and Technology","Bedfordshire and Hertfordshire","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","43310","37740"
"In post","2023","Asian","Digital, Data and Technology","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Derbyshire and Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Devon","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East Anglia","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East Wales","Outside London","45","45","41090","39980"
"In post","2023","Asian","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","60","60","39770","37590"
"In post","2023","Asian","Digital, Data and Technology","Greater Manchester","Outside London","145","145","41340","38470"
"In post","2023","Asian","Digital, Data and Technology","Hampshire and Isle of Wight","Outside London","25","20","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Inner London - East","London","255","250","50000","45960"
"In post","2023","Asian","Digital, Data and Technology","Inner London - West","London","360","355","49400","44660"
"In post","2023","Asian","Digital, Data and Technology","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Lancashire","Outside London","30","30","38240","34170"
"In post","2023","Asian","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Merseyside","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northumberland, and Tyne and Wear","Outside London","80","80","44360","42160"
"In post","2023","Asian","Digital, Data and Technology","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Outer London - South","London","145","140","50820","46420"
"In post","2023","Asian","Digital, Data and Technology","Outer London - West and North West","London","90","90","46980","41990"
"In post","2023","Asian","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Shropshire and Staffordshire","Outside London","50","45","41990","42320"
"In post","2023","Asian","Digital, Data and Technology","South Yorkshire","Outside London","45","45","44040","39190"
"In post","2023","Asian","Digital, Data and Technology","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Tees Valley and Durham","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Central Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Midlands","Outside London","170","165","40820","37680"
"In post","2023","Asian","Digital, Data and Technology","West Wales and The Valleys","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Yorkshire","Outside London","95","90","41370","38760"
"In post","2023","Asian","Economics","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Economics","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Greater Manchester","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Economics","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Inner London - East","London","40","40","45940","39110"
"In post","2023","Asian","Economics","Inner London - West","London","150","150","47660","43760"
"In post","2023","Asian","Economics","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Economics","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Bedfordshire and Hertfordshire","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","Berkshire, Buckinghamshire and Oxfordshire","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Derbyshire and Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Finance","East Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","45","45","41330","41000"
"In post","2023","Asian","Finance","Greater Manchester","Outside London","50","45","39030","36150"
"In post","2023","Asian","Finance","Hampshire and Isle of Wight","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Inner London - East","London","85","80","45910","43650"
"In post","2023","Asian","Finance","Inner London - West","London","370","360","46580","43250"
"In post","2023","Asian","Finance","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northumberland, and Tyne and Wear","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Outer London - South","London","55","55","44520","39110"
"In post","2023","Asian","Finance","Outer London - West and North West","London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","South Yorkshire","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","West Central Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","West Midlands","Outside London","110","105","36010","34170"
"In post","2023","Asian","Finance","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","West Yorkshire","Outside London","40","40","35570","31270"
"In post","2023","Asian","Geography","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Derbyshire and Nottinghamshire","Outside London","25","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","East Wales","Outside London","15","10","[c]","[c]"
"In post","2023","Asian","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Greater Manchester","Outside London","35","35","34450","34700"
"In post","2023","Asian","Human Resources","Hampshire and Isle of Wight","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Inner London - East","London","70","65","45540","42580"
"In post","2023","Asian","Human Resources","Inner London - West","London","245","240","42490","39150"
"In post","2023","Asian","Human Resources","Kent","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Outer London - South","London","55","55","39100","36180"
"In post","2023","Asian","Human Resources","Outer London - West and North West","London","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","South Yorkshire","Outside London","5","5","[c]","[c]"
