"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","HM Revenue and Customs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Operational Delivery","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Operational Delivery","Outside London","175","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Tax","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Tax","Outside London","65","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Economics","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Policy","London","35","[c]","39670","32960"
"Leaver CS","2023","Asian","HM Treasury","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Digital, Data and Technology","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Operational Delivery","London","75","[c]","30180","29890"
"Leaver CS","2023","Asian","Home Office","Operational Delivery","Outside London","55","[c]","24880","22400"
"Leaver CS","2023","Asian","Home Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Medicine","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Science and Engineering","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Security","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Operational Delivery","London","110","[c]","28740","25480"
"Leaver CS","2023","Asian","Ministry of Justice","Operational Delivery","Outside London","205","[c]","23520","21780"
"Leaver CS","2023","Asian","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Finance","Outside London","[c]","[c]","[c]","[c]"
