"Status","Year","Disability","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Commercial","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Buckinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Central Hampshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Milton Keynes","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","130","125","43440","42620"
"In post","2023","Declared disabled","Commercial","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Bristol, City of","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Devon CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Somerset CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Wiltshire","30","30","49230","42160"
"In post","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","Swansea","25","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Birmingham","20","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Staffordshire CC","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","Leeds","45","45","40010","34870"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","Sheffield","35","35","40190","38470"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","York","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","Nottingham","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Tower Hamlets","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Westminster","110","105","47080","44360"
"In post","2023","Declared disabled","Communications","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Manchester","15","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Central Hampshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","South Hampshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Bristol, City of","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Devon CC","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Dorset","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Cardiff and Vale of Glamorgan","15","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Swansea","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Coventry","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
