"Status","Year","Disability","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","National Records of Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Scottish Charity Regulator","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Fiscal Commission","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","Scotland","40","[c]","39790","33520"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Housing Regulator","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Public Pensions Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Social Security Scotland","Scotland","145","[c]","28380","29100"
"New entrant CS","2023","Declared disabled","Unknown","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Transport Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Wales","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Active Travel England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Building Digital UK","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Building Digital UK","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Building Digital UK","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East of England","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Companies House","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Companies House","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Companies House","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Companies House","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","35","[c]","31880","33880"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","North West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Estyn","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Government Actuary's Department","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Government Actuary's Department","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","North West (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Health and Safety Executive","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","London","45","[c]","38950","35410"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","National Infrastructure Commission","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","National Savings and Investments","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","North East (England)","35","[c]","29890","31060"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","South East (England)","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","Wales","65","[c]","30390","31060"
"New entrant CS","2023","Declared non-disabled","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Building Digital UK","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Building Digital UK","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Building Digital UK","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Central Civil Service Fast Stream","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Central Civil Service Fast Stream","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Central Civil Service Fast Stream","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Central Civil Service Fast Stream","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Central Civil Service Fast Stream","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Companies House","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Commercial Service","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Equipment and Support","South West (England)","45","[c]","30230","32500"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
