"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","50","[c]","28750","25970"
"New entrant CS","2023","Declared non-disabled","Charity Commission","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Outside London","35","[c]","32300","30170"
"New entrant CS","2023","Declared non-disabled","Companies House","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Outside London","210","[c]","31270","25610"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","London","105","[c]","45610","34110"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Outside London","30","[c]","42920","34110"
"New entrant CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Commercial Service","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Outside London","175","[c]","30110","22180"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","London","130","[c]","31980","25600"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Outside London","430","[c]","28920","24430"
"New entrant CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Outside London","520","[c]","33810","32500"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Outside London","35","[c]","33990","30650"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","100","[c]","37300","34480"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","120","[c]","36710","31350"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","60","[c]","35740","35040"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Outside London","45","[c]","41760","37590"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","240","[c]","41960","36190"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","350","[c]","39360","37300"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","London","140","[c]","38230","35010"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Outside London","205","[c]","42110","40170"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","95","[c]","37320","33880"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","50","[c]","37500","31290"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","London","110","[c]","38290","35400"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Outside London","55","[c]","38590","31660"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","160","[c]","38170","39150"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outside London","2155","[c]","27670","25610"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Disclosure Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Outside London","455","[c]","23150","22500"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Outside London","195","[c]","27300","26900"
"New entrant CS","2023","Declared non-disabled","Education Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Outside London","50","[c]","34050","30960"
"New entrant CS","2023","Declared non-disabled","Food Standards Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Actuary's Department","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Commercial Organisation","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Commercial Organisation","Outside London","60","[c]","78220","70930"
"New entrant CS","2023","Declared non-disabled","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Internal Audit Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Internal Audit Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","London","225","[c]","39940","31640"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Outside London","40","[c]","44120","50460"
"New entrant CS","2023","Declared non-disabled","Government Property Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Property Agency","Outside London","40","[c]","48390","41460"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","London","120","[c]","28710","25480"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Outside London","750","[c]","22840","21780"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","Outside London","50","[c]","28420","23390"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","London","535","[c]","30500","28880"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Outside London","6085","[c]","26050","24070"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","250","[c]","35970","31980"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","2310","[c]","28310","22520"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","London","95","[c]","30640","28500"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","Outside London","40","[c]","31610","28500"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Outside London","220","[c]","33930","27320"
"New entrant CS","2023","Declared non-disabled","Home Office","London","30","[c]","31630","29750"
"New entrant CS","2023","Declared non-disabled","Home Office","Outside London","85","[c]","25470","22400"
"New entrant CS","2023","Declared non-disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Outside London","30","[c]","38990","37710"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal Aid Agency","Outside London","35","[c]","22290","21780"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Outside London","230","[c]","30280","26650"
"New entrant CS","2023","Declared non-disabled","Met Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","London","30","[c]","36770","37850"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","280","[c]","31320","27140"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","London","185","[c]","40230","35410"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","220","[c]","34570","31270"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Infrastructure Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Records of Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Savings and Investments","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Savings and Investments","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","London","70","[c]","50130","44250"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","340","[c]","51700","47750"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","London","215","[c]","44430","40000"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","175","[c]","34720","30170"
"New entrant CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","70","[c]","37750","33500"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Public Guardian","Outside London","120","[c]","22740","21780"
"New entrant CS","2023","Declared non-disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectorate","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectorate","Outside London","95","[c]","39850","41840"
"New entrant CS","2023","Declared non-disabled","Queen Elizabeth II Centre","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Registers of Scotland","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Revenue Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Rural Payments Agency","Outside London","260","[c]","23140","22150"
"New entrant CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Outside London","200","[c]","27010","23190"
"New entrant CS","2023","Declared non-disabled","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Outside London","195","[c]","41800","41640"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Serious Fraud Office","London","45","[c]","40600","32150"
"New entrant CS","2023","Declared non-disabled","Social Security Scotland","Outside London","460","[c]","30470","29100"
"New entrant CS","2023","Declared non-disabled","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Submarine Delivery Agency","Outside London","95","[c]","36770","33000"
"New entrant CS","2023","Declared non-disabled","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The Insolvency Service","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The National Archives","London","50","[c]","34260","30400"
"New entrant CS","2023","Declared non-disabled","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Transport Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Debt Management Office","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Export Finance","London","80","[c]","49040","42000"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","Outside London","30","[c]","39690","37060"
"New entrant CS","2023","Declared non-disabled","UK Hydrographic Office","Outside London","60","[c]","31540","27610"
"New entrant CS","2023","Declared non-disabled","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","Outside London","530","[c]","29370","24840"
"New entrant CS","2023","Declared non-disabled","UK Supreme Court","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Valuation Office Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Valuation Office Agency","Outside London","165","[c]","24950","22520"
"New entrant CS","2023","Declared non-disabled","Vehicle Certification Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Veterinary Medicines Directorate","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Water Services Regulation Authority","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Water Services Regulation Authority","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Outside London","220","[c]","35250","32460"
"New entrant CS","2023","Declared non-disabled","Welsh Revenue Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wilton Park","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Animal and Plant Health Agency","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Companies House","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Crown Prosecution Service","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Crown Prosecution Service","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Defence Equipment and Support","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Education (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for International Trade","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Transport (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Transport (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Work and Pensions (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","90","[c]","26380","21690"
"New entrant CS","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Driver and Vehicle Licensing Agency","Outside London","35","[c]","23290","22500"
"New entrant CS","2023","Undeclared","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Driver and Vehicle Standards Agency","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Internal Audit Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Legal Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Courts and Tribunals Service","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Courts and Tribunals Service","Outside London","50","[c]","23220","21780"
"New entrant CS","2023","Undeclared","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Prison and Probation Service","London","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Prison and Probation Service","Outside London","245","[c]","24820","23640"
"New entrant CS","2023","Undeclared","HM Revenue and Customs (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","100","[c]","27560","22520"
"New entrant CS","2023","Undeclared","HM Treasury (excl. agencies)","London","35","[c]","28590","27820"
"New entrant CS","2023","Undeclared","HM Treasury (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Health and Safety Executive","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Home Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Maritime and Coastguard Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Justice (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Rail and Road","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of the Public Guardian","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectorate","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Rural Payments Agency","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Social Security Scotland","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Export Finance","London","10","[c]","[c]","[c]"
