"Status","Year","Ethnicity","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Analysis","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Inner London - East","Hackney and Newham","35","35","47100","45050"
"In post","2023","Asian","Analysis","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Inner London - East","Tower Hamlets","140","140","43630","40000"
"In post","2023","Asian","Analysis","Inner London - West","Camden and City of London","25","25","[c]","[c]"
"In post","2023","Asian","Analysis","Inner London - West","Westminster","325","320","46220","43190"
"In post","2023","Asian","Analysis","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northumberland, and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Outer London - South","Croydon","20","15","[c]","[c]"
"In post","2023","Asian","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South Yorkshire","Sheffield","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tees Valley and Durham","Darlington","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Central Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands","Birmingham","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands","Coventry","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands","Wolverhampton","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Yorkshire","Leeds","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester","Greater Manchester South West","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester","Manchester","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Inner London - East","Tower Hamlets","40","40","44420","38680"
"In post","2023","Asian","Commercial","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Inner London - West","Westminster","165","165","53490","45130"
"In post","2023","Asian","Commercial","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Outer London - South","Croydon","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Shropshire and Staffordshire","Staffordshire CC","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Yorkshire","Sheffield","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
