"Status","Year","Disability","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Finance","South East (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","South West (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","South West (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Wales","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Wales","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","West Midlands (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Yorkshire and The Humber","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Yorkshire and The Humber","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","East of England","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","Female","80","[c]","44040","37640"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","North East (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","North West (England)","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","North West (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Scotland","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Scotland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","South East (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","South East (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","South West (England)","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","South West (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Wales","Female","45","[c]","32180","31450"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Wales","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","West Midlands (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","West Midlands (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Yorkshire and The Humber","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Yorkshire and The Humber","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","Female","50","[c]","59910","59680"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","North West (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Scotland","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","South West (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","East Midlands (England)","Female","85","[c]","27230","27570"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","East Midlands (England)","Male","50","[c]","30580","27570"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","East of England","Female","60","[c]","27360","27570"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","East of England","Male","55","[c]","29140","28120"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","London","Female","375","[c]","35850","32520"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","London","Male","275","[c]","37880","32520"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","North East (England)","Female","195","[c]","27720","27570"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","North East (England)","Male","115","[c]","27300","25850"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","North West (England)","Female","355","[c]","26790","26900"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","North West (England)","Male","235","[c]","28660","27570"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Northern Ireland","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Northern Ireland","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Scotland","Female","310","[c]","25840","27570"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Scotland","Male","175","[c]","26410","27570"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","South East (England)","Female","120","[c]","28640","28120"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","South East (England)","Male","135","[c]","29380","28120"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","South West (England)","Female","115","[c]","28470","27570"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","South West (England)","Male","60","[c]","30800","27840"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Unknown","Female","15","[c]","[c]","[c]"
