"Status","Year","Ethnicity","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Outer London - South","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","West Midlands","130","120","36230","28850"
"In post","2023","Asian","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","West Yorkshire","60","60","43900","49050"
"In post","2023","Asian","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","East Wales","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Greater Manchester","45","45","36920","33020"
"In post","2023","Asian","Cabinet Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Inner London - East","165","165","51220","56430"
"In post","2023","Asian","Cabinet Office","Inner London - West","375","370","43470","35650"
"In post","2023","Asian","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Merseyside","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","North Yorkshire","15","15","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Outer London - South","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","West Midlands","55","55","39900","32960"
"In post","2023","Asian","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","West Yorkshire","15","15","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Inner London - West","55","55","50180","46910"
"In post","2023","Asian","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Inner London - West","5","5","[c]","[c]"
"In post","2023","Asian","Charity Commission","Merseyside","5","5","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Inner London - East","120","120","50010","43560"
"In post","2023","Asian","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Devon","30","30","33620","33430"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East Wales","50","50","39170","40500"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Greater Manchester","40","40","34330","31350"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Inner London - East","40","40","33390","30160"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Inner London - West","565","560","47380","41540"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Outer London - South","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","West Midlands","155","150","33420","31350"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","West Yorkshire","15","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Greater Manchester","15","15","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Inner London - West","130","130","47770","52760"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Derbyshire and Nottinghamshire","30","30","42120","38050"
"In post","2023","Asian","Department for Education","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","East Anglia","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education","Greater Manchester","125","125","37680","37590"
"In post","2023","Asian","Department for Education","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Inner London - West","280","275","45800","42170"
"In post","2023","Asian","Department for Education","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Outer London - South","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","South Yorkshire","85","85","38880","37590"
"In post","2023","Asian","Department for Education","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education","West Midlands","275","270","39530","37590"
"In post","2023","Asian","Department for Education","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","West Yorkshire","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","40","35","31200","25920"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Cheshire","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Cumbria","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","East Anglia","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","33460","28120"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Inner London - West","205","200","41890","40260"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Lancashire","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","North Yorkshire","20","20","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","70","70","35960","33830"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","West Midlands","20","20","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Inner London - West","270","265","46040","41550"
"In post","2023","Asian","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Overseas","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Asian","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","West Midlands","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Inner London - West","205","200","46910","40800"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","West Central Scotland","[c]","[c]","[c]","[c]"
