"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Dorset","AA/AO","30","[c]","21880","21380"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Dorset","EO","15","[c]","30140","30070"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Dorset","SEO/HEO","10","[c]","36200","34300"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Dorset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Somerset CC","AA/AO","65","[c]","22230","21690"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Somerset CC","EO","25","[c]","28010","27610"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Somerset CC","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Somerset CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Dorset and Somerset","Somerset CC","SEO/HEO","65","[c]","38760","36920"
"Leaver CS","2023","Ministry of Defence","East Anglia","Cambridgeshire CC","AA/AO","25","[c]","27050","22500"
"Leaver CS","2023","Ministry of Defence","East Anglia","Cambridgeshire CC","EO","20","[c]","30250","27560"
"Leaver CS","2023","Ministry of Defence","East Anglia","Cambridgeshire CC","G6/G7","10","[c]","61330","60050"
"Leaver CS","2023","Ministry of Defence","East Anglia","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","Cambridgeshire CC","SEO/HEO","50","[c]","40550","40580"
"Leaver CS","2023","Ministry of Defence","East Anglia","North and West Norfolk","AA/AO","25","[c]","26150","22030"
"Leaver CS","2023","Ministry of Defence","East Anglia","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","North and West Norfolk","SEO/HEO","10","[c]","36630","35680"
"Leaver CS","2023","Ministry of Defence","East Anglia","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","Peterborough","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","Peterborough","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","Suffolk CC","AA/AO","45","[c]","22360","22220"
"Leaver CS","2023","Ministry of Defence","East Anglia","Suffolk CC","EO","15","[c]","29770","29590"
"Leaver CS","2023","Ministry of Defence","East Anglia","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Anglia","Suffolk CC","SEO/HEO","15","[c]","35920","35480"
"Leaver CS","2023","Ministry of Defence","East Wales","Cardiff and Vale of Glamorgan","AA/AO","10","[c]","21590","21380"
"Leaver CS","2023","Ministry of Defence","East Wales","Cardiff and Vale of Glamorgan","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Wales","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Wales","Flintshire and Wrexham","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Wales","Flintshire and Wrexham","EO","10","[c]","29110","29090"
"Leaver CS","2023","Ministry of Defence","East Wales","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Wales","Flintshire and Wrexham","SEO/HEO","10","[c]","40890","37490"
"Leaver CS","2023","Ministry of Defence","East Wales","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Wales","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Wales","Monmouthshire and Newport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Wales","Powys","AA/AO","15","[c]","22030","21830"
"Leaver CS","2023","Ministry of Defence","East Wales","Powys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Wales","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA/AO","10","[c]","29750","24610"
"Leaver CS","2023","Ministry of Defence","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","20","[c]","27250","27470"
"Leaver CS","2023","Ministry of Defence","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","Angus and Dundee City","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","City of Edinburgh","AA/AO","15","[c]","22100","22030"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","City of Edinburgh","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","Clackmannanshire and Fife","AA/AO","20","[c]","26300","22220"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","Clackmannanshire and Fife","SEO/HEO","10","[c]","39940","41400"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","Perth and Kinross, and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","Perth and Kinross, and Stirling","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","Perth and Kinross, and Stirling","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","Perth and Kinross, and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Eastern Scotland","West Lothian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Essex","Essex Haven Gateway","AA/AO","20","[c]","24910","23630"
"Leaver CS","2023","Ministry of Defence","Essex","Essex Haven Gateway","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Essex","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Essex","Essex Haven Gateway","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Essex","Essex Haven Gateway","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Essex","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Essex","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Essex","West Essex","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Essex","West Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Essex","West Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","140","[c]","23080","21170"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","70","[c]","28270","26670"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","125","[c]","62280","59140"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","10","[c]","133930","114290"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","470","[c]","38870","39460"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","120","[c]","42570","37670"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","AA/AO","20","[c]","23810","22220"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AA/AO","105","[c]","22290","21170"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","EO","75","[c]","28290","26930"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6/G7","95","[c]","54780","49260"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO/HEO","240","[c]","36860","36300"
"Leaver CS","2023","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Greater Manchester","Greater Manchester North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Greater Manchester","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Greater Manchester","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Greater Manchester","Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Greater Manchester","Manchester","SEO/HEO","10","[c]","39410","38010"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Central Hampshire","AA/AO","60","[c]","22080","21380"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Central Hampshire","EO","40","[c]","27350","27110"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Central Hampshire","G6/G7","45","[c]","53560","49260"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Central Hampshire","SEO/HEO","110","[c]","37020","39630"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","North Hampshire","AA/AO","25","[c]","23800","22220"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","North Hampshire","EO","10","[c]","27440","27140"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","North Hampshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","North Hampshire","SEO/HEO","20","[c]","37640","35570"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Portsmouth","AA/AO","50","[c]","27760","24480"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Portsmouth","EO","20","[c]","28590","27470"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Portsmouth","G6/G7","20","[c]","62120","57790"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Portsmouth","SEO/HEO","65","[c]","38600","36960"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","South Hampshire","AA/AO","30","[c]","22140","21580"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","South Hampshire","EO","35","[c]","30800","31920"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","South Hampshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Hampshire and Isle of Wight","South Hampshire","SEO/HEO","30","[c]","40230","40580"
"Leaver CS","2023","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","AA/AO","25","[c]","24810","22220"
"Leaver CS","2023","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","EO","15","[c]","28440","26670"
"Leaver CS","2023","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","AA/AO","15","[c]","24260","21380"
"Leaver CS","2023","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","25","[c]","21980","21480"
"Leaver CS","2023","Ministry of Defence","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - East","Haringey and Islington","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - East","Lewisham and Southwark","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - East","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Camden and City of London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Wandsworth","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Westminster","AA/AO","50","[c]","26660","25660"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Westminster","EO","30","[c]","32010","31020"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Westminster","G6/G7","40","[c]","65150","61440"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Westminster","SCS level","15","[c]","96410","97380"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Westminster","SEO/HEO","105","[c]","43550","44500"
"Leaver CS","2023","Ministry of Defence","Inner London - West","Westminster","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","East Kent","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","East Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","Medway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","Medway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","West Kent","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","West Kent","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Kent","West Kent","G6/G7","10","[c]","49280","49260"
"Leaver CS","2023","Ministry of Defence","Kent","West Kent","SEO/HEO","15","[c]","35440","32590"
"Leaver CS","2023","Ministry of Defence","Lancashire","Blackpool","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Lancashire","Lancaster and Wyre","AA/AO","15","[c]","22540","22220"
"Leaver CS","2023","Ministry of Defence","Lancashire","Lancaster and Wyre","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Lancashire","Lancaster and Wyre","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Lancashire","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Lancashire","Mid Lancashire","AA/AO","10","[c]","23030","22330"
"Leaver CS","2023","Ministry of Defence","Lancashire","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Lancashire","Mid Lancashire","SEO/HEO","10","[c]","36880","34650"
"Leaver CS","2023","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","AA/AO","15","[c]","20110","19770"
"Leaver CS","2023","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Lincolnshire","Lincolnshire CC","AA/AO","55","[c]","22210","21380"
"Leaver CS","2023","Ministry of Defence","Lincolnshire","Lincolnshire CC","EO","25","[c]","28690","29200"
"Leaver CS","2023","Ministry of Defence","Lincolnshire","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Lincolnshire","Lincolnshire CC","SEO/HEO","35","[c]","37480","35570"
"Leaver CS","2023","Ministry of Defence","Lincolnshire","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Merseyside","East Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Merseyside","Liverpool","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Merseyside","Liverpool","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Merseyside","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Merseyside","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Merseyside","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Merseyside","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Merseyside","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","North Eastern Scotland","Aberdeen City and Aberdeenshire","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","North Eastern Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","North Yorkshire","North Yorkshire CC","AA/AO","70","[c]","24710","22220"
"Leaver CS","2023","Ministry of Defence","North Yorkshire","North Yorkshire CC","EO","15","[c]","33690","29210"
"Leaver CS","2023","Ministry of Defence","North Yorkshire","North Yorkshire CC","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","North Yorkshire","North Yorkshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","North Yorkshire","North Yorkshire CC","SEO/HEO","25","[c]","38160","37300"
"Leaver CS","2023","Ministry of Defence","North Yorkshire","York","AA/AO","10","[c]","21760","22220"
"Leaver CS","2023","Ministry of Defence","North Yorkshire","York","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","North Yorkshire","York","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Antrim and Newtownabbey","AA/AO","10","[c]","23300","22130"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Antrim and Newtownabbey","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Ards and North Down","AA/AO","10","[c]","25460","22130"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Armagh City, Banbridge and Craigavon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Fermanagh and Omagh","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","AA/AO","10","[c]","23930","22550"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","Newry, Mourne and Down","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northumberland, and Tyne and Wear","Northumberland","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northumberland, and Tyne and Wear","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northumberland, and Tyne and Wear","Tyneside","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Northumberland, and Tyne and Wear","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - East and North East","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - East and North East","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - East and North East","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - South","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - South","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - West and North West","Brent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - West and North West","Harrow and Hillingdon","AA/AO","15","[c]","25420","25970"
"Leaver CS","2023","Ministry of Defence","Outer London - West and North West","Harrow and Hillingdon","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - West and North West","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Outer London - West and North West","Hounslow and Richmond upon Thames","AA/AO","10","[c]","[c]","[c]"
