"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Education","Northumberland, and Tyne and Wear","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Northumberland, and Tyne and Wear","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Northumberland, and Tyne and Wear","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Northumberland, and Tyne and Wear","Tyneside","EO","10","10","27150","25900"
"In post","2023","Department for Education","Northumberland, and Tyne and Wear","Tyneside","G6/G7","45","45","54740","51640"
"In post","2023","Department for Education","Northumberland, and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Northumberland, and Tyne and Wear","Tyneside","SEO/HEO","80","75","35770","37590"
"In post","2023","Department for Education","Outer London - East and North East","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Enfield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - South","Bromley","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Education","Outer London - South","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - South","Croydon","G6/G7","15","15","58660","56040"
"In post","2023","Department for Education","Outer London - South","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - South","Croydon","SEO/HEO","30","30","38250","41440"
"In post","2023","Department for Education","Outer London - South","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - South","Merton, Kingston upon Thames and Sutton","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Shropshire and Staffordshire","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Shropshire and Staffordshire","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Shropshire and Staffordshire","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Shropshire and Staffordshire","Stoke-on-Trent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Shropshire and Staffordshire","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South Yorkshire","Barnsley, Doncaster and Rotherham","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Education","South Yorkshire","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South Yorkshire","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South Yorkshire","Sheffield","AA/AO","5","5","[c]","[c]"
"In post","2023","Department for Education","South Yorkshire","Sheffield","EO","150","145","26530","26940"
"In post","2023","Department for Education","South Yorkshire","Sheffield","G6/G7","480","455","55370","52150"
"In post","2023","Department for Education","South Yorkshire","Sheffield","SCS level","35","30","82020","76510"
"In post","2023","Department for Education","South Yorkshire","Sheffield","SEO/HEO","840","800","35960","37590"
"In post","2023","Department for Education","Southern Scotland","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","East Sussex CC","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","West Surrey","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Tees Valley and Durham","Darlington","AA/AO","30","25","21950","22020"
"In post","2023","Department for Education","Tees Valley and Durham","Darlington","EO","105","100","26460","26940"
"In post","2023","Department for Education","Tees Valley and Durham","Darlington","G6/G7","200","195","54340","51640"
"In post","2023","Department for Education","Tees Valley and Durham","Darlington","SCS level","15","15","81810","77200"
"In post","2023","Department for Education","Tees Valley and Durham","Darlington","SEO/HEO","425","410","35890","37590"
"In post","2023","Department for Education","Tees Valley and Durham","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Tees Valley and Durham","Durham","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Education","Tees Valley and Durham","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Tees Valley and Durham","South Teesside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Tees Valley and Durham","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Birmingham","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Coventry","AA/AO","15","15","21900","22020"
"In post","2023","Department for Education","West Midlands","Coventry","EO","145","140","26560","26940"
"In post","2023","Department for Education","West Midlands","Coventry","G6/G7","435","425","55270","51910"
"In post","2023","Department for Education","West Midlands","Coventry","SCS level","25","25","83070","76510"
"In post","2023","Department for Education","West Midlands","Coventry","SEO/HEO","635","615","35530","37590"
"In post","2023","Department for Education","West Midlands","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Dudley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Sandwell","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Solihull","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Wolverhampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Wales and The Valleys","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Wales and The Valleys","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Wales and The Valleys","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Bradford","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Calderdale and Kirklees","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Leeds","EO","10","5","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Leeds","G6/G7","40","40","56840","51910"
"In post","2023","Department for Education","West Yorkshire","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Leeds","SEO/HEO","55","55","36400","37590"
"In post","2023","Department for Education","West Yorkshire","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Hertfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Hertfordshire CC","G6/G7","5","5","[c]","[c]"
