"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Male","175","[c]","37700","34250"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","Scottish Government","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","Scottish Government","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Female","270","[c]","42500","36330"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Male","225","[c]","44270","38330"
"Leaver CS","2023","Unknown","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Scottish Government","Female","85","[c]","28950","26600"
"Leaver CS","2023","Unknown","Social Security Scotland","Scottish Government","Male","75","[c]","29020","23340"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Scottish Government","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Scottish Government","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Female","120","[c]","38640","31210"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Male","90","[c]","46070","41980"
"Leaver Dept.","2023","Analysis","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Female","30","[c]","31870","32000"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Female","30","[c]","42980","43250"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","Department for International Trade","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","Food Standards Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","HM Treasury","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","HM Treasury","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Health and Safety Executive","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Health and Safety Executive","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","Home Office","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","Home Office","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","UK Statistics Authority","Female","45","[c]","34940","33710"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","UK Statistics Authority","Male","35","[c]","35860","33710"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","Cabinet Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","Cabinet Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","Cabinet Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","Cabinet Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","Ministry of Defence","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","Department for Education","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","Department for Education","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","Cabinet Office","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","Cabinet Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Health and Safety Executive","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Health and Safety Executive","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","Home Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Maritime and Coastguard Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Crime Agency","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Crime Agency","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","Cabinet Office","Female","40","[c]","44630","41870"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","Cabinet Office","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","Cabinet Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","Cabinet Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Commercial Service","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Commercial Service","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Prosecution Service","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Prosecution Service","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Defence Equipment and Support","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Defence Equipment and Support","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","Department for Education","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","Department for Education","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","Department for International Trade","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Licensing Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Licensing Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Standards Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Standards Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Prison and Probation Service","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Prison and Probation Service","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury (excl. agencies)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury (excl. agencies)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","Home Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","Home Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
