"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Project Delivery","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Knowledge and Information Management","G7","10","10","52680","52040"
"In post","2023","40-49","Project Delivery","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Medicine","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Delivery","AO","15","15","23180","22520"
"In post","2023","40-49","Project Delivery","Operational Delivery","EO","55","50","27850","28130"
"In post","2023","40-49","Project Delivery","Operational Delivery","G6","25","25","69320","70550"
"In post","2023","40-49","Project Delivery","Operational Delivery","G7","65","65","54070","54460"
"In post","2023","40-49","Project Delivery","Operational Delivery","HEO","55","50","33570","34460"
"In post","2023","40-49","Project Delivery","Operational Delivery","SCS level","10","10","85750","78430"
"In post","2023","40-49","Project Delivery","Operational Delivery","SEO","55","55","40810","41330"
"In post","2023","40-49","Project Delivery","Operational Delivery","Unknown","90","85","41120","38790"
"In post","2023","40-49","Project Delivery","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Research","G7","20","20","53880","49260"
"In post","2023","40-49","Project Delivery","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Research","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","EO","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","G7","20","20","52250","49260"
"In post","2023","40-49","Project Delivery","Other","HEO","10","10","34180","34170"
"In post","2023","40-49","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","SEO","10","10","41510","39890"
"In post","2023","40-49","Project Delivery","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Policy","EO","10","10","28540","27890"
"In post","2023","40-49","Project Delivery","Policy","G6","100","100","72810","72180"
"In post","2023","40-49","Project Delivery","Policy","G7","165","160","58990","57970"
"In post","2023","40-49","Project Delivery","Policy","HEO","45","40","36720","35000"
"In post","2023","40-49","Project Delivery","Policy","SCS level","45","45","85280","80600"
"In post","2023","40-49","Project Delivery","Policy","SEO","65","65","43600","42510"
"In post","2023","40-49","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Project Delivery","AO","20","20","22730","22510"
"In post","2023","40-49","Project Delivery","Project Delivery","EO","225","210","28350","28120"
"In post","2023","40-49","Project Delivery","Project Delivery","G6","515","500","68800","68020"
"In post","2023","40-49","Project Delivery","Project Delivery","G7","1095","1065","55090","55560"
"In post","2023","40-49","Project Delivery","Project Delivery","HEO","740","705","34320","34170"
"In post","2023","40-49","Project Delivery","Project Delivery","SCS level","165","160","90960","83000"
"In post","2023","40-49","Project Delivery","Project Delivery","SEO","1160","1125","41760","41800"
"In post","2023","40-49","Project Delivery","Project Delivery","Unknown","145","145","48730","43410"
"In post","2023","40-49","Project Delivery","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Science and Engineering","G6","30","30","66480","68260"
"In post","2023","40-49","Project Delivery","Science and Engineering","G7","75","75","53290","54460"
"In post","2023","40-49","Project Delivery","Science and Engineering","HEO","20","15","34080","34420"
"In post","2023","40-49","Project Delivery","Science and Engineering","SCS level","15","10","80000","80000"
"In post","2023","40-49","Project Delivery","Science and Engineering","SEO","50","45","41350","41480"
"In post","2023","40-49","Project Delivery","Science and Engineering","Unknown","105","100","53510","54510"
"In post","2023","40-49","Project Delivery","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","EO","35","30","29190","28130"
"In post","2023","40-49","Project Delivery","Tax","G6","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","G7","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","HEO","80","75","35520","35000"
"In post","2023","40-49","Project Delivery","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","SEO","15","15","42560","42510"
"In post","2023","40-49","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","EO","15","10","28000","28130"
"In post","2023","40-49","Project Delivery","Unknown","G6","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","G7","10","10","56240","54680"
"In post","2023","40-49","Project Delivery","Unknown","HEO","25","25","35530","34700"
"In post","2023","40-49","Project Delivery","Unknown","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","SEO","20","20","42520","42010"
"In post","2023","40-49","Property","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","G6","5","5","[c]","[c]"
"In post","2023","40-49","Property","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Property","Finance","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","AO","130","120","22780","22520"
"In post","2023","40-49","Property","Operational Delivery","EO","40","40","27140","26450"
"In post","2023","40-49","Property","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","G7","50","50","57170","56060"
"In post","2023","40-49","Property","Operational Delivery","HEO","50","50","34130","32970"
"In post","2023","40-49","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","SEO","50","50","42450","41500"
"In post","2023","40-49","Property","Other","AA","15","15","23190","22920"
"In post","2023","40-49","Property","Other","AO","15","15","31780","29930"
"In post","2023","40-49","Property","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Property","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","G7","10","10","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Property","AA","60","55","19470","19420"
"In post","2023","40-49","Property","Property","AO","75","70","23120","22520"
"In post","2023","40-49","Property","Property","EO","250","235","28040","27740"
"In post","2023","40-49","Property","Property","G6","80","80","65170","65410"
"In post","2023","40-49","Property","Property","G7","230","225","55620","55720"
"In post","2023","40-49","Property","Property","HEO","360","350","34570","34300"
"In post","2023","40-49","Property","Property","SCS level","20","20","87700","81800"
"In post","2023","40-49","Property","Property","SEO","370","360","43160","41950"
"In post","2023","40-49","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","G7","5","5","[c]","[c]"
"In post","2023","40-49","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Security","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Intelligence Analysis","G6","15","15","69090","69120"
"In post","2023","40-49","Security","Intelligence Analysis","G7","15","15","57820","58850"
"In post","2023","40-49","Security","Intelligence Analysis","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Security","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Security","AA","395","395","22780","21380"
"In post","2023","40-49","Security","Security","AO","610","600","36770","40880"
"In post","2023","40-49","Security","Security","EO","270","260","34120","29620"
"In post","2023","40-49","Security","Security","G6","50","50","71170","71300"
"In post","2023","40-49","Security","Security","G7","110","105","57770","57970"
"In post","2023","40-49","Security","Security","HEO","245","245","37770","35740"
"In post","2023","40-49","Security","Security","SCS level","25","25","94940","92880"
"In post","2023","40-49","Security","Security","SEO","170","170","43600","43210"
"In post","2023","40-49","Security","Security","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Security","Unknown","AO","20","20","21790","21830"
"In post","2023","40-49","Security","Unknown","EO","35","30","26020","26460"
"In post","2023","40-49","Security","Unknown","G6","10","10","66740","67180"
"In post","2023","40-49","Security","Unknown","G7","20","20","53910","52990"
"In post","2023","40-49","Security","Unknown","HEO","30","30","33440","33020"
"In post","2023","40-49","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Unknown","SEO","20","20","40800","41740"
"In post","2023","40-49","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Communications","EO","10","5","[c]","[c]"
"In post","2023","40-49","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Communications","G7","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Communications","HEO","15","15","39040","39690"
"In post","2023","40-49","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Communications","SEO","20","15","48380","49370"
"In post","2023","40-49","Unknown","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Digital, Data and Technology","EO","15","15","30180","30610"
"In post","2023","40-49","Unknown","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Digital, Data and Technology","G7","10","10","59990","59480"
"In post","2023","40-49","Unknown","Digital, Data and Technology","HEO","20","20","39690","39690"
"In post","2023","40-49","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Digital, Data and Technology","SEO","20","20","48190","49370"
"In post","2023","40-49","Unknown","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Economics","G7","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","EO","20","20","30320","30610"
"In post","2023","40-49","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","G7","15","15","62910","63900"
"In post","2023","40-49","Unknown","Finance","HEO","15","15","39080","39690"
"In post","2023","40-49","Unknown","Finance","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","SEO","25","25","48140","49370"
"In post","2023","40-49","Unknown","Human Resources","AO","15","15","24150","25620"
"In post","2023","40-49","Unknown","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","HEO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Inspector of Education and Training","HEO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","AO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","EO","10","10","29740","30610"
"In post","2023","40-49","Unknown","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","HEO","10","5","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","SEO","10","10","45570","46520"
"In post","2023","40-49","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","G6","10","10","72670","69580"
"In post","2023","40-49","Unknown","Legal","G7","45","35","62520","63900"
"In post","2023","40-49","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","EO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","G6","10","10","69160","68710"
"In post","2023","40-49","Unknown","Medicine","G7","20","20","60180","59480"
"In post","2023","40-49","Unknown","Medicine","HEO","15","15","38520","39690"
"In post","2023","40-49","Unknown","Medicine","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","SEO","25","20","46670","45970"
"In post","2023","40-49","Unknown","Operational Delivery","AO","75","70","25500","25620"
"In post","2023","40-49","Unknown","Operational Delivery","EO","90","85","30150","30610"
"In post","2023","40-49","Unknown","Operational Delivery","G6","15","15","72920","74400"
"In post","2023","40-49","Unknown","Operational Delivery","G7","80","75","58580","59480"
"In post","2023","40-49","Unknown","Operational Delivery","HEO","95","90","38930","39690"
"In post","2023","40-49","Unknown","Operational Delivery","SCS level","20","20","84210","81600"
"In post","2023","40-49","Unknown","Operational Delivery","SEO","105","105","46190","49370"
"In post","2023","40-49","Unknown","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Other","EO","20","20","29190","30610"
"In post","2023","40-49","Unknown","Other","G6","25","25","72180","70550"
"In post","2023","40-49","Unknown","Other","G7","95","90","56480","59890"
"In post","2023","40-49","Unknown","Other","HEO","80","80","38570","39690"
"In post","2023","40-49","Unknown","Other","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Other","SEO","90","85","47340","49370"
"In post","2023","40-49","Unknown","Other","Unknown","320","320","45890","41630"
"In post","2023","40-49","Unknown","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","G7","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Policy","AO","15","15","25620","25620"
"In post","2023","40-49","Unknown","Policy","EO","80","75","30270","30610"
"In post","2023","40-49","Unknown","Policy","G6","60","60","71320","72550"
"In post","2023","40-49","Unknown","Policy","G7","180","175","59040","59480"
"In post","2023","40-49","Unknown","Policy","HEO","215","200","38570","39690"
"In post","2023","40-49","Unknown","Policy","SCS level","50","50","85730","81600"
"In post","2023","40-49","Unknown","Policy","SEO","180","175","45900","49370"
"In post","2023","40-49","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","G7","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","HEO","10","10","39690","39690"
"In post","2023","40-49","Unknown","Project Delivery","SEO","15","15","47230","49370"
"In post","2023","40-49","Unknown","Property","AO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","G7","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","EO","15","15","25080","24630"
"In post","2023","40-49","Unknown","Science and Engineering","G6","10","10","71960","70550"
"In post","2023","40-49","Unknown","Science and Engineering","G7","225","215","52430","49260"
"In post","2023","40-49","Unknown","Science and Engineering","HEO","45","45","31730","30650"
"In post","2023","40-49","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","SEO","110","105","40690","39890"
"In post","2023","40-49","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","EO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","G7","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","EO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","G7","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","AA","360","330","23590","23340"
"In post","2023","40-49","Unknown","Unknown","AO","290","275","27540","26600"
"In post","2023","40-49","Unknown","Unknown","EO","845","800","30650","29450"
"In post","2023","40-49","Unknown","Unknown","G6","535","520","75780","76170"
"In post","2023","40-49","Unknown","Unknown","G7","795","755","61370","65280"
"In post","2023","40-49","Unknown","Unknown","HEO","835","800","36980","37830"
"In post","2023","40-49","Unknown","Unknown","SCS level","120","115","88420","83530"
"In post","2023","40-49","Unknown","Unknown","SEO","940","900","47400","49860"
"In post","2023","40-49","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Digital, Data and Technology","G7","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","Digital, Data and Technology","HEO","10","5","[c]","[c]"
"In post","2023","50-59","Analysis","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Economics","G6","25","25","77080","72410"
"In post","2023","50-59","Analysis","Economics","G7","25","25","63080","62290"
"In post","2023","50-59","Analysis","Economics","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Economics","SCS level","20","20","104110","98570"
"In post","2023","50-59","Analysis","Economics","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","G7","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Delivery","AO","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Delivery","EO","45","40","26930","26600"
"In post","2023","50-59","Analysis","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Delivery","G7","10","10","53350","52130"
"In post","2023","50-59","Analysis","Operational Delivery","HEO","50","45","32960","31660"
"In post","2023","50-59","Analysis","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Delivery","SEO","30","30","38920","38470"
"In post","2023","50-59","Analysis","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Research","AO","10","5","[c]","[c]"
