"Status","Year","Age","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Analysis","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","UK Statistics Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Analysis","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Debt","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Defence Equipment and Support","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Finance","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Defence Equipment and Support","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Finance","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Finance","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Rural Payments Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Grants Management","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Human Resources","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Crown Prosecution Service","Heterosexual / straight","45","45","21280","20980"
"In post","2023","16-19","Legal","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Crown Prosecution Service","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Animal and Plant Health Agency","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","16-19","No function","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Crown Office and Procurator Fiscal Service","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","No function","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Defence Electronics and Components Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","No function","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Defence Equipment and Support","Heterosexual / straight","30","30","19850","19120"
"In post","2023","16-19","No function","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Defence Equipment and Support","Unknown","45","45","18590","18280"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","30","30","23320","21690"
"In post","2023","16-19","No function","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Driver and Vehicle Licensing Agency","Heterosexual / straight","40","35","20710","19000"
"In post","2023","16-19","No function","Driver and Vehicle Licensing Agency","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","No function","Driver and Vehicle Licensing Agency","Unknown","30","25","[c]","[c]"
"In post","2023","16-19","No function","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Courts and Tribunals Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","No function","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Courts and Tribunals Service","Unknown","15","10","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Prison and Probation Service","Heterosexual / straight","165","165","25930","28880"
"In post","2023","16-19","No function","HM Prison and Probation Service","LGBO","25","25","[c]","[c]"
"In post","2023","16-19","No function","HM Prison and Probation Service","Undeclared","10","10","[c]","[c]"
"In post","2023","16-19","No function","HM Prison and Probation Service","Unknown","105","100","26270","26630"
"In post","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","45","45","23190","22520"
"In post","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","Unknown","45","45","22960","22520"
"In post","2023","16-19","No function","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
