"Status","Year","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","15","[c]","39940","40720"
"Leaver Dept.","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Scottish Government","Outside London","15","[c]","45630","37710"
"Leaver Dept.","2023","Revenue Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","65","[c]","24950","22150"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Scottish Government","Outside London","30","[c]","30710","28540"
"Leaver Dept.","2023","Scottish Forestry","Scottish Government","Outside London","10","[c]","37950","32220"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","Scottish Government","Outside London","45","[c]","45940","42860"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Public Pensions Agency","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Attorney General's Departments","London","25","[c]","48970","47140"
"Leaver Dept.","2023","Social Security Scotland","Scottish Government","Outside London","20","[c]","33300","30440"
"Leaver Dept.","2023","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Student Awards Agency for Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Ministry of Defence","Outside London","15","[c]","40530","38790"
"Leaver Dept.","2023","Teaching Regulation Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","15","[c]","31690","26900"
"Leaver Dept.","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","60","[c]","27870","22180"
"Leaver Dept.","2023","The National Archives","The National Archives","London","10","[c]","35020","35040"
"Leaver Dept.","2023","UK Export Finance","UK Export Finance","London","15","[c]","39230","34000"
"Leaver Dept.","2023","UK Health Security Agency","Department of Health and Social Care","London","100","[c]","45370","40650"
"Leaver Dept.","2023","UK Health Security Agency","Department of Health and Social Care","Outside London","110","[c]","40540","36820"
"Leaver Dept.","2023","UK Hydrographic Office","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","25","[c]","43520","41360"
"Leaver Dept.","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","UK Statistics Authority","London","40","[c]","40830","34560"
"Leaver Dept.","2023","UK Statistics Authority","UK Statistics Authority","Outside London","205","[c]","33420","31060"
"Leaver Dept.","2023","UK Supreme Court","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","HM Revenue and Customs","London","10","[c]","40200","38600"
"Leaver Dept.","2023","Valuation Office Agency","HM Revenue and Customs","Outside London","80","[c]","28620","22520"
"Leaver Dept.","2023","Vehicle Certification Agency","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","10","[c]","50220","51630"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Welsh Government","Outside London","70","[c]","42720","38160"
"Leaver Dept.","2023","Welsh Revenue Authority","Welsh Government","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","Scottish Government","Outside London","15","[c]","24540","22180"
"New entrant CS","2023","Active Travel England","Department for Transport","Outside London","30","[c]","52100","40560"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","40","[c]","28900","25160"
"New entrant CS","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","535","[c]","26670","25340"
"New entrant CS","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Attorney General's Departments","London","10","[c]","26120","24280"
"New entrant CS","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","London","25","[c]","36850","35040"
"New entrant CS","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Outside London","25","[c]","35560","31880"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Cabinet Office","London","240","[c]","41110","35240"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","275","[c]","34840","32640"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","40","[c]","37880","24330"
"New entrant CS","2023","Central Civil Service Fast Stream","Cabinet Office","London","345","[c]","28840","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Cabinet Office","Outside London","145","[c]","28900","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","65","[c]","28810","25970"
"New entrant CS","2023","Charity Commission","Charity Commission","London","10","[c]","38760","38800"
"New entrant CS","2023","Charity Commission","Charity Commission","Outside London","70","[c]","31000","30170"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","320","[c]","31260","25610"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","London","130","[c]","44880","34110"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","Outside London","35","[c]","43810","34110"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","40","[c]","23980","21780"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","Outside London","45","[c]","32170","31640"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","205","[c]","29860","22180"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","London","200","[c]","32300","25600"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","Outside London","675","[c]","29020","24430"
"New entrant CS","2023","Defence Electronics and Components Agency","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","London","10","[c]","32900","29250"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Outside London","1250","[c]","32440","32500"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","790","[c]","32160","30650"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","240","[c]","37970","34410"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","210","[c]","35240","31120"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","London","120","[c]","36460","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Outside London","30","[c]","31030","31880"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","London","110","[c]","34980","29530"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","Outside London","295","[c]","35560","30330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","410","[c]","42080","40260"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","530","[c]","38870","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","London","350","[c]","37530","35010"
"New entrant CS","2023","Department for International Trade","Department for International Trade","Outside London","430","[c]","40870","39880"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","145","[c]","37720","33880"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","90","[c]","33930","31290"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","London","215","[c]","37930","35400"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","Outside London","105","[c]","36590","31350"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","235","[c]","37640","39150"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","3110","[c]","27410","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","25","[c]","27910","28120"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","185","[c]","36670","34190"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","95","[c]","34830","30370"
"New entrant CS","2023","Disclosure Scotland","Scottish Government","Outside London","30","[c]","28060","22180"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","645","[c]","22960","22500"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","London","40","[c]","30330","30780"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Outside London","565","[c]","26780","26780"
"New entrant CS","2023","Education Scotland","Scottish Government","Outside London","50","[c]","44460","41640"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Outside London","20","[c]","36910","30330"
"New entrant CS","2023","Estyn","Estyn","Outside London","20","[c]","44630","30610"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","London","20","[c]","34490","33000"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Outside London","145","[c]","32360","30960"
"New entrant CS","2023","Food Standards Scotland","Scottish Government","Outside London","20","[c]","34160","33520"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","London","25","[c]","41550","30540"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","London","20","[c]","88510","73500"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Outside London","70","[c]","77180","70930"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","London","25","[c]","43660","43160"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Outside London","25","[c]","46410","39200"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","London","265","[c]","39600","31640"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Outside London","55","[c]","43870","50460"
"New entrant CS","2023","Government Property Agency","Cabinet Office","London","20","[c]","47810","45700"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Outside London","60","[c]","47810","41460"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","London","295","[c]","27910","25480"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Outside London","1410","[c]","22880","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","15","[c]","23700","21780"
"New entrant CS","2023","HM Land Registry","HM Land Registry","London","30","[c]","36120","31680"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Outside London","330","[c]","27760","23390"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","London","1165","[c]","30370","29090"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","Outside London","10405","[c]","25890","24070"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","50","[c]","26760","28880"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","480","[c]","35060","31980"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","4315","[c]","27280","22520"
"New entrant CS","2023","HM Treasury (excl. agencies)","HM Treasury","London","185","[c]","31050","28500"
"New entrant CS","2023","HM Treasury (excl. agencies)","HM Treasury","Outside London","80","[c]","29570","28500"
"New entrant CS","2023","Health and Safety Executive","Department for Work and Pensions","London","15","[c]","34700","37180"
"New entrant CS","2023","Health and Safety Executive","Department for Work and Pensions","Outside London","310","[c]","33450","27320"
"New entrant CS","2023","Home Office","Home Office","London","1805","[c]","31190","29750"
"New entrant CS","2023","Home Office","Home Office","Outside London","5925","[c]","24880","22400"
"New entrant CS","2023","Home Office","Home Office","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Home Office","Unknown","50","[c]","26300","25750"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","London","15","[c]","38050","34480"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","40","[c]","37200","37710"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","75","[c]","41190","39910"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","Outside London","85","[c]","22170","21780"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","Outside London","185","[c]","30050","26780"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","175","[c]","40920","33500"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","45","[c]","45000","37440"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","260","[c]","30020","26650"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","London","350","[c]","39220","37850"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","3065","[c]","30120","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","50","[c]","46870","45690"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","London","410","[c]","37960","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","395","[c]","34340","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","London","150","[c]","42780","37070"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Outside London","360","[c]","36170","36040"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","London","5","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","Outside London","75","[c]","33520","29100"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","London","25","[c]","47750","43750"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","Outside London","10","[c]","39490","42290"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","80","[c]","48820","43840"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","380","[c]","50330","47750"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","260","[c]","43720","40000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","210","[c]","34540","29380"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","85","[c]","37170","33230"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","London","25","[c]","43760","43520"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","Outside London","20","[c]","43660","43000"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","Outside London","335","[c]","22480","21780"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","Scottish Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","10","[c]","37500","32120"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","15","[c]","45170","52360"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","135","[c]","39460","41840"
"New entrant CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","Scottish Government","Outside London","55","[c]","30270","24010"
"New entrant CS","2023","Revenue Scotland","Scottish Government","Outside London","15","[c]","38820","29450"
"New entrant CS","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","150","[c]","22470","17530"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","420","[c]","23190","22150"
"New entrant CS","2023","Scottish Courts and Tribunals Service","Scottish Government","Outside London","235","[c]","26870","23190"
"New entrant CS","2023","Scottish Fiscal Commission","Scottish Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","Outside London","875","[c]","39360","33520"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Housing Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","Outside London","405","[c]","27290","24710"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","Outside London","70","[c]","27310","25710"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","London","65","[c]","41020","33330"
"New entrant CS","2023","Social Security Scotland","Scottish Government","Outside London","1845","[c]","28320","29100"
"New entrant CS","2023","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","Outside London","70","[c]","24670","22180"
"New entrant CS","2023","Submarine Delivery Agency","Ministry of Defence","Outside London","260","[c]","33460","32500"
"New entrant CS","2023","Teaching Regulation Agency","Department for Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","65","[c]","29020","22180"
"New entrant CS","2023","The National Archives","The National Archives","London","100","[c]","31720","29840"
"New entrant CS","2023","The National Archives","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Scottish Government","Outside London","50","[c]","36500","33520"
"New entrant CS","2023","UK Debt Management Office","HM Treasury","London","15","[c]","61120","61000"
"New entrant CS","2023","UK Export Finance","UK Export Finance","London","95","[c]","48470","42000"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","London","385","[c]","44470","40490"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","Outside London","580","[c]","39600","33710"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","Outside London","110","[c]","30690","27610"
"New entrant CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","London","45","[c]","47200","40690"
"New entrant CS","2023","UK Statistics Authority","UK Statistics Authority","Outside London","1050","[c]","28890","24840"
"New entrant CS","2023","UK Supreme Court","UK Supreme Court","London","25","[c]","33270","34240"
"New entrant CS","2023","Valuation Office Agency","HM Revenue and Customs","London","45","[c]","33010","29660"
"New entrant CS","2023","Valuation Office Agency","HM Revenue and Customs","Outside London","330","[c]","24620","22520"
"New entrant CS","2023","Vehicle Certification Agency","Department for Transport","Outside London","25","[c]","27120","27240"
"New entrant CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","39610","40260"
"New entrant CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","London","20","[c]","49540","45000"
"New entrant CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","30","[c]","50240","48500"
"New entrant CS","2023","Welsh Government (excl. agencies)","Welsh Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Welsh Government","Outside London","310","[c]","33930","32460"
"New entrant CS","2023","Welsh Revenue Authority","Welsh Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","15","[c]","29930","25030"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","","",""
"Organisation","Executive Agencies, Ministerial and Non-Ministerial Departments, Crown Non-departmental Public Bodies.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
