"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","AO","15","[c]","22220","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","EO","20","[c]","27520","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Legal","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Legal","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","AO","40","[c]","23580","23180"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","EO","45","[c]","31760","32930"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","G6","35","[c]","84270","84890"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","G7","15","[c]","67770","68710"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","HEO","85","[c]","38120","40590"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","SEO","10","[c]","45440","47670"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","AO","20","[c]","25990","26560"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","EO","10","[c]","29720","30580"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","AA","105","[c]","21250","21380"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","AO","395","[c]","22300","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","EO","110","[c]","27480","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","HEO","50","[c]","34030","33830"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","SEO","15","[c]","41970","41100"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Other","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Other","Outside London","AA","95","[c]","19920","19770"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Other","Outside London","AO","85","[c]","21930","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Other","Outside London","EO","10","[c]","27110","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Other","Outside London","HEO","10","[c]","33830","33830"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Other","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","London","EO","10","[c]","29390","29450"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","London","HEO","20","[c]","36230","37850"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","London","SEO","15","[c]","43920","42540"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","Outside London","AO","10","[c]","22800","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Policy","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","London","SEO","10","[c]","45600","45540"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","EO","35","[c]","27290","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","G6","15","[c]","68980","64620"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","G7","15","[c]","53970","54440"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","HEO","70","[c]","34130","33830"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","SEO","65","[c]","41160","41000"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","Outside London","AA","40","[c]","19610","19770"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","Outside London","EO","40","[c]","27060","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","Outside London","HEO","70","[c]","33750","33830"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","Outside London","SEO","35","[c]","41600","41000"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","London","HEO","10","[c]","37720","37850"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","AO","35","[c]","22130","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","EO","30","[c]","27830","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","HEO","25","[c]","33870","33830"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","SEO","10","[c]","43550","41200"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","London","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","London","HEO","10","[c]","37270","37850"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","AA","285","[c]","26240","27500"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","AO","275","[c]","29350","26350"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","EO","35","[c]","28380","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","HEO","20","[c]","37570","33830"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","London","HEO","15","[c]","38680","38850"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","Outside London","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","London","HEO","15","[c]","35830","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","G7","30","[c]","58060","55720"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","HEO","20","[c]","35490","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","SEO","20","[c]","43870","43650"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","G7","30","[c]","53680","51770"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","HEO","15","[c]","31340","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","SEO","15","[c]","38620","37680"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","London","HEO","15","[c]","35680","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Outside London","EO","25","[c]","25830","25830"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Outside London","HEO","25","[c]","31340","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Legal","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Legal","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","London","AO","15","[c]","25680","25480"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","London","EO","35","[c]","29660","29660"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","London","HEO","15","[c]","35410","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","AO","10","[c]","21780","21780"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","London","HEO","15","[c]","35480","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","Outside London","HEO","30","[c]","31560","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","Outside London","SEO","15","[c]","37690","37680"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","London","EO","25","[c]","29660","29660"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","London","HEO","25","[c]","35690","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","London","SEO","20","[c]","44320","43650"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","Outside London","HEO","20","[c]","31250","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","London","EO","10","[c]","29660","29660"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","London","HEO","10","[c]","35410","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","Outside London","AO","5","[c]","[c]","[c]"
