"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Department for Work and Pensions","Unknown","SEO/HEO","25","20","38950","39150"
"In post","2023","30-39","Department of Health and Social Care","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Commercial","G6/G7","15","15","57240","54690"
"In post","2023","30-39","Department of Health and Social Care","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Commercial","SEO/HEO","30","30","36830","38020"
"In post","2023","30-39","Department of Health and Social Care","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Communications","G6/G7","25","25","59000","56100"
"In post","2023","30-39","Department of Health and Social Care","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Communications","SEO/HEO","25","25","39840","41190"
"In post","2023","30-39","Department of Health and Social Care","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Digital, Data and Technology","G6/G7","70","70","56860","54670"
"In post","2023","30-39","Department of Health and Social Care","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","50","50","38460","40880"
"In post","2023","30-39","Department of Health and Social Care","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Economics","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Finance","EO","15","15","26720","27690"
"In post","2023","30-39","Department of Health and Social Care","Finance","G6/G7","20","20","59260","57330"
"In post","2023","30-39","Department of Health and Social Care","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Finance","SEO/HEO","25","25","38410","40880"
"In post","2023","30-39","Department of Health and Social Care","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Human Resources","EO","30","25","26590","27690"
"In post","2023","30-39","Department of Health and Social Care","Human Resources","G6/G7","30","30","58650","54690"
"In post","2023","30-39","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Human Resources","SEO/HEO","20","20","34930","33640"
"In post","2023","30-39","Department of Health and Social Care","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Medicine","G6/G7","40","35","68180","55000"
"In post","2023","30-39","Department of Health and Social Care","Medicine","SCS level","30","25","96830","96200"
"In post","2023","30-39","Department of Health and Social Care","Medicine","SEO/HEO","40","35","39980","41190"
"In post","2023","30-39","Department of Health and Social Care","Operational Delivery","AA/AO","90","80","22540","22480"
"In post","2023","30-39","Department of Health and Social Care","Operational Delivery","EO","95","90","27100","27690"
"In post","2023","30-39","Department of Health and Social Care","Operational Delivery","G6/G7","225","215","58110","54460"
"In post","2023","30-39","Department of Health and Social Care","Operational Delivery","SCS level","15","15","81960","74680"
"In post","2023","30-39","Department of Health and Social Care","Operational Delivery","SEO/HEO","315","305","36920","37060"
"In post","2023","30-39","Department of Health and Social Care","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Operational Research","G6/G7","10","10","57200","54990"
"In post","2023","30-39","Department of Health and Social Care","Operational Research","SEO/HEO","10","10","38940","41480"
"In post","2023","30-39","Department of Health and Social Care","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Other","EO","5","5","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Other","G6/G7","20","20","58900","54990"
"In post","2023","30-39","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Other","SEO/HEO","10","10","36640","37540"
"In post","2023","30-39","Department of Health and Social Care","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Policy","G6/G7","70","65","58820","54690"
"In post","2023","30-39","Department of Health and Social Care","Policy","SCS level","10","10","77680","76100"
"In post","2023","30-39","Department of Health and Social Care","Policy","SEO/HEO","40","40","37250","38120"
"In post","2023","30-39","Department of Health and Social Care","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Project Delivery","SEO/HEO","10","10","40510","41950"
"In post","2023","30-39","Department of Health and Social Care","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Science and Engineering","AA/AO","30","25","22640","22820"
"In post","2023","30-39","Department of Health and Social Care","Science and Engineering","EO","60","55","27530","27690"
"In post","2023","30-39","Department of Health and Social Care","Science and Engineering","G6/G7","100","95","56560","54450"
"In post","2023","30-39","Department of Health and Social Care","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Science and Engineering","SEO/HEO","275","270","38180","39100"
"In post","2023","30-39","Department of Health and Social Care","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Social Research","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Statistics","G6/G7","15","15","55530","54570"
"In post","2023","30-39","Department of Health and Social Care","Statistics","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Unknown","EO","40","35","27650","28770"
"In post","2023","30-39","Department of Health and Social Care","Unknown","G6/G7","390","375","58900","54690"
"In post","2023","30-39","Department of Health and Social Care","Unknown","SCS level","35","30","79000","75900"
"In post","2023","30-39","Department of Health and Social Care","Unknown","SEO/HEO","250","240","38480","38490"
"In post","2023","30-39","Estyn","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2023","30-39","Estyn","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Communications","SEO/HEO","20","20","35510","36520"
"In post","2023","30-39","Food Standards Agency","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Operational Delivery","EO","30","30","27740","28090"
"In post","2023","30-39","Food Standards Agency","Operational Delivery","G6/G7","10","10","[c]","[c]"
