"Status","Year","Disability","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","555","505","23250","22220"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","600","550","27790","28120"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","655","635","56650","55110"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","30","25","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","1495","1435","37110","36960"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","345","325","36600","33340"
"In post","2023","Declared disabled","Greater Manchester","Outside London","AA/AO","690","610","22650","21690"
"In post","2023","Declared disabled","Greater Manchester","Outside London","EO","750","685","27860","28120"
"In post","2023","Declared disabled","Greater Manchester","Outside London","G6/G7","305","295","58650","57710"
"In post","2023","Declared disabled","Greater Manchester","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester","Outside London","SEO/HEO","730","700","36840","35000"
"In post","2023","Declared disabled","Greater Manchester","Outside London","Unknown","240","225","30800","29050"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Outside London","AA/AO","530","450","23180","21780"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Outside London","EO","440","400","28220","28120"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Outside London","G6/G7","265","250","56040","52490"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Outside London","SEO/HEO","610","580","36970","35230"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Outside London","Unknown","120","110","29650","29050"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","205","180","24260","21780"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","140","130","28390","28120"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","75","70","37830","37300"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","90","85","30680","29050"
"In post","2023","Declared disabled","Highlands and Islands","Outside London","AA/AO","65","60","23420","21690"
"In post","2023","Declared disabled","Highlands and Islands","Outside London","EO","90","80","29470","28120"
"In post","2023","Declared disabled","Highlands and Islands","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Outside London","SEO/HEO","30","30","36390","34970"
"In post","2023","Declared disabled","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - East","London","AA/AO","290","265","27260","25810"
"In post","2023","Declared disabled","Inner London - East","London","EO","555","510","32330","32520"
"In post","2023","Declared disabled","Inner London - East","London","G6/G7","350","340","63550","63040"
"In post","2023","Declared disabled","Inner London - East","London","SCS level","35","35","98030","88420"
"In post","2023","Declared disabled","Inner London - East","London","SEO/HEO","550","530","41230","39950"
"In post","2023","Declared disabled","Inner London - East","London","Unknown","210","200","37260","34820"
"In post","2023","Declared disabled","Inner London - West","London","AA/AO","450","410","26640","25480"
"In post","2023","Declared disabled","Inner London - West","London","EO","790","760","30830","30400"
"In post","2023","Declared disabled","Inner London - West","London","G6/G7","1910","1845","61500","59290"
"In post","2023","Declared disabled","Inner London - West","London","SCS level","290","280","92610","82020"
"In post","2023","Declared disabled","Inner London - West","London","SEO/HEO","2305","2255","39250","39150"
"In post","2023","Declared disabled","Inner London - West","London","Unknown","35","35","36390","35760"
"In post","2023","Declared disabled","Kent","Outside London","AA/AO","340","310","25790","25610"
"In post","2023","Declared disabled","Kent","Outside London","EO","415","380","30020","31280"
"In post","2023","Declared disabled","Kent","Outside London","G6/G7","35","35","63140","59040"
"In post","2023","Declared disabled","Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Kent","Outside London","SEO/HEO","190","185","39140","37680"
"In post","2023","Declared disabled","Kent","Outside London","Unknown","120","110","30050","29050"
"In post","2023","Declared disabled","Lancashire","Outside London","AA/AO","885","765","22790","21690"
"In post","2023","Declared disabled","Lancashire","Outside London","EO","775","690","28130","28120"
"In post","2023","Declared disabled","Lancashire","Outside London","G6/G7","120","115","56350","52600"
"In post","2023","Declared disabled","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lancashire","Outside London","SEO/HEO","405","380","36870","34970"
"In post","2023","Declared disabled","Lancashire","Outside London","Unknown","130","120","29830","29050"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","380","330","22850","21780"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","EO","260","235","28050","28120"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","25","20","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","105","105","37990","35000"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","110","100","31660","30810"
"In post","2023","Declared disabled","Lincolnshire","Outside London","AA/AO","190","175","24120","22220"
"In post","2023","Declared disabled","Lincolnshire","Outside London","EO","125","110","28330","28120"
"In post","2023","Declared disabled","Lincolnshire","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","Outside London","SEO/HEO","80","75","36580","34300"
"In post","2023","Declared disabled","Lincolnshire","Outside London","Unknown","65","60","30640","29050"
"In post","2023","Declared disabled","Merseyside","Outside London","AA/AO","920","785","22200","22200"
"In post","2023","Declared disabled","Merseyside","Outside London","EO","855","755","27630","28120"
"In post","2023","Declared disabled","Merseyside","Outside London","G6/G7","185","175","58660","56870"
"In post","2023","Declared disabled","Merseyside","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Merseyside","Outside London","SEO/HEO","560","535","36990","35000"
"In post","2023","Declared disabled","Merseyside","Outside London","Unknown","185","175","30420","26840"
"In post","2023","Declared disabled","North Eastern Scotland","Outside London","AA/AO","45","40","24500","22200"
"In post","2023","Declared disabled","North Eastern Scotland","Outside London","EO","55","50","30000","28120"
"In post","2023","Declared disabled","North Eastern Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","North Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North Eastern Scotland","Outside London","SEO/HEO","50","45","45540","39740"
"In post","2023","Declared disabled","North Yorkshire","Outside London","AA/AO","140","125","22980","22150"
"In post","2023","Declared disabled","North Yorkshire","Outside London","EO","155","145","27400","27470"
"In post","2023","Declared disabled","North Yorkshire","Outside London","G6/G7","75","75","55980","51870"
"In post","2023","Declared disabled","North Yorkshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","North Yorkshire","Outside London","SEO/HEO","175","170","35380","34320"
"In post","2023","Declared disabled","North Yorkshire","Outside London","Unknown","55","50","31170","29050"
"In post","2023","Declared disabled","Northern Ireland","Outside London","AA/AO","125","115","22370","22520"
"In post","2023","Declared disabled","Northern Ireland","Outside London","EO","100","95","27940","28010"
"In post","2023","Declared disabled","Northern Ireland","Outside London","G6/G7","35","35","59200","57970"
"In post","2023","Declared disabled","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Outside London","SEO/HEO","115","110","36630","35000"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Outside London","AA/AO","1145","955","21990","21720"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Outside London","EO","775","690","27930","28120"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Outside London","G6/G7","205","195","57430","56450"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","630","590","36420","35000"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Outside London","Unknown","125","115","30500","29050"
"In post","2023","Declared disabled","Outer London - East and North East","London","AA/AO","210","190","26810","25610"
"In post","2023","Declared disabled","Outer London - East and North East","London","EO","285","255","32470","32520"
"In post","2023","Declared disabled","Outer London - East and North East","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Outer London - East and North East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outer London - East and North East","London","SEO/HEO","75","75","39880","39150"
"In post","2023","Declared disabled","Outer London - East and North East","London","Unknown","60","60","34870","33050"
"In post","2023","Declared disabled","Outer London - South","London","AA/AO","215","195","26040","26400"
"In post","2023","Declared disabled","Outer London - South","London","EO","375","345","31370","31310"
"In post","2023","Declared disabled","Outer London - South","London","G6/G7","175","170","66750","65230"
"In post","2023","Declared disabled","Outer London - South","London","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Outer London - South","London","SEO/HEO","420","400","41410","39790"
"In post","2023","Declared disabled","Outer London - South","London","Unknown","75","70","34240","33050"
"In post","2023","Declared disabled","Outer London - West and North West","London","AA/AO","205","185","26530","25610"
"In post","2023","Declared disabled","Outer London - West and North West","London","EO","415","370","31760","32520"
"In post","2023","Declared disabled","Outer London - West and North West","London","G6/G7","40","35","63450","63720"
"In post","2023","Declared disabled","Outer London - West and North West","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outer London - West and North West","London","SEO/HEO","185","180","39650","39150"
"In post","2023","Declared disabled","Outer London - West and North West","London","Unknown","75","70","36700","34820"
"In post","2023","Declared disabled","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Overseas","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Overseas","G6/G7","55","55","60420","57990"
"In post","2023","Declared disabled","Overseas","Overseas","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Overseas","SEO/HEO","100","100","39720","35810"
"In post","2023","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Outside London","AA/AO","385","350","24380","22220"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Outside London","EO","375","340","28610","28120"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Outside London","G6/G7","75","75","61860","57970"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Outside London","SEO/HEO","280","270","38660","37300"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Outside London","Unknown","115","105","31990","29050"
"In post","2023","Declared disabled","South Yorkshire","Outside London","AA/AO","390","335","22990","21690"
"In post","2023","Declared disabled","South Yorkshire","Outside London","EO","405","355","27680","28120"
"In post","2023","Declared disabled","South Yorkshire","Outside London","G6/G7","160","150","56870","54260"
"In post","2023","Declared disabled","South Yorkshire","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","South Yorkshire","Outside London","SEO/HEO","405","375","36750","37130"
"In post","2023","Declared disabled","South Yorkshire","Outside London","Unknown","100","95","30840","29050"
"In post","2023","Declared disabled","Southern Scotland","Outside London","AA/AO","190","160","23100","22520"
"In post","2023","Declared disabled","Southern Scotland","Outside London","EO","180","155","28760","28120"
"In post","2023","Declared disabled","Southern Scotland","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","Southern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Southern Scotland","Outside London","SEO/HEO","95","90","37390","35000"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Outside London","AA/AO","375","325","24800","22440"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Outside London","EO","410","365","29020","28120"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Outside London","G6/G7","65","60","59160","57970"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Outside London","SEO/HEO","215","200","37920","36090"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Outside London","Unknown","105","100","30930","29050"
"In post","2023","Declared disabled","Tees Valley and Durham","Outside London","AA/AO","550","470","23760","22400"
"In post","2023","Declared disabled","Tees Valley and Durham","Outside London","EO","420","370","28230","28120"
"In post","2023","Declared disabled","Tees Valley and Durham","Outside London","G6/G7","80","75","57880","53380"
"In post","2023","Declared disabled","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Tees Valley and Durham","Outside London","SEO/HEO","235","225","36500","34850"
"In post","2023","Declared disabled","Tees Valley and Durham","Outside London","Unknown","135","130","31020","29050"
"In post","2023","Declared disabled","Unknown","Unknown","AA/AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","EO","45","45","28180","28120"
"In post","2023","Declared disabled","Unknown","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","SEO/HEO","40","35","37120","35680"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","West Central Scotland","Outside London","AA/AO","845","740","22880","22080"
"In post","2023","Declared disabled","West Central Scotland","Outside London","EO","720","650","29060","28120"
"In post","2023","Declared disabled","West Central Scotland","Outside London","G6/G7","150","145","60510","57970"
"In post","2023","Declared disabled","West Central Scotland","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","West Central Scotland","Outside London","SEO/HEO","520","495","38530","36540"
"In post","2023","Declared disabled","West Central Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","West Midlands","Outside London","AA/AO","730","635","22290","21780"
"In post","2023","Declared disabled","West Midlands","Outside London","EO","865","765","27790","28120"
"In post","2023","Declared disabled","West Midlands","Outside London","G6/G7","225","215","56810","54320"
"In post","2023","Declared disabled","West Midlands","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","West Midlands","Outside London","SEO/HEO","610","580","36110","35000"
"In post","2023","Declared disabled","West Midlands","Outside London","Unknown","230","215","30740","29050"
"In post","2023","Declared disabled","West Wales and The Valleys","Outside London","AA/AO","910","765","21870","21780"
"In post","2023","Declared disabled","West Wales and The Valleys","Outside London","EO","725","655","27960","28120"
"In post","2023","Declared disabled","West Wales and The Valleys","Outside London","G6/G7","60","55","61880","59480"
"In post","2023","Declared disabled","West Wales and The Valleys","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","West Wales and The Valleys","Outside London","SEO/HEO","325","300","37440","35000"
"In post","2023","Declared disabled","West Wales and The Valleys","Outside London","Unknown","175","165","28950","26840"
"In post","2023","Declared disabled","West Yorkshire","Outside London","AA/AO","565","490","23290","22380"
"In post","2023","Declared disabled","West Yorkshire","Outside London","EO","665","595","28140","28120"
"In post","2023","Declared disabled","West Yorkshire","Outside London","G6/G7","245","235","58060","56870"
"In post","2023","Declared disabled","West Yorkshire","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","West Yorkshire","Outside London","SEO/HEO","590","560","36820","35000"
"In post","2023","Declared disabled","West Yorkshire","Outside London","Unknown","215","200","30880","29050"
"In post","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","AA/AO","865","795","26320","25480"
"In post","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","EO","930","850","30040","30120"
"In post","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","G6/G7","290","280","62290","60220"
"In post","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","SCS level","30","30","89680","85000"
"In post","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","695","670","39790","38780"
"In post","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","Unknown","260","240","30740","29050"
"In post","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","1800","1700","27430","24910"
"In post","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","1415","1325","30470","29140"
"In post","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","560","525","61890","58880"
"In post","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","45","45","95100","91130"
"In post","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","1590","1535","39650","38630"
"In post","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","390","365","31550","29400"
"In post","2023","Declared non-disabled","Cheshire","Outside London","AA/AO","765","690","25170","23230"
"In post","2023","Declared non-disabled","Cheshire","Outside London","EO","575","530","29940","28120"
"In post","2023","Declared non-disabled","Cheshire","Outside London","G6/G7","245","240","58390","56450"
"In post","2023","Declared non-disabled","Cheshire","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Cheshire","Outside London","SEO/HEO","610","585","39370","38640"
"In post","2023","Declared non-disabled","Cheshire","Outside London","Unknown","250","240","30090","28290"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","AA/AO","415","370","21740","21690"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","EO","410","375","27880","28120"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","G6/G7","65","60","58800","55500"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","SEO/HEO","210","200","36340","34300"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","Unknown","70","60","29630","25300"
"In post","2023","Declared non-disabled","Cumbria","Outside London","AA/AO","625","570","23350","22150"
"In post","2023","Declared non-disabled","Cumbria","Outside London","EO","350","320","27690","26850"
"In post","2023","Declared non-disabled","Cumbria","Outside London","G6/G7","95","90","57410","52360"
"In post","2023","Declared non-disabled","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Cumbria","Outside London","SEO/HEO","245","230","35330","34170"
"In post","2023","Declared non-disabled","Cumbria","Outside London","Unknown","245","235","38350","35030"
"In post","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","AA/AO","2425","2205","24560","22520"
"In post","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","EO","2280","2100","28250","28120"
"In post","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","G6/G7","1045","1005","60300","57970"
"In post","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","SCS level","60","55","89590","84180"
"In post","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","2685","2555","37900","35000"
"In post","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","Unknown","530","490","29840","29050"
"In post","2023","Declared non-disabled","Devon","Outside London","AA/AO","1750","1570","24200","22150"
"In post","2023","Declared non-disabled","Devon","Outside London","EO","1485","1330","28210","28120"
"In post","2023","Declared non-disabled","Devon","Outside London","G6/G7","945","895","55110","52960"
"In post","2023","Declared non-disabled","Devon","Outside London","SCS level","30","30","95130","93140"
