"Status","Year","Age","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Declared non-disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Scotland","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Wales","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","North West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Analysis","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Debt","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","London","120","[c]","56900","55570"
"Leaver Dept.","2023","40-49","Unknown","No function","North East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","North West (England)","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","South East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","Wales","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","Yorkshire and The Humber","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","London","65","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Scotland","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Debt","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Debt","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Legal","North East (England)","[c]","[c]","[c]","[c]"
