"Status","Year","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Yorkshire CC","Outside London","10","10","60490","51290"
"In post","2023","Cabinet Office","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Norwich and East Norfolk","Outside London","210","200","45110","40450"
"In post","2023","Cabinet Office","Nottingham","Outside London","70","70","49230","45830"
"In post","2023","Cabinet Office","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Peterborough","Outside London","10","10","69070","70020"
"In post","2023","Cabinet Office","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Portsmouth","Outside London","20","20","47790","35390"
"In post","2023","Cabinet Office","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Sheffield","Outside London","100","95","53260","55260"
"In post","2023","Cabinet Office","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Solihull","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South Hampshire","Outside London","10","10","45880","34320"
"In post","2023","Cabinet Office","South Lanarkshire","Outside London","25","25","66710","65500"
"In post","2023","Cabinet Office","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Staffordshire CC","Outside London","10","10","49790","36800"
"In post","2023","Cabinet Office","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Swindon","Outside London","15","15","48550","40560"
"In post","2023","Cabinet Office","Telford and Wrekin","Outside London","15","15","73380","66270"
"In post","2023","Cabinet Office","Tower Hamlets","London","1325","1295","55350","56430"
"In post","2023","Cabinet Office","Tyneside","Outside London","395","370","31540","27100"
"In post","2023","Cabinet Office","Unknown","Unknown","175","170","42980","35740"
"In post","2023","Cabinet Office","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Warrington","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Westminster","London","4185","4130","50730","41870"
"In post","2023","Cabinet Office","Wiltshire","Outside London","60","60","68940","65890"
"In post","2023","Cabinet Office","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wolverhampton","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","York","Outside London","620","590","35120","33020"
"In post","2023","Chancellor's other departments","Camden and City of London","London","200","190","68340","62610"
"In post","2023","Chancellor's other departments","City of Edinburgh","Outside London","15","10","70680","70000"
"In post","2023","Chancellor's other departments","Durham","Outside London","20","20","50310","45690"
"In post","2023","Chancellor's other departments","Glasgow City","Outside London","15","15","44380","42290"
"In post","2023","Chancellor's other departments","Mid Lancashire","Outside London","25","25","44380","45000"
"In post","2023","Chancellor's other departments","Westminster","London","150","145","54760","49550"
"In post","2023","Charity Commission","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2023","Charity Commission","Sefton","Outside London","380","360","33830","30170"
"In post","2023","Charity Commission","Somerset CC","Outside London","35","30","34850","32360"
"In post","2023","Charity Commission","Westminster","London","80","80","45710","41370"
"In post","2023","Competition and Markets Authority","Belfast","Outside London","15","15","59620","59300"
"In post","2023","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Outside London","10","10","56500","57910"
"In post","2023","Competition and Markets Authority","City of Edinburgh","Outside London","70","65","59150","55950"
"In post","2023","Competition and Markets Authority","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Manchester","Outside London","15","15","48150","42920"
"In post","2023","Competition and Markets Authority","Tower Hamlets","London","795","770","62880","58330"
"In post","2023","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Outside London","135","125","48950","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Outside London","15","15","35330","33130"
"In post","2023","Department for Business, Energy and Industrial Strategy","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bedford","Outside London","10","10","36430","36190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Belfast","Outside London","30","30","29320","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Berkshire","Outside London","50","45","43740","39840"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Birmingham","Outside London","840","805","36900","34120"
"In post","2023","Department for Business, Energy and Industrial Strategy","Blackpool","Outside London","40","35","39050","40280"
"In post","2023","Department for Business, Energy and Industrial Strategy","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Brighton and Hove","Outside London","20","15","35670","32160"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bristol, City of","Outside London","90","85","39160","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","Outside London","10","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Outside London","1435","1345","33430","30630"
"In post","2023","Department for Business, Energy and Industrial Strategy","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Outside London","215","210","34560","31120"
"In post","2023","Department for Business, Energy and Industrial Strategy","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Croydon","London","65","60","37030","30570"
"In post","2023","Department for Business, Energy and Industrial Strategy","Darlington","Outside London","70","70","43370","38020"
"In post","2023","Department for Business, Energy and Industrial Strategy","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Devon CC","Outside London","1950","1860","39880","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Glasgow City","Outside London","100","90","32820","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","Outside London","410","405","43240","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hackney and Newham","London","270","260","43020","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","London","25","20","35090","33050"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","London","90","90","45580","43210"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","20","20","30290","31580"
"In post","2023","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Leeds","Outside London","195","180","35120","32310"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","Outside London","35","35","34540","32810"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Manchester","Outside London","335","320","34600","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Medway","Outside London","45","45","28890","24730"
"In post","2023","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Outside London","1640","1545","40520","39960"
"In post","2023","Department for Business, Energy and Industrial Strategy","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Hampshire","Outside London","35","30","35540","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Nottingham","Outside London","185","175","33210","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","30","30","34770","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","Outside London","40","40","37860","35150"
