"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","60-64","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","AA/AO","AA","10","5","[c]","[c]"
"In post","2023","60-64","Finance","AA/AO","AO","100","85","23350","22520"
"In post","2023","60-64","Finance","EO","EO","135","120","29010","28120"
"In post","2023","60-64","Finance","G6/G7","G6","35","30","72470","72940"
"In post","2023","60-64","Finance","G6/G7","G7","90","80","57710","58180"
"In post","2023","60-64","Finance","SCS level","SCS level","20","20","109580","97140"
"In post","2023","60-64","Finance","SEO/HEO","HEO","170","150","36280","34990"
"In post","2023","60-64","Finance","SEO/HEO","SEO","155","140","45120","44380"
"In post","2023","60-64","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Geography","EO","EO","15","10","29590","29880"
"In post","2023","60-64","Geography","SEO/HEO","HEO","15","10","35060","34370"
"In post","2023","60-64","Geography","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","AA/AO","AO","115","105","22910","22220"
"In post","2023","60-64","Human Resources","EO","EO","340","315","29650","28740"
"In post","2023","60-64","Human Resources","G6/G7","G6","35","35","70540","69410"
"In post","2023","60-64","Human Resources","G6/G7","G7","95","85","56450","56180"
"In post","2023","60-64","Human Resources","SCS level","SCS level","15","10","105230","95790"
"In post","2023","60-64","Human Resources","SEO/HEO","HEO","320","290","36170","35000"
"In post","2023","60-64","Human Resources","SEO/HEO","SEO","180","160","43490","42210"
"In post","2023","60-64","Human Resources","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","G6/G7","G6","30","30","84550","87570"
"In post","2023","60-64","Inspector of Education and Training","G6/G7","G7","35","35","75140","77470"
"In post","2023","60-64","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Inspector of Education and Training","SEO/HEO","SEO","25","20","52750","52750"
"In post","2023","60-64","Intelligence Analysis","AA/AO","AO","20","20","24190","22400"
"In post","2023","60-64","Intelligence Analysis","EO","EO","105","85","29120","28480"
"In post","2023","60-64","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","SEO/HEO","HEO","40","35","35870","34850"
"In post","2023","60-64","Intelligence Analysis","SEO/HEO","SEO","30","30","46550","46150"
"In post","2023","60-64","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","G6/G7","G7","20","15","56830","57260"
"In post","2023","60-64","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","SEO/HEO","HEO","15","15","35250","34370"
"In post","2023","60-64","Internal Audit","SEO/HEO","SEO","40","30","46610","45540"
"In post","2023","60-64","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","International Trade","G6/G7","G6","10","10","67280","67510"
"In post","2023","60-64","International Trade","G6/G7","G7","20","20","57300","57890"
"In post","2023","60-64","International Trade","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","60-64","International Trade","SEO/HEO","HEO","10","10","40280","36620"
"In post","2023","60-64","International Trade","SEO/HEO","SEO","40","40","42820","42560"
"In post","2023","60-64","Knowledge and Information Management","AA/AO","AO","75","70","23170","22220"
"In post","2023","60-64","Knowledge and Information Management","EO","EO","70","60","29200","28120"
"In post","2023","60-64","Knowledge and Information Management","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","G6/G7","G7","20","15","58270","57910"
"In post","2023","60-64","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Knowledge and Information Management","SEO/HEO","HEO","50","45","35430","34640"
"In post","2023","60-64","Knowledge and Information Management","SEO/HEO","SEO","35","35","43060","42510"
"In post","2023","60-64","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","AA/AO","AO","20","15","23610","22520"
"In post","2023","60-64","Legal","EO","EO","75","60","30170","29730"
"In post","2023","60-64","Legal","G6/G7","G6","115","100","75580","75710"
"In post","2023","60-64","Legal","G6/G7","G7","305","255","60670","61100"
"In post","2023","60-64","Legal","SCS level","SCS level","35","35","92080","86540"
"In post","2023","60-64","Legal","SEO/HEO","HEO","70","55","37030","36650"
"In post","2023","60-64","Legal","SEO/HEO","SEO","110","90","46320","46820"
"In post","2023","60-64","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Medicine","AA/AO","AO","20","20","24830","24680"
"In post","2023","60-64","Medicine","EO","EO","35","30","32820","32930"
"In post","2023","60-64","Medicine","G6/G7","G6","35","30","87400","93060"
"In post","2023","60-64","Medicine","G6/G7","G7","20","20","69260","66980"
"In post","2023","60-64","Medicine","SCS level","SCS level","40","35","127310","123120"
"In post","2023","60-64","Medicine","SEO/HEO","HEO","40","35","39670","40590"
"In post","2023","60-64","Medicine","SEO/HEO","SEO","20","20","46850","47670"
"In post","2023","60-64","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Operational Delivery","AA/AO","AA","2010","1595","21980","22520"
"In post","2023","60-64","Operational Delivery","AA/AO","AO","10090","8025","23650","22400"
"In post","2023","60-64","Operational Delivery","EO","EO","8715","6865","29300","28120"
"In post","2023","60-64","Operational Delivery","G6/G7","G6","165","150","72820","71300"
"In post","2023","60-64","Operational Delivery","G6/G7","G7","455","405","57760","56870"
"In post","2023","60-64","Operational Delivery","SCS level","SCS level","70","65","99710","97310"
"In post","2023","60-64","Operational Delivery","SEO/HEO","HEO","2390","1940","36110","34970"
"In post","2023","60-64","Operational Delivery","SEO/HEO","SEO","1060","905","45090","42900"
"In post","2023","60-64","Operational Delivery","Unknown","Unknown","1715","1500","31930","29050"
"In post","2023","60-64","Operational Research","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","60-64","Operational Research","G6/G7","G7","15","15","54500","51810"
"In post","2023","60-64","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Operational Research","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2023","60-64","Other","AA/AO","AA","265","255","20410","19770"
"In post","2023","60-64","Other","AA/AO","AO","575","505","22590","21690"
"In post","2023","60-64","Other","EO","EO","360","305","28930","28120"
"In post","2023","60-64","Other","G6/G7","G6","30","25","76100","73530"
"In post","2023","60-64","Other","G6/G7","G7","85","75","56780","57260"
"In post","2023","60-64","Other","SCS level","SCS level","15","15","103810","98840"
"In post","2023","60-64","Other","SEO/HEO","HEO","200","170","35570","34970"
"In post","2023","60-64","Other","SEO/HEO","SEO","130","105","43990","42900"
"In post","2023","60-64","Other","Unknown","Unknown","135","135","45200","40930"
"In post","2023","60-64","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning Inspectors","G6/G7","G6","35","30","67200","64900"
"In post","2023","60-64","Planning Inspectors","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","60-64","Policy","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","60-64","Policy","AA/AO","AO","55","50","25050","25340"
"In post","2023","60-64","Policy","EO","EO","160","150","30330","30610"
"In post","2023","60-64","Policy","G6/G7","G6","150","135","71490","71520"
"In post","2023","60-64","Policy","G6/G7","G7","285","255","58950","58840"
"In post","2023","60-64","Policy","SCS level","SCS level","80","75","96730","88780"
"In post","2023","60-64","Policy","SEO/HEO","HEO","220","200","36360","36280"
"In post","2023","60-64","Policy","SEO/HEO","SEO","235","210","44000","43760"
"In post","2023","60-64","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","AA/AO","AO","25","25","23970","22510"
"In post","2023","60-64","Project Delivery","EO","EO","95","80","28590","28120"
"In post","2023","60-64","Project Delivery","G6/G7","G6","105","95","69290","68280"
"In post","2023","60-64","Project Delivery","G6/G7","G7","225","195","56620","56190"
"In post","2023","60-64","Project Delivery","SCS level","SCS level","25","20","104820","94390"
"In post","2023","60-64","Project Delivery","SEO/HEO","HEO","265","220","35220","34970"
"In post","2023","60-64","Project Delivery","SEO/HEO","SEO","340","295","42700","42200"
"In post","2023","60-64","Project Delivery","Unknown","Unknown","35","30","53970","53820"
"In post","2023","60-64","Property","AA/AO","AA","115","115","19280","18830"
"In post","2023","60-64","Property","AA/AO","AO","65","55","23470","22520"
"In post","2023","60-64","Property","EO","EO","155","135","28630","27810"
"In post","2023","60-64","Property","G6/G7","G6","25","25","69300","68950"
"In post","2023","60-64","Property","G6/G7","G7","105","90","58510","58760"
"In post","2023","60-64","Property","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Property","SEO/HEO","HEO","175","155","35230","34440"
"In post","2023","60-64","Property","SEO/HEO","SEO","175","150","44020","43650"
"In post","2023","60-64","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","EO","EO","10","10","28480","28480"
"In post","2023","60-64","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Psychology","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2023","60-64","Science and Engineering","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","60-64","Science and Engineering","AA/AO","AO","105","100","23260","23430"
"In post","2023","60-64","Science and Engineering","EO","EO","125","110","28030","27740"
"In post","2023","60-64","Science and Engineering","G6/G7","G6","75","70","72460","71890"
"In post","2023","60-64","Science and Engineering","G6/G7","G7","220","185","55440","55360"
"In post","2023","60-64","Science and Engineering","SCS level","SCS level","15","10","103490","98070"
"In post","2023","60-64","Science and Engineering","SEO/HEO","HEO","195","180","35640","34760"
"In post","2023","60-64","Science and Engineering","SEO/HEO","SEO","265","240","44220","43440"
"In post","2023","60-64","Science and Engineering","Unknown","Unknown","60","55","50330","46180"
"In post","2023","60-64","Security","AA/AO","AA","435","395","22100","21380"
"In post","2023","60-64","Security","AA/AO","AO","190","165","33180","30200"
"In post","2023","60-64","Security","EO","EO","90","80","32630","28490"
"In post","2023","60-64","Security","G6/G7","G6","15","15","70880","69710"
"In post","2023","60-64","Security","G6/G7","G7","30","25","58880","58920"
"In post","2023","60-64","Security","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Security","SEO/HEO","HEO","125","115","37910","35000"
"In post","2023","60-64","Security","SEO/HEO","SEO","70","70","43580","42530"
"In post","2023","60-64","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","60-64","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Social Research","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Statistics","EO","EO","10","10","29370","28850"
"In post","2023","60-64","Statistics","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","60-64","Statistics","G6/G7","G7","20","20","57710","57250"
"In post","2023","60-64","Statistics","SEO/HEO","HEO","15","10","35640","35000"
"In post","2023","60-64","Statistics","SEO/HEO","SEO","10","10","43250","41800"
"In post","2023","60-64","Tax","AA/AO","AO","100","80","22880","22520"
"In post","2023","60-64","Tax","EO","EO","265","205","29990","29730"
"In post","2023","60-64","Tax","G6/G7","G6","75","60","74270","72920"
"In post","2023","60-64","Tax","G6/G7","G7","145","110","60340","58920"
"In post","2023","60-64","Tax","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Tax","SEO/HEO","HEO","405","325","37030","35330"
"In post","2023","60-64","Tax","SEO/HEO","SEO","220","175","44090","42590"
"In post","2023","60-64","Unknown","AA/AO","AA","130","120","24230","24890"
"In post","2023","60-64","Unknown","AA/AO","AO","215","195","27220","26600"
"In post","2023","60-64","Unknown","EO","EO","250","225","30920","31210"
"In post","2023","60-64","Unknown","G6/G7","G6","105","95","76940","79110"
"In post","2023","60-64","Unknown","G6/G7","G7","165","145","61330","59330"
"In post","2023","60-64","Unknown","SCS level","SCS level","55","50","100670","86760"
"In post","2023","60-64","Unknown","SEO/HEO","HEO","225","200","37580","38330"
"In post","2023","60-64","Unknown","SEO/HEO","SEO","215","190","47890","49860"
