"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Statistics Authority","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Statistics Authority","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Cabinet Office","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Education","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department of Health and Social Care","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Revenue and Customs","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Home Office","AA/AO","40","[c]","23890","22400"
"New entrant CS","2023","Unknown","Black","Home Office","EO","40","[c]","27930","29200"
"New entrant CS","2023","Unknown","Black","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Home Office","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Defence","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Defence","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Defence","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Justice","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
