"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Cabinet Office","Statistics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Chancellor's other departments","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Chancellor's other departments","Operational Research","Inner London - West","5","5","[c]","[c]"
"In post","2023","Analysis","Chancellor's other departments","Operational Research","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Chancellor's other departments","Other","Eastern Scotland","15","10","70680","70000"
"In post","2023","Analysis","Chancellor's other departments","Other","Inner London - West","185","175","70880","67430"
"In post","2023","Analysis","Chancellor's other departments","Other","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Chancellor's other departments","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Intelligence Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Intelligence Analysis","Merseyside","5","5","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Statistics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Statistics","Merseyside","5","5","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Economics","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Economics","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Economics","Inner London - East","95","85","65980","60600"
"In post","2023","Analysis","Competition and Markets Authority","Economics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Intelligence Analysis","Inner London - East","30","30","57490","55950"
"In post","2023","Analysis","Competition and Markets Authority","Statistics","Inner London - East","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","East Wales","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Greater Manchester","15","15","32270","31240"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Inner London - West","140","135","41850","34720"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","West Midlands","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","Inner London - West","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","East Wales","30","30","34840","31750"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Inner London - East","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","West Midlands","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Inner London - West","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Inner London - West","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Policy","Inner London - West","10","10","53230","57240"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","East Wales","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Inner London - West","25","25","49070","46310"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Economics","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Economics","Inner London - West","60","60","52850","56760"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Inner London - West","15","15","47840","39040"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Policy","Inner London - West","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Inner London - West","20","20","52070","56900"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Inner London - West","15","15","47790","42850"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Statistics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Greater Manchester","10","10","34750","33950"
"In post","2023","Analysis","Department for Education","Economics","Inner London - West","55","55","54930","55020"
"In post","2023","Analysis","Department for Education","Economics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","South Yorkshire","10","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Greater Manchester","10","10","39500","33950"
"In post","2023","Analysis","Department for Education","Operational Research","Inner London - West","40","35","52280","47410"
"In post","2023","Analysis","Department for Education","Operational Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","South Yorkshire","30","25","46050","43690"
"In post","2023","Analysis","Department for Education","Operational Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","42870","43250"
"In post","2023","Analysis","Department for Education","Social Research","Greater Manchester","15","15","39690","43250"
"In post","2023","Analysis","Department for Education","Social Research","Inner London - West","50","45","49350","47410"
"In post","2023","Analysis","Department for Education","Social Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","South Yorkshire","35","30","46840","43860"
"In post","2023","Analysis","Department for Education","Social Research","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","45620","43250"
"In post","2023","Analysis","Department for Education","Statistics","Greater Manchester","30","30","41990","43250"
"In post","2023","Analysis","Department for Education","Statistics","Inner London - West","75","70","48080","46600"
"In post","2023","Analysis","Department for Education","Statistics","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","South Yorkshire","70","70","44030","43250"
"In post","2023","Analysis","Department for Education","Statistics","Tees Valley and Durham","35","35","43600","43490"
"In post","2023","Analysis","Department for Education","Statistics","West Midlands","20","20","40930","37900"
"In post","2023","Analysis","Department for Education","Statistics","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Cumbria","15","15","31460","30320"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Other","Dorset and Somerset","10","10","35540","26190"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Other","East Anglia","35","35","38450","37300"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Devon","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Dorset and Somerset","125","120","34760","30350"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","East Anglia","305","295","36320","31690"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Economics","Inner London - West","130","130","50130","55370"
"In post","2023","Analysis","Department for International Trade","Economics","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Operational Research","Inner London - West","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Other","Inner London - West","15","15","42050","35200"
"In post","2023","Analysis","Department for International Trade","Policy","Inner London - West","10","10","51940","47270"
"In post","2023","Analysis","Department for International Trade","Social Research","Inner London - West","30","25","48800","49000"
"In post","2023","Analysis","Department for International Trade","Social Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Statistics","Inner London - West","55","55","48450","47550"
"In post","2023","Analysis","Department for International Trade","Statistics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","45510","41560"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Economics","Inner London - West","55","55","50220","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Inner London - West","25","25","53860","56370"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Inner London - West","125","125","48240","44180"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","West Midlands","20","20","38670","37060"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Economics","Inner London - West","160","155","51860","55740"
"In post","2023","Analysis","Department for Transport","Economics","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Economics","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","34790","32950"
"In post","2023","Analysis","Department for Transport","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Inner London - West","15","10","51180","55740"
"In post","2023","Analysis","Department for Transport","Operational Research","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","West Midlands","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","West Yorkshire","10","10","26200","22500"
"In post","2023","Analysis","Department for Transport","Other","Inner London - West","30","30","53930","55740"
"In post","2023","Analysis","Department for Transport","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Social Research","Inner London - West","45","40","53610","55190"
"In post","2023","Analysis","Department for Transport","Social Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Social Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Statistics","Inner London - West","65","65","46520","43750"
"In post","2023","Analysis","Department for Transport","Statistics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Statistics","West Midlands","5","5","[c]","[c]"
