"Status","Year","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","Undeclared","40","40","22320","22150"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","Unknown","100","90","22340","23230"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","Heterosexual / straight","1695","1605","28490","26100"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","LGBO","105","105","30360","32380"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","Undeclared","195","180","30090","26920"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","Unknown","480","455","28870","27350"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","Heterosexual / straight","1605","1510","30630","29140"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","LGBO","100","100","30890","29400"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","Undeclared","205","195","32330","29730"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","Unknown","320","300","31040","29140"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","Heterosexual / straight","160","150","72970","71070"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","Undeclared","25","20","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","Unknown","30","30","73230","72440"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","Heterosexual / straight","440","410","58070","56910"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","Undeclared","60","55","55970","55290"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","Unknown","105","100","57290","56520"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","Heterosexual / straight","50","45","98660","95590"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","Heterosexual / straight","1030","990","36260","35200"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","LGBO","55","55","36150","35300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","Undeclared","140","135","36090","35550"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","Unknown","205","190","36780","35830"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","Heterosexual / straight","780","755","44300","43000"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","Undeclared","105","100","44310","43000"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","Unknown","160","150","43470","42510"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","Heterosexual / straight","475","445","31500","29400"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","LGBO","40","40","30530","25300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","Undeclared","35","30","30840","25300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","Unknown","125","115","26760","24570"
"In post","2023","Cheshire","AA/AO","AA","Heterosexual / straight","90","85","22560","23230"
"In post","2023","Cheshire","AA/AO","AA","LGBO","10","5","[c]","[c]"
"In post","2023","Cheshire","AA/AO","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","Cheshire","AA/AO","AA","Unknown","55","50","22880","23230"
"In post","2023","Cheshire","AA/AO","AO","Heterosexual / straight","735","665","25150","22220"
"In post","2023","Cheshire","AA/AO","AO","LGBO","60","60","27290","28880"
"In post","2023","Cheshire","AA/AO","AO","Undeclared","85","75","25000","22220"
"In post","2023","Cheshire","AA/AO","AO","Unknown","265","240","27500","28880"
"In post","2023","Cheshire","EO","EO","Heterosexual / straight","965","910","31380","30740"
"In post","2023","Cheshire","EO","EO","LGBO","75","75","31260","30740"
"In post","2023","Cheshire","EO","EO","Undeclared","115","105","31150","29710"
"In post","2023","Cheshire","EO","EO","Unknown","135","120","31200","28120"
"In post","2023","Cheshire","G6/G7","G6","Heterosexual / straight","80","80","68730","66430"
"In post","2023","Cheshire","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Cheshire","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Cheshire","G6/G7","G7","Heterosexual / straight","205","200","55040","52330"
"In post","2023","Cheshire","G6/G7","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Cheshire","G6/G7","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Cheshire","G6/G7","G7","Unknown","30","30","55280","54690"
"In post","2023","Cheshire","SCS level","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cheshire","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SEO/HEO","HEO","Heterosexual / straight","550","525","37490","38640"
"In post","2023","Cheshire","SEO/HEO","HEO","LGBO","35","30","37590","38640"
"In post","2023","Cheshire","SEO/HEO","HEO","Undeclared","55","50","37690","38910"
"In post","2023","Cheshire","SEO/HEO","HEO","Unknown","70","65","38350","38640"
"In post","2023","Cheshire","SEO/HEO","SEO","Heterosexual / straight","345","335","44210","46430"
"In post","2023","Cheshire","SEO/HEO","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","Cheshire","SEO/HEO","SEO","Undeclared","40","40","44720","42910"
"In post","2023","Cheshire","SEO/HEO","SEO","Unknown","35","35","45070","46740"
"In post","2023","Cheshire","Unknown","Unknown","Heterosexual / straight","285","270","29900","29050"
"In post","2023","Cheshire","Unknown","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","Cheshire","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Cheshire","Unknown","Unknown","Unknown","40","30","25990","23640"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","AA","Heterosexual / straight","75","65","20700","21380"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","AA","Unknown","20","20","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","AO","Heterosexual / straight","365","330","22000","21690"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","AO","LGBO","25","20","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","AO","Undeclared","50","45","22080","21960"
"In post","2023","Cornwall and Isles of Scilly","AA/AO","AO","Unknown","95","85","21790","21690"
"In post","2023","Cornwall and Isles of Scilly","EO","EO","Heterosexual / straight","415","375","27830","28120"
"In post","2023","Cornwall and Isles of Scilly","EO","EO","LGBO","25","20","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","EO","EO","Undeclared","55","55","27860","28120"
"In post","2023","Cornwall and Isles of Scilly","EO","EO","Unknown","70","65","28000","28120"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","G7","Heterosexual / straight","50","45","56660","54190"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","G6/G7","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","HEO","Heterosexual / straight","150","140","33740","34170"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","HEO","Undeclared","25","20","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","SEO","Heterosexual / straight","80","75","41410","39360"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","SEO/HEO","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","Unknown","Unknown","Heterosexual / straight","85","75","30940","26840"
"In post","2023","Cornwall and Isles of Scilly","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","Unknown","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","Cumbria","AA/AO","AA","Heterosexual / straight","60","55","21780","21380"
"In post","2023","Cumbria","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cumbria","AA/AO","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","Cumbria","AA/AO","AA","Unknown","10","10","[c]","[c]"
"In post","2023","Cumbria","AA/AO","AO","Heterosexual / straight","655","585","23390","22150"
"In post","2023","Cumbria","AA/AO","AO","LGBO","55","55","23930","22150"
"In post","2023","Cumbria","AA/AO","AO","Undeclared","80","75","23030","22150"
"In post","2023","Cumbria","AA/AO","AO","Unknown","195","175","23970","22150"
"In post","2023","Cumbria","EO","EO","Heterosexual / straight","355","320","27590","26850"
"In post","2023","Cumbria","EO","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Cumbria","EO","EO","Undeclared","45","40","27840","26850"
"In post","2023","Cumbria","EO","EO","Unknown","100","85","27800","28090"
"In post","2023","Cumbria","G6/G7","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Cumbria","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cumbria","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cumbria","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Cumbria","G6/G7","G7","Heterosexual / straight","75","75","54420","50340"
"In post","2023","Cumbria","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Cumbria","G6/G7","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Cumbria","G6/G7","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Cumbria","SCS level","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cumbria","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cumbria","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cumbria","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cumbria","SEO/HEO","HEO","Heterosexual / straight","180","165","32370","31270"
"In post","2023","Cumbria","SEO/HEO","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Cumbria","SEO/HEO","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Cumbria","SEO/HEO","HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Cumbria","SEO/HEO","SEO","Heterosexual / straight","100","100","40370","37980"
"In post","2023","Cumbria","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Cumbria","SEO/HEO","SEO","Undeclared","20","15","[c]","[c]"
"In post","2023","Cumbria","SEO/HEO","SEO","Unknown","25","20","[c]","[c]"
"In post","2023","Cumbria","Unknown","Unknown","Heterosexual / straight","265","255","37990","33340"
"In post","2023","Cumbria","Unknown","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Cumbria","Unknown","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Cumbria","Unknown","Unknown","Unknown","50","45","31590","28710"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","AA","Heterosexual / straight","265","245","22130","23230"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","AA","LGBO","25","20","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","AA","Undeclared","25","25","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","AA","Unknown","85","75","22520","23230"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","AO","Heterosexual / straight","2270","2070","24840","22520"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","AO","LGBO","185","180","24570","22520"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","AO","Undeclared","260","230","23650","22220"
"In post","2023","Derbyshire and Nottinghamshire","AA/AO","AO","Unknown","1065","960","24220","22520"
"In post","2023","Derbyshire and Nottinghamshire","EO","EO","Heterosexual / straight","2380","2200","28280","28120"
"In post","2023","Derbyshire and Nottinghamshire","EO","EO","LGBO","180","170","28180","28120"
"In post","2023","Derbyshire and Nottinghamshire","EO","EO","Undeclared","305","275","28400","28120"
"In post","2023","Derbyshire and Nottinghamshire","EO","EO","Unknown","805","745","28150","28120"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","G6","Heterosexual / straight","270","265","70630","69940"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","G6","Undeclared","25","25","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","G6","Unknown","25","25","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","G7","Heterosexual / straight","825","795","56450","56520"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","G7","LGBO","45","45","57240","56870"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","G7","Undeclared","90","85","57390","57970"
"In post","2023","Derbyshire and Nottinghamshire","G6/G7","G7","Unknown","145","140","56150","56450"
"In post","2023","Derbyshire and Nottinghamshire","SCS level","SCS level","Heterosexual / straight","60","60","91810","90220"
"In post","2023","Derbyshire and Nottinghamshire","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","HEO","Heterosexual / straight","1700","1620","34510","34700"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","HEO","LGBO","115","110","34590","34700"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","HEO","Undeclared","215","205","34220","34700"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","HEO","Unknown","505","485","34470","34850"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","SEO","Heterosexual / straight","1125","1075","42910","42140"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","SEO","LGBO","65","60","42300","42140"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","SEO","Undeclared","150","140","43460","42510"
"In post","2023","Derbyshire and Nottinghamshire","SEO/HEO","SEO","Unknown","215","205","42310","42140"
"In post","2023","Derbyshire and Nottinghamshire","Unknown","Unknown","Heterosexual / straight","660","605","29860","29050"
"In post","2023","Derbyshire and Nottinghamshire","Unknown","Unknown","LGBO","50","45","29260","26840"
"In post","2023","Derbyshire and Nottinghamshire","Unknown","Unknown","Undeclared","55","50","31610","30810"
"In post","2023","Derbyshire and Nottinghamshire","Unknown","Unknown","Unknown","135","125","28590","26840"
"In post","2023","Devon","AA/AO","AA","Heterosexual / straight","365","345","21730","21380"
"In post","2023","Devon","AA/AO","AA","LGBO","25","25","[c]","[c]"
"In post","2023","Devon","AA/AO","AA","Undeclared","40","40","21160","19930"
"In post","2023","Devon","AA/AO","AA","Unknown","130","120","22630","21380"
"In post","2023","Devon","AA/AO","AO","Heterosexual / straight","1540","1370","24900","22220"
"In post","2023","Devon","AA/AO","AO","LGBO","120","115","25100","22360"
"In post","2023","Devon","AA/AO","AO","Undeclared","195","170","25210","22220"
"In post","2023","Devon","AA/AO","AO","Unknown","530","480","24980","22520"
"In post","2023","Devon","EO","EO","Heterosexual / straight","1510","1370","28330","28120"
"In post","2023","Devon","EO","EO","LGBO","100","95","28320","28120"
"In post","2023","Devon","EO","EO","Undeclared","230","200","28360","28120"
"In post","2023","Devon","EO","EO","Unknown","360","310","28660","28120"
"In post","2023","Devon","G6/G7","G6","Heterosexual / straight","245","230","65380","61590"
"In post","2023","Devon","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Devon","G6/G7","G6","Undeclared","35","30","63650","60860"
"In post","2023","Devon","G6/G7","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Devon","G6/G7","G7","Heterosexual / straight","655","625","51590","49400"
"In post","2023","Devon","G6/G7","G7","LGBO","25","25","[c]","[c]"
"In post","2023","Devon","G6/G7","G7","Undeclared","90","85","50030","48420"
"In post","2023","Devon","G6/G7","G7","Unknown","45","40","55350","55230"
"In post","2023","Devon","SCS level","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Devon","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Devon","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Devon","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Devon","SEO/HEO","HEO","Heterosexual / straight","1005","940","34450","34170"
"In post","2023","Devon","SEO/HEO","HEO","LGBO","40","40","33430","33430"
"In post","2023","Devon","SEO/HEO","HEO","Undeclared","155","150","35380","34300"
"In post","2023","Devon","SEO/HEO","HEO","Unknown","140","135","35480","34300"
"In post","2023","Devon","SEO/HEO","SEO","Heterosexual / straight","1000","950","41870","40040"
"In post","2023","Devon","SEO/HEO","SEO","LGBO","55","50","40690","39650"
"In post","2023","Devon","SEO/HEO","SEO","Undeclared","205","190","41680","40140"
"In post","2023","Devon","SEO/HEO","SEO","Unknown","85","85","42450","41670"
"In post","2023","Devon","Unknown","Unknown","Heterosexual / straight","405","375","33510","31520"
"In post","2023","Devon","Unknown","Unknown","LGBO","30","30","28310","25300"
"In post","2023","Devon","Unknown","Unknown","Undeclared","40","40","36550","32920"
"In post","2023","Devon","Unknown","Unknown","Unknown","90","80","29630","24570"
"In post","2023","Dorset and Somerset","AA/AO","AA","Heterosexual / straight","265","245","21860","21380"
"In post","2023","Dorset and Somerset","AA/AO","AA","LGBO","15","15","[c]","[c]"
"In post","2023","Dorset and Somerset","AA/AO","AA","Undeclared","35","30","21740","21380"
"In post","2023","Dorset and Somerset","AA/AO","AA","Unknown","60","55","22280","23230"
"In post","2023","Dorset and Somerset","AA/AO","AO","Heterosexual / straight","905","835","25080","22220"
"In post","2023","Dorset and Somerset","AA/AO","AO","LGBO","55","55","26940","27110"
"In post","2023","Dorset and Somerset","AA/AO","AO","Undeclared","115","105","25010","22220"
"In post","2023","Dorset and Somerset","AA/AO","AO","Unknown","230","210","25170","23390"
"In post","2023","Dorset and Somerset","EO","EO","Heterosexual / straight","1045","960","28620","28120"
"In post","2023","Dorset and Somerset","EO","EO","LGBO","55","55","28520","28120"
"In post","2023","Dorset and Somerset","EO","EO","Undeclared","165","145","28630","28120"
"In post","2023","Dorset and Somerset","EO","EO","Unknown","280","250","28010","28080"
"In post","2023","Dorset and Somerset","G6/G7","G6","Heterosexual / straight","80","75","72260","69190"
"In post","2023","Dorset and Somerset","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Dorset and Somerset","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Dorset and Somerset","G6/G7","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Dorset and Somerset","G6/G7","G7","Heterosexual / straight","190","180","56120","55470"
"In post","2023","Dorset and Somerset","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Dorset and Somerset","G6/G7","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Dorset and Somerset","G6/G7","G7","Unknown","45","40","57630","55470"
"In post","2023","Dorset and Somerset","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Dorset and Somerset","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Dorset and Somerset","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Dorset and Somerset","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Dorset and Somerset","SEO/HEO","HEO","Heterosexual / straight","680","645","34830","34370"
"In post","2023","Dorset and Somerset","SEO/HEO","HEO","LGBO","30","30","34930","34370"
"In post","2023","Dorset and Somerset","SEO/HEO","HEO","Undeclared","95","95","35370","34370"
"In post","2023","Dorset and Somerset","SEO/HEO","HEO","Unknown","150","140","34410","34370"
"In post","2023","Dorset and Somerset","SEO/HEO","SEO","Heterosexual / straight","465","445","43680","43890"
"In post","2023","Dorset and Somerset","SEO/HEO","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Dorset and Somerset","SEO/HEO","SEO","Undeclared","60","55","43890","43890"
"In post","2023","Dorset and Somerset","SEO/HEO","SEO","Unknown","85","80","43350","43890"
"In post","2023","Dorset and Somerset","Unknown","Unknown","Heterosexual / straight","290","260","29280","26840"
"In post","2023","Dorset and Somerset","Unknown","Unknown","LGBO","35","35","29590","26500"
"In post","2023","Dorset and Somerset","Unknown","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2023","Dorset and Somerset","Unknown","Unknown","Unknown","50","45","27060","24570"
"In post","2023","East Anglia","AA/AO","AA","Heterosexual / straight","640","590","21960","23230"
"In post","2023","East Anglia","AA/AO","AA","LGBO","35","35","22520","23230"
"In post","2023","East Anglia","AA/AO","AA","Undeclared","75","65","21960","23230"
"In post","2023","East Anglia","AA/AO","AA","Unknown","150","130","21940","23230"
"In post","2023","East Anglia","AA/AO","AO","Heterosexual / straight","2730","2515","26530","24070"
"In post","2023","East Anglia","AA/AO","AO","LGBO","145","135","26710","24070"
"In post","2023","East Anglia","AA/AO","AO","Undeclared","320","295","26330","22520"
"In post","2023","East Anglia","AA/AO","AO","Unknown","680","605","25650","22520"
"In post","2023","East Anglia","EO","EO","Heterosexual / straight","2175","2000","28830","28120"
