"Status","Year","Age","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","London","Heterosexual / straight","75","70","52270","44160"
"In post","2023","60-64","Department for Transport (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","London","Undeclared","20","15","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","London","Unknown","20","20","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Heterosexual / straight","330","250","26450","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","East Midlands (England)","LGBO","15","10","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Undeclared","50","40","26680","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Unknown","90","70","26330","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","East of England","Heterosexual / straight","380","310","30060","30120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","East of England","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","East of England","Undeclared","65","50","28740","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","East of England","Unknown","90","70","29270","28800"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","595","510","34910","32520"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","London","LGBO","40","35","37200","32520"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","London","Undeclared","120","95","31590","32520"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","London","Unknown","230","190","32700","32520"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","North East (England)","Heterosexual / straight","855","645","27000","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","North East (England)","LGBO","30","25","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","North East (England)","Undeclared","130","95","26770","26650"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","North East (England)","Unknown","185","135","27100","21690"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","North West (England)","Heterosexual / straight","1370","1075","27620","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","North West (England)","LGBO","45","40","26880","26160"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","North West (England)","Undeclared","195","155","27810","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","North West (England)","Unknown","330","250","27900","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Scotland","Heterosexual / straight","840","635","26730","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Scotland","LGBO","20","15","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Scotland","Undeclared","115","85","26230","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Scotland","Unknown","165","120","25670","26650"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","South East (England)","Heterosexual / straight","555","460","28680","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","South East (England)","LGBO","30","25","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","South East (England)","Undeclared","90","70","29120","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","South East (England)","Unknown","110","85","28300","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","South West (England)","Heterosexual / straight","460","355","27620","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","South West (England)","LGBO","15","10","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","South West (England)","Undeclared","70","55","26250","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","South West (England)","Unknown","95","70","26410","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Wales","Heterosexual / straight","450","340","27110","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Wales","LGBO","15","15","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Wales","Undeclared","60","50","26590","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Wales","Unknown","90","65","25690","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Heterosexual / straight","640","495","27190","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","West Midlands (England)","LGBO","20","15","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Undeclared","90","70","26450","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Unknown","190","145","26270","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","660","490","29860","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","LGBO","20","15","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Undeclared","115","85","27970","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Unknown","150","115","28740","28120"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","40","35","49310","42650"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","London","Undeclared","20","20","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
