"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Tax","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Wales","AO","10","5","[c]","[c]"
"In post","2023","Mixed","Tax","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Wales","HEO","20","20","[c]","[c]"
"In post","2023","Mixed","Tax","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Yorkshire and The Humber","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","London","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","London","EO","30","30","[c]","[c]"
"In post","2023","Mixed","Unknown","London","G6","20","20","[c]","[c]"
"In post","2023","Mixed","Unknown","London","G7","40","40","57810","56430"
"In post","2023","Mixed","Unknown","London","HEO","100","100","33660","32960"
"In post","2023","Mixed","Unknown","London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","London","SEO","25","25","[c]","[c]"
"In post","2023","Mixed","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North West (England)","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Scotland","AA","15","15","[c]","[c]"
"In post","2023","Mixed","Unknown","Scotland","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Scotland","EO","30","30","29630","29100"
"In post","2023","Mixed","Unknown","Scotland","G6","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Scotland","G7","20","20","[c]","[c]"
"In post","2023","Mixed","Unknown","Scotland","HEO","30","30","36610","37080"
"In post","2023","Mixed","Unknown","Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Scotland","SEO","30","30","45490","43870"
"In post","2023","Mixed","Unknown","South East (England)","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","EO","[c]","[c]","[c]","[c]"
