"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","150","150","43090","36340"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","100","100","51070","56760"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","435","415","46520","44210"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","LGBO","45","40","43920","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Undeclared","50","45","48760","46600"
"In post","2023","Analysis","Department for Education (excl. agencies)","Department for Education","Unknown","45","45","49730","46600"
"In post","2023","Analysis","Department for International Trade","Department for International Trade","Heterosexual / straight","165","165","49080","55370"
"In post","2023","Analysis","Department for International Trade","Department for International Trade","LGBO","30","30","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Department for International Trade","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Department for International Trade","Unknown","55","55","47870","43210"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","205","200","48900","51550"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","230","220","50800","55190"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Department for Transport","LGBO","30","30","48200","44160"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Department for Transport","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Department for Transport","Unknown","75","75","46490","43950"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","460","435","46230","39150"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","45","40","41240","38470"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","45","45","42630","39150"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","65","65","44930","39150"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","120","115","50200","51920"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","30","30","47220","48410"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","40","35","31810","32670"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Heterosexual / straight","35","35","40260","38670"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Food Standards Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","145","135","73610","68110"
"In post","2023","Analysis","Government Actuary's Department","Chancellor's other departments","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Chancellor's other departments","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Chancellor's other departments","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","45","40","47080","43650"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","HM Land Registry","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","HM Land Registry","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","545","520","50610","45560"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","70","70","48090","42510"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","45","45","47920","42510"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","115","110","42960","41780"
"In post","2023","Analysis","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","140","135","45010","38660"
"In post","2023","Analysis","HM Treasury (excl. agencies)","HM Treasury","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","HM Treasury","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","50","45","43670","40820"
"In post","2023","Analysis","Health and Safety Executive","Department for Work and Pensions","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Home Office","Heterosexual / straight","330","320","48900","44710"
"In post","2023","Analysis","Home Office","Home Office","LGBO","30","30","44590","43250"
"In post","2023","Analysis","Home Office","Home Office","Undeclared","30","30","51270","54260"
"In post","2023","Analysis","Home Office","Home Office","Unknown","185","185","38710","36640"
"In post","2023","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","40","40","42650","38210"
"In post","2023","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","15","10","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","60","60","37000","28500"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","10","5","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","235","225","42960","41000"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","50","50","39860","38850"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","425","410","47930","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","55","55","43720","39000"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","55","55","48280","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","155","150","43550","37680"
"In post","2023","Analysis","National Infrastructure Commission","HM Treasury","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Chancellor's other departments","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Budget Responsibility","HM Treasury","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Office for Budget Responsibility","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","135","130","43530","40640"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","105","105","47240","40000"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","35","35","49800","47620"
"In post","2023","Analysis","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","45","45","54440","53410"
"In post","2023","Analysis","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Office of Rail and Road","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Registers of Scotland","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Registers of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Teaching Regulation Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","UK Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Debt Management Office","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","UK Export Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","1305","1245","39870","37760"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","LGBO","155","155","36880","32170"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","Undeclared","100","95","37510","34800"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","Unknown","365","350","40040","37760"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","35","35","46680","41500"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","30","30","60000","52830"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Revenue Authority","Welsh Government","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","65","60","35370","33830"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Building Digital UK","Department for Digital, Culture, Media and Sport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Building Digital UK","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Building Digital UK","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","145","140","51380","51290"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","30","25","[c]","[c]"
"In post","2023","Commercial","Central Civil Service Fast Stream","Cabinet Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Central Civil Service Fast Stream","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Civil Service Fast Stream","Cabinet Office","Unknown","80","80","30280","30130"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","Heterosexual / straight","245","240","37270","37770"
