"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Property","Scottish Prison Service","Scottish Government","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","135","[c]","36040","32430"
"Leaver CS","2023","Property","Valuation Office Agency","HM Revenue and Customs","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","HM Revenue and Customs","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","HM Revenue and Customs","Unknown","75","[c]","30930","26020"
"Leaver CS","2023","Property","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","80","[c]","34730","34320"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","30","[c]","31250","24770"
"Leaver CS","2023","Security","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","Home Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","465","[c]","31950","27500"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","50","[c]","37600","40880"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","150","[c]","29390","27500"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","National Crime Agency","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","National Crime Agency","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Submarine Delivery Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Unknown","45","[c]","30090","29250"
"Leaver CS","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","70","[c]","39720","39890"
"Leaver CS","2023","Unknown","Department for International Trade","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for International Trade","Department for International Trade","Unknown","35","[c]","25340","18300"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","90","[c]","37100","34170"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","30","[c]","42940","42940"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","190","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","255","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","Scottish Government","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","Scottish Government","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","235","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","40","[c]","35270","30370"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Scottish Government","Unknown","70","[c]","32710","29560"
"Leaver CS","2023","Unknown","Government Legal Department","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","85","[c]","47720","41010"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","45","[c]","55830","47090"
"Leaver CS","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Scottish Government","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","95","[c]","39700","34390"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","35","[c]","51050","45610"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Revenue Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","225","[c]","47930","42860"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","LGBO","30","[c]","41130","36330"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Unknown","215","[c]","38340","34730"
"Leaver CS","2023","Unknown","Scottish Prison Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Scottish Government","Heterosexual / straight","60","[c]","30920","29100"
"Leaver CS","2023","Unknown","Social Security Scotland","Scottish Government","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Scottish Government","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Scottish Government","Unknown","85","[c]","27610","23340"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Scottish Government","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","165","[c]","42750","38160"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Building Digital UK","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Building Digital UK","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Building Digital UK","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Cabinet Office","Unknown","55","[c]","32040","32000"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
