"Status","Year","Disability","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Undeclared","The National Archives","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Export Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Export Finance","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Hydrographic Office","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Supreme Court","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Vehicle Certification Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Welsh Government (excl. agencies)","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Welsh Government (excl. agencies)","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Active Travel England","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Active Travel England","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Office","Attorney General's Departments","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","210","[c]","46800","41870"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Unknown","515","[c]","31790","32000"
"Leaver Dept.","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Charity Commission","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Charity Commission","Charity Commission","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Commercial Service","Cabinet Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Commercial Service","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","40","[c]","34940","31620"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Equipment and Support","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","60","[c]","42360","39890"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","50","[c]","48640","40050"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","120","[c]","39100","37590"
"Leaver Dept.","2023","Unknown","Department for Education (excl. agencies)","Department for Education","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Education (excl. agencies)","Department for Education","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Education (excl. agencies)","Department for Education","Unknown","45","[c]","42730","37740"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Department for International Trade","Heterosexual / straight","30","[c]","38580","34650"
"Leaver Dept.","2023","Unknown","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Department for International Trade","Unknown","55","[c]","43960","41430"
"Leaver Dept.","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","55","[c]","43140","36910"
"Leaver Dept.","2023","Unknown","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Transport (excl. agencies)","Department for Transport","Unknown","60","[c]","42750","35760"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","170","[c]","33200","28120"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","185","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Unknown","40","[c]","28310","26780"
"Leaver Dept.","2023","Unknown","Education Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education and Skills Funding Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education and Skills Funding Agency","Department for Education","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Agency","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Cabinet Office","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Legal Department","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Legal Department","Attorney General's Departments","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Property Agency","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Property Agency","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Unknown","80","[c]","28300","25120"
"Leaver Dept.","2023","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Prison and Probation Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Prison and Probation Service","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Prison and Probation Service","Ministry of Justice","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","450","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Treasury (excl. agencies)","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Home Office","Heterosexual / straight","135","[c]","35430","31590"
"Leaver Dept.","2023","Unknown","Home Office","Home Office","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Home Office","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Home Office","Unknown","320","[c]","36340","32000"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","30","[c]","34580","30750"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","65","[c]","40690","40580"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","5","[c]","[c]","[c]"
