"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Education (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Education (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","10","10","42350","44930"
"In post","2023","60-64","Analysis","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Home Office","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Ministry of Defence (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","UK Statistics Authority","EO","10","10","26930","26780"
"In post","2023","60-64","Analysis","UK Statistics Authority","G6/G7","15","15","55870","54300"
"In post","2023","60-64","Analysis","UK Statistics Authority","SEO/HEO","15","15","35890","35050"
"In post","2023","60-64","Commercial","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Crown Commercial Service","SEO/HEO","10","10","38740","40450"
"In post","2023","60-64","Commercial","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Defence Equipment and Support","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Defence Equipment and Support","G6/G7","15","10","65110","70710"
"In post","2023","60-64","Commercial","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Defence Equipment and Support","SEO/HEO","25","20","39940","42620"
"In post","2023","60-64","Commercial","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Defence Science and Technology Laboratory","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Education (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department of Health and Social Care (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Driver and Vehicle Licensing Agency","AA/AO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Driver and Vehicle Licensing Agency","EO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Driver and Vehicle Licensing Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Government Commercial Organisation","G6/G7","45","40","69320","68080"
"In post","2023","60-64","Commercial","Government Commercial Organisation","SCS level","15","15","124970","125400"
"In post","2023","60-64","Commercial","Government Commercial Organisation","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","HM Revenue and Customs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Home Office","SEO/HEO","10","10","[c]","[c]"
"In post","2023","60-64","Commercial","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Ministry of Defence (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","Ministry of Defence (excl. agencies)","G6/G7","10","5","[c]","[c]"
"In post","2023","60-64","Commercial","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","50","45","40190","40450"
"In post","2023","60-64","Commercial","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Ministry of Justice (excl. agencies)","SEO/HEO","15","15","41870","42580"
"In post","2023","60-64","Commercial","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
