"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","EO","EO","70","60","31990","32520"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","Unknown","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Barnet","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Barnet","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Barnet","EO","EO","50","45","31990","32520"
"In post","2023","Declared disabled","Barnet","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Barnet","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Barnet","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnet","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barnet","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","AA/AO","AO","180","155","24230","21690"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","EO","EO","150","125","28280","28120"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","40","35","35050","34170"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Unknown","65","65","30080","29050"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","180","165","24050","22570"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","170","155","27920","27470"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","60","55","70560","70350"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","160","155","54510","55110"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","330","320","33350","32860"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","375","360","42300","42560"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","235","225","39850","37910"
"In post","2023","Declared disabled","Bedford","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedford","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Bedford","EO","EO","30","25","28800","28120"
"In post","2023","Declared disabled","Bedford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedford","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Belfast","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","AA/AO","AO","80","70","22510","22520"
"In post","2023","Declared disabled","Belfast","EO","EO","80","75","28110","27890"
"In post","2023","Declared disabled","Belfast","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","G6/G7","G7","30","30","57040","57970"
"In post","2023","Declared disabled","Belfast","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","SEO/HEO","HEO","70","65","34930","35000"
"In post","2023","Declared disabled","Belfast","SEO/HEO","SEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","AA/AO","AO","85","75","28460","25610"
"In post","2023","Declared disabled","Berkshire","EO","EO","105","100","32260","31280"
"In post","2023","Declared disabled","Berkshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","G6/G7","G7","25","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","SEO/HEO","HEO","50","50","37310","35550"
"In post","2023","Declared disabled","Berkshire","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Unknown","Unknown","50","50","29870","29050"
"In post","2023","Declared disabled","Bexley and Greenwich","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","AA/AO","AO","65","60","30760","31490"
"In post","2023","Declared disabled","Bexley and Greenwich","EO","EO","90","85","33470","32520"
"In post","2023","Declared disabled","Bexley and Greenwich","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","AA/AO","AA","35","30","21030","20200"
"In post","2023","Declared disabled","Birmingham","AA/AO","AO","435","385","22740","21780"
"In post","2023","Declared disabled","Birmingham","EO","EO","490","435","27780","28120"
"In post","2023","Declared disabled","Birmingham","G6/G7","G6","30","25","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","G6/G7","G7","120","115","55880","55250"
"In post","2023","Declared disabled","Birmingham","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","SEO/HEO","HEO","265","255","34100","34170"
"In post","2023","Declared disabled","Birmingham","SEO/HEO","SEO","145","140","41160","41780"
"In post","2023","Declared disabled","Birmingham","Unknown","Unknown","130","120","31250","29050"
"In post","2023","Declared disabled","Blackburn with Darwen","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","EO","EO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Unknown","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","AA/AO","AO","325","280","21660","21690"
"In post","2023","Declared disabled","Blackpool","EO","EO","340","300","28040","28120"
"In post","2023","Declared disabled","Blackpool","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","G6/G7","G7","60","60","52600","50160"
"In post","2023","Declared disabled","Blackpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","SEO/HEO","HEO","115","105","34160","34170"
"In post","2023","Declared disabled","Blackpool","SEO/HEO","SEO","75","75","39600","38470"
"In post","2023","Declared disabled","Blackpool","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","AA/AO","AO","35","30","22040","21780"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","EO","EO","55","50","27740","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","Unknown","30","25","29800","29050"
"In post","2023","Declared disabled","Bradford","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bradford","AA/AO","AO","160","130","22060","21780"
"In post","2023","Declared disabled","Bradford","EO","EO","105","90","28060","28120"
"In post","2023","Declared disabled","Bradford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","Declared disabled","Bradford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Bradford","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Unknown","Unknown","50","45","31230","27430"
"In post","2023","Declared disabled","Breckland and South Norfolk","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","AA/AO","AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","EO","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brent","EO","EO","40","35","31980","32520"
"In post","2023","Declared disabled","Brent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Brent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","AA/AO","AO","35","30","21710","21690"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","EO","EO","50","45","28240","28120"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","AA/AO","AO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","EO","EO","50","45","28090","28120"
"In post","2023","Declared disabled","Brighton and Hove","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","AA/AO","AA","20","15","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","AA/AO","AO","160","145","22860","22150"
"In post","2023","Declared disabled","Bristol, City of","EO","EO","200","180","27940","28120"
"In post","2023","Declared disabled","Bristol, City of","G6/G7","G6","30","25","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","G6/G7","G7","120","115","53840","52910"
"In post","2023","Declared disabled","Bristol, City of","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","SEO/HEO","HEO","150","145","33140","33560"
"In post","2023","Declared disabled","Bristol, City of","SEO/HEO","SEO","115","110","40340","39820"
"In post","2023","Declared disabled","Bristol, City of","Unknown","Unknown","55","50","29760","29050"
"In post","2023","Declared disabled","Bromley","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","AA/AO","AO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Bromley","EO","EO","45","45","32290","32520"
"In post","2023","Declared disabled","Bromley","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bromley","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","Unknown","Unknown","35","35","33340","33050"
"In post","2023","Declared disabled","Buckinghamshire","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","AA/AO","AO","50","50","28440","26440"
"In post","2023","Declared disabled","Buckinghamshire","EO","EO","70","65","29550","28480"
"In post","2023","Declared disabled","Buckinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","SEO/HEO","HEO","35","30","35290","35990"
"In post","2023","Declared disabled","Buckinghamshire","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","EO","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","AA/AO","AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","EO","EO","120","105","28020","28120"
"In post","2023","Declared disabled","Calderdale and Kirklees","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Unknown","Unknown","50","45","29590","29050"
"In post","2023","Declared disabled","Cambridgeshire CC","AA/AO","AA","30","30","22630","23230"
"In post","2023","Declared disabled","Cambridgeshire CC","AA/AO","AO","95","90","28140","25340"
"In post","2023","Declared disabled","Cambridgeshire CC","EO","EO","90","85","29760","28120"
"In post","2023","Declared disabled","Cambridgeshire CC","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","SEO/HEO","HEO","95","95","35530","34300"
"In post","2023","Declared disabled","Cambridgeshire CC","SEO/HEO","SEO","45","45","45330","43390"
"In post","2023","Declared disabled","Cambridgeshire CC","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","AA/AO","AO","70","65","25850","25480"
"In post","2023","Declared disabled","Camden and City of London","EO","EO","45","45","31290","30090"
"In post","2023","Declared disabled","Camden and City of London","G6/G7","G6","10","5","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","AA/AO","AO","290","260","23210","22520"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","EO","EO","300","275","28390","28120"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","G6/G7","G6","35","35","70910","71240"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","G6/G7","G7","105","100","57330","56870"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","SCS level","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","230","220","34900","34700"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","120","115","43560","42510"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Unknown","Unknown","55","50","31380","29050"
"In post","2023","Declared disabled","Causeway Coast and Glens","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","EO","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","AA/AO","AO","65","60","25920","22280"
"In post","2023","Declared disabled","Central Hampshire","EO","EO","85","80","27670","27470"
"In post","2023","Declared disabled","Central Hampshire","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","G6/G7","G7","150","145","52860","49260"
"In post","2023","Declared disabled","Central Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","SEO/HEO","HEO","125","120","33100","33830"
"In post","2023","Declared disabled","Central Hampshire","SEO/HEO","SEO","135","130","40740","39890"
"In post","2023","Declared disabled","Central Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","AA/AO","AO","95","85","22100","21690"
"In post","2023","Declared disabled","Central Valleys","EO","EO","260","240","28090","28120"
"In post","2023","Declared disabled","Central Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","SEO/HEO","HEO","55","50","35900","34170"
"In post","2023","Declared disabled","Central Valleys","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","AA/AO","AA","5","5","[c]","[c]"
