"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","London","15","[c]","36040","29890"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","North West (England)","15","[c]","36290","26750"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Policy","London","15","[c]","58580","58070"
"Leaver Dept.","2023","50-59","Home Office","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Commercial","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Other","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
