"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","Heterosexual / straight","210","200","44380","42220"
"In post","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","LGBO","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","Undeclared","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","Unknown","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Heterosexual / straight","100","95","45580","41050"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","110","110","47850","43650"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","Unknown","45","45","51280","48200"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","Heterosexual / straight","40","40","40930","39590"
"In post","2023","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","Unknown","55","55","38390","33600"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","Unknown","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","Heterosexual / straight","50","50","46030","41680"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","Heterosexual / straight","35","35","40750","39500"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","Unknown","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","Heterosexual / straight","70","65","42540","41080"
"In post","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","Unknown","30","30","46220","46380"
"In post","2023","Digital, Data & Technology","The National Archives","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","Unknown","30","30","56180","57110"
"In post","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","Heterosexual / straight","45","45","57610","54250"
"In post","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","Heterosexual / straight","140","140","46870","42120"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","Undeclared","30","30","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","Unknown","135","135","49520","49590"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","Heterosexual / straight","110","105","44940","43890"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","Unknown","45","45","43940","43890"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Heterosexual / straight","590","570","42930","39200"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","LGBO","50","50","39670","37690"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Undeclared","45","45","41760","39080"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Unknown","210","205","43350","38670"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Finance","Heterosexual / straight","35","35","49720","43710"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Finance","Unknown","55","55","30470","30130"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Charity Commission","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Companies House","Finance","Heterosexual / straight","55","55","34230","31350"
"In post","2023","Finance","Companies House","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Companies House","Finance","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Companies House","Finance","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Commercial Service","Finance","Heterosexual / straight","30","30","50480","43060"
"In post","2023","Finance","Crown Commercial Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Commercial Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Office and Procurator Fiscal Service","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Finance","Crown Office and Procurator Fiscal Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Office and Procurator Fiscal Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Office and Procurator Fiscal Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Finance","Heterosexual / straight","85","80","34470","31180"
"In post","2023","Finance","Crown Prosecution Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Electronics and Components Agency","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Defence Electronics and Components Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Electronics and Components Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Equipment and Support","Finance","Heterosexual / straight","355","340","41640","33770"
"In post","2023","Finance","Defence Equipment and Support","Finance","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","Defence Equipment and Support","Finance","Undeclared","45","45","41760","35550"
"In post","2023","Finance","Defence Equipment and Support","Finance","Unknown","35","35","31430","25000"
"In post","2023","Finance","Defence Science and Technology Laboratory","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Science and Technology Laboratory","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Science and Technology Laboratory","Finance","Heterosexual / straight","40","40","42210","47480"
"In post","2023","Finance","Defence Science and Technology Laboratory","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Science and Technology Laboratory","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Defence Science and Technology Laboratory","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Science and Technology Laboratory","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Heterosexual / straight","105","105","53890","55120"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Undeclared","15","15","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","Heterosexual / straight","70","70","55110","54200"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","LGBO","5","5","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Finance","Heterosexual / straight","335","320","45170","43110"
"In post","2023","Finance","Department for Education (excl. agencies)","Finance","LGBO","20","20","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Finance","Undeclared","20","20","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Finance","Unknown","20","20","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education (excl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Heterosexual / straight","350","340","43810","38110"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Undeclared","25","25","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Unknown","45","45","42130","37850"
